target,raw_record_count,matched_eligible_count,N_nodes,N_episodes,History_MAE,Current_MAE,Delta_MAE,History_P90AE,Current_P90AE,History_R_IB_finite_support_CRPS,Current_R_IB_finite_support_CRPS,Delta_R_IB_finite_support_CRPS,CRPS_scope,History_MAE_ci_low,History_MAE_ci_high,Current_MAE_ci_low,Current_MAE_ci_high,Delta_MAE_ci_low,Delta_MAE_ci_high,History_P90AE_ci_low,History_P90AE_ci_high,Current_P90AE_ci_low,Current_P90AE_ci_high,History_R_IB_finite_support_CRPS_ci_low,History_R_IB_finite_support_CRPS_ci_high,Current_R_IB_finite_support_CRPS_ci_low,Current_R_IB_finite_support_CRPS_ci_high,Delta_R_IB_finite_support_CRPS_ci_low,Delta_R_IB_finite_support_CRPS_ci_high
R_IB,1769,217,217,48,22.377352539475563,23.511576865895496,-1.1342243264199328,55.34374348559184,61.41844931595312,18.99074190501459,21.512291039377107,-2.521549134362512,R_IB_T_IB_FINITE_SUPPORT_CONDITIONAL_ONLY,13.87273553277572,32.40803076827766,13.891397299053777,33.90063520004734,-3.225860973820673,1.032774435173467,31.1835051813862,103.07963696625536,38.88250244262549,104.20043080942422,10.860749449675232,28.980890640832104,12.157909026948056,31.71037556217504,-4.853046345399699,-0.210856895476054
D_OB,1769,1671,1671,128,7.434560579000869,7.456177036038849,-0.0216164570379799,23.0,23.0,,,,,4.675660755690292,10.65024991732093,4.70977266952581,10.66200646951826,-0.0750629106965732,0.0303096261300642,13.0,28.0,13.0,28.0,,,,,,
D_TX,1769,1765,1765,127,4.887045696436853,4.828895184135978,0.0581505123008749,11.0,11.0,,,,,3.222009062555445,7.216902036530672,3.111928631719056,7.179960163523513,-0.1510619237217614,0.258904444654398,7.874768275022506,14.0,8.0,15.024999999999864,,,,,,
