information_component,metric,estimate,ci_low,ci_high,replicate_count
ROLLING_HISTORY,L_att,0.09314621590312425,0.006095977802339403,0.18440693391834753,2000
ROLLING_HISTORY,L_rec,1.050212033300082,0.018600737234729305,8.915794438844115,2000
DISTRIBUTIONAL_INFORMATION,L_att,0.46937024089116847,0.2876058321455724,0.6107082413798175,2000
DISTRIBUTIONAL_INFORMATION,L_rec,1.0,1.0,1.0,2000
CROSS_STATE_DEPENDENCE,L_att,0.005434626866172922,0.0,0.008962858065093508,2000
CROSS_STATE_DEPENDENCE,L_rec,0.5090467564697767,0.0,0.8914421543412551,2000
MARGINAL_UNCERTAINTY,L_att_POINT_MINUS_MARGINAL,0.4492933210879138,0.4457387869039205,0.45268376713609604,2000
MARGINAL_UNCERTAINTY,L_rec_POINT_MINUS_MARGINAL,0.5952918817011299,0.5810154820593822,0.6092497439737172,2000
