stage,n_nodes,n_episodes,support_coverage,caliper_minutes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count,top10_overlap,status,heterogeneity_status,candidate_pairs,balanced_episode_pairs,matched_episodes,match_coverage,median_consequence_priority_percentile_gap,p90_consequence_priority_percentile_gap,delay_boundary_tie_fraction,consequence_boundary_tie_fraction,kendall_tau_b_ci_low,kendall_tau_b_ci_high,top10_overlap_ci_low,top10_overlap_ci_high,median_rank_displacement_ci_low,median_rank_displacement_ci_high,p90_rank_displacement_ci_low,p90_rank_displacement_ci_high,median_consequence_priority_percentile_gap_ci_low,median_consequence_priority_percentile_gap_ci_high,p90_consequence_priority_percentile_gap_ci_low,p90_consequence_priority_percentile_gap_ci_high
PRE_IB,53,14,1.0,5.0,0.8316400580551524,0.05660377358490565,0.18867924528301883,0.07547169811320754,0.9204160619254957,0.07547169811320754,0.0,1,1,0.8333333333333334,PASS,PASS,683,60,14,1.0,0.18867924528301883,0.5188679245283019,0.018867924528301886,0.018867924528301886,0.6607095918417017,0.9682704169750801,0.5,1.0,0.0,0.13469827586206853,0.030604514533085977,0.37143339768339767,0.1111111111111111,0.4032355227361057,0.2635046230440967,0.74
POST_IB_PRE_OB,303,14,1.0,5.0,0.8793958866085285,0.01320132013201325,0.13861386138613863,0.0,0.9657649714082597,0.0,0.0,1,1,0.9354838709677419,PASS,PASS,31301,60,14,1.0,0.2574257425742574,0.5653465346534654,0.0033003300330033004,0.0033003300330033004,0.7011661156543061,0.9795234668801829,0.42105263157894735,1.0,0.0,0.0977878787878787,0.027332414489953265,0.3015170190575519,0.15576685792627196,0.3895029095300833,0.3724841730414139,0.741660213388401
POST_OB_PRE_TO,16,14,1.0,5.0,0.9487179487179486,0.0,0.09375,0.0,0.9852071005917158,0.0,0.0,1,1,0.5,PASS,PASS,118,91,14,1.0,0.3125,0.65625,0.0625,0.0625,0.7916302447552447,1.0,0.0,1.0,0.0,0.0,0.0,0.22105263157894733,0.28125,0.38098739495798306,0.59375,0.75
