stage,n_nodes,n_episodes,support_coverage,caliper_minutes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count,top10_overlap,status,heterogeneity_status,candidate_pairs,balanced_episode_pairs,matched_episodes,match_coverage,median_consequence_priority_percentile_gap,p90_consequence_priority_percentile_gap,delay_boundary_tie_fraction,consequence_boundary_tie_fraction,replicate
PRE_IB,71,10,1.0,5.0,0.8146341463414634,0.07042253521126757,0.11267605633802813,0.07042253521126761,0.8738572506919399,0.07042253521126761,0.0,1,2,0.875,PASS,PASS,950,50,10,1.0,0.19366197183098594,0.5070422535211268,0.014084507042253521,0.028169014084507043,1361
POST_IB_PRE_OB,379,10,1.0,5.0,0.9230564839805891,0.0079155672823219,0.079155672823219,0.0,0.979815799079833,0.0,0.0,2,2,0.9473684210526315,PASS,PASS,44753,50,10,1.0,0.2691292875989446,0.5567282321899736,0.005277044854881266,0.005277044854881266,1361
POST_OB_PRE_TO,17,10,1.0,5.0,0.9349593495934959,0.0,0.08235294117647063,0.0,0.9798234552332913,0.0,0.0,2,2,1.0,PASS,PASS,126,87,10,1.0,0.2941176470588236,0.7352941176470588,0.11764705882352941,0.11764705882352941,1361
PRE_IB,50,9,1.0,5.0,0.9110378912685339,0.03999999999999998,0.060000000000000005,0.04,0.9638687358862251,0.04,0.0,2,2,1.0,PASS,PASS,369,40,9,1.0,0.12,0.48000000000000004,0.04,0.04,1362
POST_IB_PRE_OB,310,9,1.0,5.0,0.9245567079290733,0.016129032258064536,0.0845161290322582,0.0,0.9833749476590002,0.0,0.0,1,2,0.8709677419354839,PASS,PASS,28072,40,9,1.0,0.26048387096774195,0.5209677419354839,0.0032258064516129032,0.0064516129032258064,1362
POST_OB_PRE_TO,17,9,1.0,5.0,0.9055118110236222,0.0,0.11764705882352944,0.0,0.9627329192546585,0.0,0.0,2,2,1.0,PASS,PASS,124,85,9,1.0,0.29411764705882354,0.6176470588235294,0.11764705882352941,0.11764705882352941,1362
PRE_IB,57,9,1.0,5.0,0.7735610373181531,0.10526315789473684,0.2631578947368421,0.03508771929824561,0.8743798437044001,0.03508771929824561,0.0,1,1,1.0,PASS,PASS,852,64,9,1.0,0.2894736842105264,0.5701754385964912,0.017543859649122806,0.017543859649122806,1363
POST_IB_PRE_OB,350,9,1.0,5.0,0.880656748732921,0.020000000000000018,0.11142857142857143,0.017142857142857144,0.9634740221119019,0.0,0.017142857142857144,3,3,0.9428571428571428,PASS,PASS,43565,64,9,1.0,0.3485714285714286,0.6042857142857143,0.008571428571428572,0.008571428571428572,1363
POST_OB_PRE_TO,17,9,1.0,5.0,0.9379844961240311,0.0,0.08235294117647063,0.0,0.9801980198019803,0.0,0.0,2,2,1.0,PASS,PASS,124,85,9,1.0,0.3235294117647059,0.6529411764705888,0.11764705882352941,0.11764705882352941,1363
PRE_IB,40,9,1.0,5.0,0.9571619812583667,0.0,0.07500000000000001,0.0,0.9879324974073725,0.0,0.0,4,4,1.0,PASS,PASS,148,36,9,1.0,0.16250000000000003,0.24375000000000002,0.1,0.1,1364
POST_IB_PRE_OB,263,9,1.0,5.0,0.9082274793147652,0.019011406844106404,0.10114068441064647,0.0,0.9813174311599782,0.0,0.0,4,4,1.0,PASS,PASS,15204,36,9,1.0,0.27661596958174905,0.5560836501901141,0.015209125475285171,0.015209125475285171,1364
POST_OB_PRE_TO,14,9,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,4,4,1.0,PASS,PASS,83,83,9,1.0,0.32142857142857145,0.6428571428571428,0.2857142857142857,0.2857142857142857,1364
PRE_IB,59,9,1.0,5.0,0.7735625370480143,0.06779661016949157,0.2711864406779661,0.01694915254237288,0.8838290778274983,0.01694915254237288,0.0,2,2,0.6666666666666666,PASS,PASS,875,58,9,1.0,0.1864406779661017,0.46610169491525455,0.03389830508474576,0.03389830508474576,1365
POST_IB_PRE_OB,278,9,1.0,5.0,0.9145811088830437,0.025179856115107924,0.07913669064748208,0.0035971223021582736,0.9753508716564071,0.0035971223021582736,0.0,2,2,0.8571428571428571,PASS,PASS,23615,58,9,1.0,0.22482014388489208,0.5359712230215827,0.007194244604316547,0.007194244604316547,1365
POST_OB_PRE_TO,17,9,1.0,5.0,0.9687499999999999,0.0,0.05882352941176472,0.0,0.992565055762082,0.0,0.0,2,1,0.5,PASS,PASS,124,85,9,1.0,0.32352941176470584,0.6705882352941184,0.11764705882352941,0.058823529411764705,1365
PRE_IB,52,8,1.0,5.0,0.8333333333333334,0.06730769230769229,0.11538461538461536,0.09615384615384616,0.9145518243185509,0.09615384615384616,0.0,2,2,0.6666666666666666,PASS,PASS,651,62,8,1.0,0.2884615384615385,0.5865384615384615,0.038461538461538464,0.038461538461538464,1366
POST_IB_PRE_OB,359,8,1.0,5.0,0.8949190065636645,0.02228412256267409,0.11142061281337046,0.0,0.9703277963582791,0.0,0.0,2,2,0.9444444444444444,PASS,PASS,42564,62,8,1.0,0.27715877437325903,0.5376044568245125,0.005571030640668524,0.005571030640668524,1366
POST_OB_PRE_TO,18,8,1.0,5.0,0.9444444444444445,0.0,0.11111111111111116,0.0,0.9833159541188737,0.0,0.0,2,2,1.0,PASS,PASS,136,84,8,1.0,0.33333333333333337,0.6388888888888888,0.1111111111111111,0.1111111111111111,1366
PRE_IB,35,8,1.0,5.0,0.6470588235294118,0.08571428571428569,0.3714285714285714,0.2,0.7825537294563844,0.08571428571428572,0.11428571428571428,1,1,1.0,PASS,PASS,373,70,7,0.875,0.29999999999999993,0.557142857142857,0.02857142857142857,0.02857142857142857,1367
POST_IB_PRE_OB,232,8,1.0,5.0,0.6949941792782305,0.09051724137931033,0.2887931034482758,0.09482758620689655,0.7886222463139221,0.0,0.09482758620689655,2,3,0.875,PASS,PASS,17275,70,7,0.875,0.32974137931034486,0.7823275862068966,0.008620689655172414,0.01293103448275862,1367
POST_OB_PRE_TO,17,8,1.0,5.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,3,3,1.0,PASS,PASS,116,83,8,1.0,0.3235294117647059,0.6588235294117645,0.17647058823529413,0.17647058823529413,1367
PRE_IB,47,8,1.0,5.0,0.8214971209213051,0.06382978723404253,0.17021276595744683,0.0,0.9358357022683762,0.0,0.0,4,4,0.8,PASS,PASS,309,41,8,1.0,0.1702127659574468,0.35106382978723405,0.0851063829787234,0.0851063829787234,1368
POST_IB_PRE_OB,223,8,1.0,5.0,0.8785316476279524,0.0358744394618834,0.10313901345291479,0.0,0.9668191563392522,0.0,0.0,4,4,0.8260869565217391,PASS,PASS,8677,41,8,1.0,0.20179372197309417,0.3699551569506726,0.017937219730941704,0.017937219730941704,1368
POST_OB_PRE_TO,19,8,1.0,5.0,0.9483870967741934,0.0,0.05263157894736836,0.0,0.982078853046595,0.0,0.0,4,1,0.5,PASS,PASS,139,82,8,1.0,0.3157894736842105,0.6315789473684211,0.21052631578947367,0.05263157894736842,1368
PRE_IB,52,11,1.0,5.0,0.8529188779378316,0.05769230769230768,0.15384615384615385,0.057692307692307696,0.9345830308723685,0.057692307692307696,0.0,1,1,1.0,PASS,PASS,790,62,11,1.0,0.2596153846153846,0.6346153846153846,0.019230769230769232,0.019230769230769232,1369
POST_IB_PRE_OB,332,11,1.0,5.0,0.9029041255719833,0.015060240963855442,0.12349397590361444,0.0,0.975947189277827,0.0,0.0,2,1,0.7352941176470589,PASS,PASS,37554,62,11,1.0,0.3418674698795181,0.7191265060240964,0.006024096385542169,0.0030120481927710845,1369
POST_OB_PRE_TO,14,11,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,88,88,11,1.0,0.3392857142857143,0.6785714285714286,0.07142857142857142,0.07142857142857142,1369
PRE_IB,39,9,1.0,5.0,0.7747252747252746,0.05128205128205121,0.28205128205128205,0.05128205128205128,0.8913329954384185,0.05128205128205128,0.0,1,1,1.0,PASS,PASS,355,54,9,1.0,0.21794871794871795,0.4102564102564103,0.02564102564102564,0.02564102564102564,1370
POST_IB_PRE_OB,206,9,1.0,5.0,0.8076356202158513,0.06310679611650483,0.17475728155339806,0.04854368932038835,0.914290009287205,0.0,0.04854368932038835,1,1,0.9047619047619048,PASS,PASS,11657,54,9,1.0,0.20873786407766995,0.5031553398058255,0.0048543689320388345,0.0048543689320388345,1370
POST_OB_PRE_TO,17,9,1.0,5.0,0.9370078740157483,0.0,0.08235294117647063,0.0,0.9801242236024846,0.0,0.0,2,2,1.0,PASS,PASS,124,85,9,1.0,0.32352941176470584,0.6352941176470591,0.11764705882352941,0.11764705882352941,1370
PRE_IB,45,8,1.0,5.0,0.8283963227783454,0.04444444444444445,0.15111111111111114,0.08888888888888889,0.9115009232392509,0.044444444444444446,0.044444444444444446,1,1,1.0,PASS,PASS,526,57,8,1.0,0.18888888888888888,0.4244444444444444,0.022222222222222223,0.022222222222222223,1371
POST_IB_PRE_OB,357,8,1.0,5.0,0.8199428038741685,0.044817927170868355,0.17086834733893558,0.022408963585434174,0.9336709832311394,0.0,0.022408963585434174,3,3,0.5,PASS,PASS,35569,57,8,1.0,0.334733893557423,0.5565826330532212,0.008403361344537815,0.008403361344537815,1371
POST_OB_PRE_TO,14,8,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,81,81,8,1.0,0.35714285714285715,0.6071428571428572,0.07142857142857142,0.07142857142857142,1371
PRE_IB,69,8,1.0,5.0,0.8747300215982722,0.04347826086956519,0.07246376811594199,0.043478260869565216,0.9240709938035792,0.043478260869565216,0.0,2,2,0.8571428571428571,PASS,PASS,958,69,8,1.0,0.15217391304347816,0.47826086956521735,0.028985507246376812,0.028985507246376812,1372
POST_IB_PRE_OB,317,8,1.0,5.0,0.9332225714114137,0.006309148264984188,0.09463722397476348,0.0,0.9839347883127231,0.0,0.0,2,2,1.0,PASS,PASS,29230,69,8,1.0,0.25236593059936907,0.42271293375394325,0.006309148264984227,0.006309148264984227,1372
POST_OB_PRE_TO,17,8,1.0,5.0,0.9689922480620154,0.0,0.05882352941176472,0.0,0.9925834363411621,0.0,0.0,2,1,0.5,PASS,PASS,124,85,8,1.0,0.29411764705882354,0.6470588235294118,0.11764705882352941,0.058823529411764705,1372
PRE_IB,30,7,1.0,5.0,0.9232613908872901,0.0,0.1333333333333333,0.0,0.9713710579288749,0.0,0.0,1,1,1.0,PASS,PASS,215,54,7,1.0,0.2833333333333333,0.5,0.03333333333333333,0.03333333333333333,1373
POST_IB_PRE_OB,377,7,1.0,5.0,0.7906920597048841,0.06366047745358094,0.22387267904509428,0.05570291777188329,0.915323712704366,0.05570291777188329,0.0,4,4,0.9210526315789473,PASS,PASS,27536,54,7,1.0,0.4270557029177719,0.4761273209549072,0.010610079575596816,0.010610079575596816,1373
POST_OB_PRE_TO,14,7,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,80,80,7,1.0,0.3571428571428572,0.6785714285714286,0.07142857142857142,0.07142857142857142,1373
PRE_IB,27,9,1.0,5.0,0.7712609970674487,0.1111111111111111,0.18518518518518562,0.0,0.896414342629482,0.0,0.0,1,1,0.6666666666666666,PASS,PASS,209,64,9,1.0,0.20370370370370372,0.4074074074074074,0.037037037037037035,0.037037037037037035,1374
POST_IB_PRE_OB,299,9,1.0,5.0,0.6533315312880118,0.12374581939799334,0.3652173913043476,0.19063545150501673,0.7730787248986676,0.05016722408026756,0.14046822742474915,1,1,0.9333333333333333,PASS,PASS,29004,64,9,1.0,0.30434782608695654,0.5719063545150502,0.0033444816053511705,0.0033444816053511705,1374
POST_OB_PRE_TO,18,9,1.0,5.0,0.958041958041958,0.0,0.05555555555555558,0.0,0.9874476987447701,0.0,0.0,3,3,1.0,PASS,PASS,133,84,9,1.0,0.3055555555555556,0.6694444444444447,0.16666666666666666,0.16666666666666666,1374
PRE_IB,27,9,1.0,5.0,0.9120234604105573,0.0,0.1111111111111111,0.037037037037037035,0.9632352941176471,0.037037037037037035,0.0,1,1,1.0,PASS,PASS,163,51,9,1.0,0.25925925925925924,0.40740740740740744,0.037037037037037035,0.037037037037037035,1375
POST_IB_PRE_OB,282,9,1.0,5.0,0.7093035027333467,0.06737588652482274,0.2932624113475178,0.08865248226950355,0.8687253893884702,0.05673758865248227,0.031914893617021274,1,1,1.0,PASS,PASS,24291,51,9,1.0,0.3280141843971631,0.698581560283688,0.0035460992907801418,0.0035460992907801418,1375
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,98,85,9,1.0,0.30000000000000004,0.6333333333333333,0.06666666666666667,0.06666666666666667,1375
PRE_IB,44,8,1.0,5.0,0.9956521739130435,0.0,0.0,0.0,0.999576241259976,0.0,0.0,3,3,1.0,PASS,PASS,244,45,8,1.0,0.15909090909090912,0.4318181818181818,0.06818181818181818,0.06818181818181818,1376
POST_IB_PRE_OB,239,8,1.0,5.0,0.8897704432455305,0.02092050209205021,0.1514644351464436,0.0,0.9669601220117878,0.0,0.0,3,3,1.0,PASS,PASS,15381,45,8,1.0,0.26569037656903766,0.5606694560669456,0.012552301255230125,0.012552301255230125,1376
POST_OB_PRE_TO,15,8,1.0,5.0,0.8775510204081634,0.0,0.17333333333333328,0.0,0.9456521739130439,0.0,0.0,1,3,0.0,PASS,PASS,97,84,8,1.0,0.36666666666666664,0.7133333333333336,0.06666666666666667,0.2,1376
PRE_IB,42,10,1.0,5.0,0.856301531213192,0.023809523809523808,0.1809523809523808,0.047619047619047616,0.9414388839321924,0.0,0.047619047619047616,1,1,1.0,PASS,PASS,434,63,10,1.0,0.2142857142857143,0.48809523809523814,0.023809523809523808,0.023809523809523808,1377
POST_IB_PRE_OB,210,10,1.0,5.0,0.8775416952250399,0.02857142857142858,0.12857142857142856,0.0,0.9619153754199319,0.0,0.0,1,1,0.9047619047619048,PASS,PASS,13696,63,10,1.0,0.24761904761904763,0.5052380952380953,0.004761904761904762,0.004761904761904762,1377
POST_OB_PRE_TO,16,10,1.0,5.0,0.9482758620689655,0.0,0.09375,0.0,0.9852071005917158,0.0,0.0,1,1,0.5,PASS,PASS,114,87,10,1.0,0.3125,0.6500000000000004,0.0625,0.0625,1377
PRE_IB,66,10,1.0,5.0,0.9509665252239511,0.015151515151515138,0.037878787878787845,0.015151515151515152,0.9735176792464654,0.015151515151515152,0.0,2,1,0.7142857142857143,PASS,PASS,675,49,10,1.0,0.3106060606060606,0.42424242424242425,0.030303030303030304,0.015151515151515152,1378
POST_IB_PRE_OB,269,10,1.0,5.0,0.9750751084900412,0.0,0.040892193308550207,0.0,0.9974032395388224,0.0,0.0,1,2,0.9259259259259259,PASS,PASS,17564,49,10,1.0,0.1802973977695167,0.5122676579925652,0.0037174721189591076,0.007434944237918215,1378
POST_OB_PRE_TO,15,10,1.0,5.0,0.9587628865979382,0.0,0.06666666666666665,0.0,0.989051094890511,0.0,0.0,1,1,0.5,PASS,PASS,100,87,10,1.0,0.30000000000000004,0.6266666666666671,0.06666666666666667,0.06666666666666667,1378
PRE_IB,33,9,1.0,5.0,0.8410852713178294,0.030303030303030276,0.23030303030303031,0.0,0.941708542713568,0.0,0.0,1,1,1.0,PASS,PASS,255,57,9,1.0,0.2727272727272727,0.4636363636363634,0.030303030303030304,0.030303030303030304,1379
POST_IB_PRE_OB,201,9,1.0,5.0,0.7792441511697662,0.07960199004975124,0.16417910447761191,0.0845771144278607,0.8889004656056975,0.0,0.0845771144278607,1,1,0.9047619047619048,PASS,PASS,11590,57,9,1.0,0.29601990049751237,0.7124378109452736,0.004975124378109453,0.004975124378109453,1379
POST_OB_PRE_TO,17,9,1.0,5.0,0.9374999999999998,0.0,0.08235294117647063,0.0,0.9801734820322182,0.0,0.0,2,2,1.0,PASS,PASS,124,85,9,1.0,0.32352941176470584,0.6764705882352942,0.11764705882352941,0.11764705882352941,1379
PRE_IB,57,8,1.0,5.0,0.8295165394402034,0.03508771929824561,0.1999999999999998,0.03508771929824561,0.9098193142375192,0.03508771929824561,0.0,3,3,1.0,PASS,PASS,583,44,8,1.0,0.15789473684210525,0.5614035087719298,0.05263157894736842,0.05263157894736842,1380
POST_IB_PRE_OB,273,8,1.0,5.0,0.8417868524820397,0.04395604395604391,0.25494505494505504,0.02197802197802198,0.9194535750538055,0.007326007326007326,0.014652014652014652,1,1,1.0,PASS,PASS,23372,44,8,1.0,0.239010989010989,0.5384615384615385,0.003663003663003663,0.003663003663003663,1380
POST_OB_PRE_TO,16,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,108,84,8,1.0,0.3125,0.625,0.125,0.125,1380
PRE_IB,56,7,1.0,5.0,0.8992710404241221,0.0357142857142857,0.07142857142857142,0.05357142857142857,0.9596097894916995,0.05357142857142857,0.0,2,2,0.6666666666666666,PASS,PASS,738,50,7,1.0,0.3080357142857143,0.5446428571428572,0.03571428571428571,0.03571428571428571,1381
POST_IB_PRE_OB,293,7,1.0,5.0,0.9660953275416765,0.0068259385665528916,0.040955631399317405,0.0,0.995681736694718,0.0,0.0,2,2,0.9333333333333333,PASS,PASS,23571,50,7,1.0,0.25426621160409557,0.43686006825938567,0.006825938566552901,0.006825938566552901,1381
POST_OB_PRE_TO,17,7,1.0,5.0,0.9677419354838711,0.0,0.05882352941176472,0.0,0.9924906132665832,0.0,0.0,2,1,0.5,PASS,PASS,119,80,7,1.0,0.3235294117647059,0.6470588235294117,0.11764705882352941,0.058823529411764705,1381
PRE_IB,89,9,1.0,5.0,0.7674902470741223,0.0898876404494382,0.1235955056179775,0.0898876404494382,0.7906241747382589,0.0898876404494382,0.0,1,1,0.8888888888888888,PASS,PASS,1647,71,8,0.8888888888888888,0.4157303370786517,0.5337078651685393,0.011235955056179775,0.011235955056179775,1382
POST_IB_PRE_OB,366,9,1.0,5.0,0.9579181508033122,0.0,0.056010928961748585,0.0,0.9911437123711191,0.0,0.0,1,1,0.6756756756756757,PASS,PASS,40382,71,8,0.8888888888888888,0.2978142076502732,0.5396174863387978,0.00273224043715847,0.00273224043715847,1382
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,97,84,9,1.0,0.33333333333333337,0.6566666666666668,0.06666666666666667,0.06666666666666667,1382
PRE_IB,67,8,1.0,5.0,0.9382488479262674,0.014925373134328346,0.044776119402985065,0.014925373134328358,0.9717910298671463,0.014925373134328358,0.0,1,5,0.8571428571428571,PASS,PASS,954,47,8,1.0,0.3134328358208955,0.4626865671641791,0.014925373134328358,0.07462686567164178,1383
POST_IB_PRE_OB,274,8,1.0,5.0,0.9686542287219745,0.0,0.040145985401459826,0.0,0.9949890493020606,0.0,0.0,5,5,0.9285714285714286,PASS,PASS,18696,47,8,1.0,0.1970802919708029,0.46532846715328463,0.01824817518248175,0.01824817518248175,1383
POST_OB_PRE_TO,15,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,92,79,8,1.0,0.3333333333333333,0.5333333333333333,0.06666666666666667,0.06666666666666667,1383
PRE_IB,57,9,1.0,5.0,0.8722327640733712,0.03508771929824561,0.1228070175438597,0.0,0.959012938162716,0.0,0.0,2,2,0.8333333333333334,PASS,PASS,677,50,9,1.0,0.14912280701754385,0.28508771929824567,0.03508771929824561,0.03508771929824561,1384
POST_IB_PRE_OB,270,9,1.0,5.0,0.9364378724343411,0.014814814814814836,0.08148148148148149,0.0,0.9895585108409862,0.0,0.0,2,2,0.7037037037037037,PASS,PASS,20040,50,9,1.0,0.17222222222222225,0.46759259259259267,0.007407407407407408,0.007407407407407408,1384
POST_OB_PRE_TO,16,9,1.0,5.0,0.9238095238095239,0.0,0.0625,0.0,0.9694189602446482,0.0,0.0,2,2,0.5,PASS,PASS,109,85,9,1.0,0.3125,0.65625,0.125,0.125,1384
PRE_IB,57,10,1.0,5.0,0.8154235145385588,0.05263157894736836,0.24561403508771928,0.017543859649122806,0.9088904740289214,0.017543859649122806,0.0,2,2,1.0,PASS,PASS,825,63,9,0.9,0.2192982456140351,0.6228070175438597,0.03508771929824561,0.03508771929824561,1385
POST_IB_PRE_OB,374,10,1.0,5.0,0.8722175948530889,0.016042780748663166,0.1336898395721925,0.013368983957219251,0.9587042099344883,0.013368983957219251,0.0,1,1,0.5526315789473685,PASS,PASS,49794,63,9,0.9,0.3315508021390375,0.6957219251336901,0.00267379679144385,0.00267379679144385,1385
POST_OB_PRE_TO,15,10,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,1,1,1.0,PASS,PASS,100,87,10,1.0,0.3333333333333333,0.646666666666667,0.06666666666666667,0.06666666666666667,1385
PRE_IB,97,8,1.0,5.0,0.825098382160035,0.061855670103092786,0.10927835051546414,0.061855670103092786,0.8719775773246748,0.061855670103092786,0.0,3,3,1.0,PASS,PASS,1489,50,7,0.875,0.1829896907216495,0.4896907216494846,0.030927835051546393,0.030927835051546393,1386
POST_IB_PRE_OB,383,8,1.0,5.0,0.9594307124329219,0.0,0.057441253263707616,0.0,0.99002522316849,0.0,0.0,1,2,0.9487179487179487,PASS,PASS,39084,50,7,0.875,0.2845953002610966,0.5339425587467364,0.0026109660574412533,0.005221932114882507,1386
POST_OB_PRE_TO,16,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,107,83,8,1.0,0.3125,0.59375,0.125,0.125,1386
PRE_IB,74,9,1.0,5.0,0.8842540398346487,0.04054054054054056,0.08108108108108103,0.04054054054054054,0.9356846473029046,0.04054054054054054,0.0,3,3,0.625,PASS,PASS,926,55,9,1.0,0.3243243243243243,0.668918918918919,0.04054054054054054,0.04054054054054054,1387
POST_IB_PRE_OB,382,9,1.0,5.0,0.9343661777869586,0.005235602094240838,0.10209424083769636,0.0,0.9870759212663245,0.0,0.0,3,3,0.8461538461538461,PASS,PASS,39358,55,9,1.0,0.2591623036649215,0.5680628272251309,0.007853403141361256,0.007853403141361256,1387
POST_OB_PRE_TO,18,9,1.0,5.0,0.9577464788732395,0.0,0.05555555555555558,0.0,0.9874345549738222,0.0,0.0,3,1,0.5,PASS,PASS,134,85,9,1.0,0.2777777777777778,0.6388888888888888,0.16666666666666666,0.05555555555555555,1387
PRE_IB,40,11,1.0,5.0,0.864935064935065,0.024999999999999967,0.17750000000000007,0.0,0.9477934272300469,0.0,0.0,1,1,1.0,PASS,PASS,365,57,11,1.0,0.22499999999999998,0.4925,0.025,0.025,1388
POST_IB_PRE_OB,265,11,1.0,5.0,0.8104154141257981,0.04150943396226414,0.18339622641509432,0.045283018867924525,0.9290409926264925,0.022641509433962263,0.022641509433962263,1,1,0.9629629629629629,PASS,PASS,22725,57,11,1.0,0.269811320754717,0.590566037735849,0.0037735849056603774,0.0037735849056603774,1388
POST_OB_PRE_TO,16,11,1.0,5.0,0.9482758620689655,0.0,0.09375,0.0,0.9852071005917158,0.0,0.0,1,1,0.5,PASS,PASS,115,88,11,1.0,0.296875,0.65625,0.0625,0.0625,1388
PRE_IB,32,8,1.0,5.0,0.8305785123966942,0.03125,0.15625,0.0625,0.9063016718721294,0.0,0.0625,2,2,1.0,PASS,PASS,204,60,7,0.875,0.234375,0.453125,0.0625,0.0625,1389
POST_IB_PRE_OB,261,8,1.0,5.0,0.8002484325091683,0.04980842911877392,0.1877394636015326,0.022988505747126436,0.925043240260606,0.0,0.022988505747126436,2,2,0.7407407407407407,PASS,PASS,19608,60,7,0.875,0.37164750957854403,0.7605363984674329,0.007662835249042145,0.007662835249042145,1389
POST_OB_PRE_TO,14,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,84,84,8,1.0,0.39285714285714285,0.6428571428571429,0.14285714285714285,0.14285714285714285,1389
PRE_IB,42,7,1.0,5.0,0.8835192069392813,0.023809523809523725,0.0714285714285714,0.07142857142857142,0.929061784897025,0.0,0.07142857142857142,1,1,1.0,PASS,PASS,323,53,7,1.0,0.380952380952381,0.47380952380952385,0.023809523809523808,0.023809523809523808,1390
POST_IB_PRE_OB,314,7,1.0,5.0,0.8827288180719685,0.031847133757961776,0.07643312101910832,0.03821656050955414,0.9521544621922216,0.0,0.03821656050955414,3,3,0.8125,PASS,PASS,29960,53,7,1.0,0.3264331210191083,0.6242038216560509,0.009554140127388535,0.009554140127388535,1390
POST_OB_PRE_TO,14,7,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,3,3,1.0,PASS,PASS,77,77,7,1.0,0.3214285714285714,0.75,0.21428571428571427,0.21428571428571427,1390
PRE_IB,71,9,1.0,5.0,0.7756933115823816,0.07042253521126757,0.18309859154929575,0.07042253521126761,0.8561530072980453,0.07042253521126761,0.0,2,2,0.875,PASS,PASS,990,56,9,1.0,0.11267605633802813,0.4471830985915493,0.028169014084507043,0.028169014084507043,1391
POST_IB_PRE_OB,418,9,1.0,5.0,0.8726047249890729,0.028708133971291905,0.15311004784688997,0.011961722488038277,0.9523437166245485,0.0,0.011961722488038277,2,2,1.0,PASS,PASS,52567,56,9,1.0,0.25717703349282295,0.5227272727272727,0.004784688995215311,0.004784688995215311,1391
POST_OB_PRE_TO,19,9,1.0,5.0,0.923076923076923,0.0,0.1157894736842105,0.0,0.9731903485254692,0.0,0.0,3,3,1.0,PASS,PASS,148,85,9,1.0,0.3157894736842105,0.736842105263158,0.15789473684210525,0.15789473684210525,1391
PRE_IB,69,9,1.0,5.0,0.8841832324978391,0.04347826086956519,0.07246376811594199,0.043478260869565216,0.9251270427375423,0.043478260869565216,0.0,2,2,1.0,PASS,PASS,797,45,9,1.0,0.10869565217391303,0.4130434782608696,0.028985507246376812,0.028985507246376812,1392
POST_IB_PRE_OB,336,9,1.0,5.0,0.9216691590116072,0.0,0.1071428571428571,0.0,0.9807817237669771,0.0,0.0,1,1,0.9705882352941176,PASS,PASS,35550,45,9,1.0,0.25148809523809523,0.5133928571428572,0.002976190476190476,0.002976190476190476,1392
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,1,1,1.0,PASS,PASS,98,85,9,1.0,0.30000000000000004,0.6666666666666667,0.06666666666666667,0.06666666666666667,1392
PRE_IB,49,10,1.0,5.0,0.8094420600858369,0.06122448979591838,0.1428571428571429,0.061224489795918366,0.9107662463627547,0.061224489795918366,0.0,2,1,0.6,PASS,PASS,547,62,10,1.0,0.20408163265306123,0.4581632653061224,0.04081632653061224,0.02040816326530612,1393
POST_IB_PRE_OB,287,10,1.0,5.0,0.8172947920478106,0.045296167247386776,0.16724738675958195,0.0,0.9388490541614107,0.0,0.0,2,2,0.8620689655172413,PASS,PASS,25199,62,10,1.0,0.23344947735191643,0.4163763066202091,0.006968641114982578,0.006968641114982578,1393
POST_OB_PRE_TO,17,10,1.0,5.0,0.9682539682539681,0.0,0.05882352941176472,0.0,0.9925187032418951,0.0,0.0,2,1,0.5,PASS,PASS,126,87,10,1.0,0.29411764705882354,0.6470588235294117,0.11764705882352941,0.058823529411764705,1393
PRE_IB,80,9,1.0,5.0,0.8954793202949664,0.03749999999999998,0.06250000000000003,0.0375,0.9466894950395198,0.0375,0.0,3,3,1.0,PASS,PASS,728,39,9,1.0,0.11250000000000004,0.36500000000000016,0.0375,0.0375,1394
