stage,n_nodes,n_episodes,support_coverage,caliper_minutes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count,top10_overlap,status,heterogeneity_status,candidate_pairs,balanced_episode_pairs,matched_episodes,match_coverage,median_consequence_priority_percentile_gap,p90_consequence_priority_percentile_gap,delay_boundary_tie_fraction,consequence_boundary_tie_fraction,replicate
POST_OB_PRE_TO,17,9,1.0,5.0,0.9682539682539681,0.0,0.05882352941176472,0.0,0.9925187032418951,0.0,0.0,2,2,1.0,PASS,PASS,122,83,9,1.0,0.32352941176470584,0.6470588235294117,0.11764705882352941,0.11764705882352941,73
PRE_IB,49,10,1.0,5.0,0.8220701454234388,0.06122448979591838,0.22448979591836737,0.08163265306122448,0.9057826774868575,0.08163265306122448,0.0,1,1,1.0,PASS,PASS,708,72,9,0.9,0.16326530612244897,0.5816326530612246,0.02040816326530612,0.02040816326530612,74
POST_IB_PRE_OB,337,10,1.0,5.0,0.8374717034521789,0.05044510385756673,0.2065281899109797,0.0,0.9350628909125798,0.0,0.0,2,2,1.0,PASS,PASS,44787,72,9,0.9,0.3204747774480712,0.6366468842729971,0.005934718100890208,0.005934718100890208,74
POST_OB_PRE_TO,16,10,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,111,87,10,1.0,0.28125,0.6187500000000004,0.125,0.125,74
PRE_IB,56,8,1.0,5.0,0.8810310641110377,0.026785714285714288,0.10714285714285715,0.017857142857142856,0.9555160142348754,0.017857142857142856,0.0,1,3,0.8333333333333334,PASS,PASS,491,49,8,1.0,0.1607142857142857,0.2803571428571431,0.017857142857142856,0.05357142857142857,75
POST_IB_PRE_OB,407,8,1.0,5.0,0.8772481632157385,0.017199017199017286,0.13267813267813267,0.007371007371007371,0.9670591757558323,0.007371007371007371,0.0,3,3,0.8536585365853658,PASS,PASS,35015,49,8,1.0,0.22113022113022118,0.4117936117936125,0.007371007371007371,0.007371007371007371,75
POST_OB_PRE_TO,18,8,1.0,5.0,0.8656716417910447,0.0,0.12777777777777785,0.05555555555555555,0.9359658484525079,0.05555555555555555,0.0,3,1,0.5,PASS,PASS,131,82,8,1.0,0.3055555555555556,0.7222222222222223,0.16666666666666666,0.05555555555555555,75
PRE_IB,58,8,1.0,5.0,0.7269372693726937,0.10344827586206895,0.2586206896551724,0.05172413793103448,0.8325736109400024,0.05172413793103448,0.0,1,1,1.0,PASS,PASS,1066,66,7,0.875,0.3362068965517241,0.5948275862068966,0.017241379310344827,0.017241379310344827,76
POST_IB_PRE_OB,295,8,1.0,5.0,0.8421795791764078,0.037288135593220306,0.17627118644067796,0.06779661016949153,0.9107973012706914,0.0,0.06779661016949153,4,3,0.7,PASS,PASS,30007,66,7,0.875,0.2966101694915254,0.6161016949152542,0.013559322033898305,0.010169491525423728,76
POST_OB_PRE_TO,17,8,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,3,3,1.0,PASS,PASS,114,81,8,1.0,0.3235294117647059,0.6764705882352942,0.17647058823529413,0.17647058823529413,76
PRE_IB,59,9,1.0,5.0,0.6912991656734208,0.15254237288135586,0.2711864406779661,0.06779661016949153,0.8188895718090553,0.03389830508474576,0.03389830508474576,1,1,1.0,PASS,PASS,1037,70,8,0.8888888888888888,0.17796610169491528,0.4211864406779662,0.01694915254237288,0.01694915254237288,77
POST_IB_PRE_OB,378,9,1.0,5.0,0.8449261083743843,0.017195767195767223,0.15873015873015875,0.047619047619047616,0.9373195685709975,0.015873015873015872,0.031746031746031744,2,1,0.7894736842105263,PASS,PASS,52288,70,8,0.8888888888888888,0.3055555555555555,0.6250000000000001,0.005291005291005291,0.0026455026455026454,77
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,96,83,9,1.0,0.33333333333333337,0.6333333333333333,0.06666666666666667,0.06666666666666667,77
PRE_IB,53,9,1.0,5.0,0.8301329394387003,0.05660377358490566,0.15094339622641506,0.05660377358490566,0.9268351772591458,0.05660377358490566,0.0,1,3,0.8333333333333334,PASS,PASS,861,66,9,1.0,0.2547169811320755,0.5518867924528303,0.018867924528301886,0.05660377358490566,78
POST_IB_PRE_OB,262,9,1.0,5.0,0.9276126838989509,0.01908396946564883,0.09083969465648853,0.0,0.986958301596532,0.0,0.0,3,3,0.9259259259259259,PASS,PASS,23930,66,9,1.0,0.25954198473282447,0.5477099236641221,0.011450381679389313,0.011450381679389313,78
POST_OB_PRE_TO,15,9,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,95,82,9,1.0,0.33333333333333337,0.5666666666666667,0.06666666666666667,0.06666666666666667,78
PRE_IB,56,10,1.0,5.0,0.8191349934469201,0.05357142857142855,0.2232142857142857,0.07142857142857142,0.9052797154971961,0.07142857142857142,0.0,2,2,1.0,PASS,PASS,761,53,10,1.0,0.3125,0.6196428571428575,0.03571428571428571,0.03571428571428571,79
POST_IB_PRE_OB,300,10,1.0,5.0,0.8775674227540632,0.015000000000000013,0.13,0.0,0.963345261053512,0.0,0.0,1,1,0.8333333333333334,PASS,PASS,32220,53,10,1.0,0.30666666666666664,0.6510000000000001,0.0033333333333333335,0.0033333333333333335,79
POST_OB_PRE_TO,15,10,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,99,86,10,1.0,0.30000000000000004,0.6666666666666667,0.06666666666666667,0.06666666666666667,79
PRE_IB,49,8,1.0,5.0,0.8344827586206895,0.04081632653061229,0.14285714285714285,0.04081632653061224,0.9344262295081968,0.04081632653061224,0.0,2,3,0.6,PASS,PASS,513,46,8,1.0,0.18367346938775514,0.3163265306122449,0.04081632653061224,0.061224489795918366,80
POST_IB_PRE_OB,316,8,1.0,5.0,0.8968627924771454,0.025316455696202556,0.10443037974683542,0.0031645569620253164,0.9732465218519823,0.0,0.0031645569620253164,2,3,0.875,PASS,PASS,29112,46,8,1.0,0.2112341772151899,0.5537974683544304,0.006329113924050633,0.00949367088607595,80
POST_OB_PRE_TO,18,8,1.0,5.0,0.9411764705882352,0.0,0.11111111111111116,0.0,0.9829968119022316,0.0,0.0,2,2,1.0,PASS,PASS,135,83,8,1.0,0.3333333333333333,0.75,0.1111111111111111,0.1111111111111111,80
PRE_IB,28,7,1.0,5.0,0.8217270194986074,0.0,0.2142857142857143,0.0,0.9062586159360355,0.0,0.0,2,2,1.0,PASS,PASS,290,68,6,0.8571428571428571,0.3482142857142857,0.75,0.07142857142857142,0.07142857142857142,81
POST_IB_PRE_OB,139,7,1.0,5.0,0.8500105329681904,0.05755395683453235,0.17266187050359716,0.014388489208633094,0.9377216762805541,0.0,0.014388489208633094,2,2,0.8571428571428571,PASS,PASS,7318,68,6,0.8571428571428571,0.37410071942446044,0.6762589928057554,0.014388489208633094,0.014388489208633094,81
POST_OB_PRE_TO,14,7,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,81,81,7,1.0,0.3571428571428572,0.6785714285714286,0.14285714285714285,0.14285714285714285,81
PRE_IB,59,8,1.0,5.0,0.9689922480620152,0.0,0.050847457627118675,0.0,0.9947316045191125,0.0,0.0,4,4,1.0,PASS,PASS,414,40,8,1.0,0.11016949152542371,0.4330508474576272,0.06779661016949153,0.06779661016949153,82
POST_IB_PRE_OB,323,8,1.0,5.0,0.913739251147187,0.012383900928792602,0.09287925696594429,0.0,0.9791604754498408,0.0,0.0,1,1,0.9696969696969697,PASS,PASS,25571,40,8,1.0,0.26315789473684215,0.6362229102167183,0.0030959752321981426,0.0030959752321981426,82
POST_OB_PRE_TO,15,8,1.0,5.0,0.8315789473684212,0.0,0.21333333333333335,0.0,0.9120879120879117,0.0,0.0,1,4,0.0,PASS,PASS,95,82,8,1.0,0.33333333333333337,0.6666666666666667,0.06666666666666667,0.26666666666666666,82
PRE_IB,91,7,1.0,5.0,0.8680278884462151,0.04395604395604395,0.07692307692307693,0.04395604395604396,0.9012695958493062,0.04395604395604396,0.0,2,2,1.0,PASS,PASS,1399,56,6,0.8571428571428571,0.1648351648351648,0.5,0.02197802197802198,0.02197802197802198,83
POST_IB_PRE_OB,389,7,1.0,5.0,0.9430891062753707,0.0,0.06940874035989719,0.002570694087403599,0.9832428282281334,0.0,0.002570694087403599,4,4,0.8974358974358975,PASS,PASS,43595,56,6,0.8571428571428571,0.3129820051413882,0.6259640102827764,0.010282776349614395,0.010282776349614395,83
POST_OB_PRE_TO,16,7,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,104,80,7,1.0,0.375,0.6093750000000013,0.125,0.125,83
PRE_IB,28,9,1.0,5.0,0.8482384823848238,0.0,0.22499999999999995,0.0,0.9335894621295278,0.0,0.0,3,3,1.0,PASS,PASS,239,48,8,0.8888888888888888,0.24107142857142858,0.5357142857142858,0.10714285714285714,0.10714285714285714,84
POST_IB_PRE_OB,178,9,1.0,5.0,0.8499458633208075,0.04213483146067415,0.18539325842696633,0.0056179775280898875,0.9414048493785865,0.0,0.0056179775280898875,2,2,1.0,PASS,PASS,10319,48,8,0.8888888888888888,0.2640449438202247,0.5674157303370787,0.011235955056179775,0.011235955056179775,84
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,98,85,9,1.0,0.29999999999999993,0.6666666666666667,0.06666666666666667,0.06666666666666667,84
PRE_IB,65,7,1.0,5.0,0.7233938205002454,0.06153846153846154,0.2584615384615386,0.06153846153846154,0.7989586979348967,0.06153846153846154,0.0,3,3,0.14285714285714285,PASS,PASS,1169,68,6,0.8571428571428571,0.24615384615384617,0.5307692307692308,0.046153846153846156,0.046153846153846156,85
POST_IB_PRE_OB,315,7,1.0,5.0,0.8884013812715824,0.00952380952380949,0.0984126984126984,0.047619047619047616,0.9504694102476433,0.0,0.047619047619047616,3,3,0.53125,PASS,PASS,31789,68,6,0.8571428571428571,0.2595238095238095,0.38253968253968257,0.009523809523809525,0.009523809523809525,85
POST_OB_PRE_TO,17,7,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,3,3,1.0,PASS,PASS,114,81,7,1.0,0.32352941176470584,0.6470588235294117,0.17647058823529413,0.17647058823529413,85
PRE_IB,40,10,1.0,5.0,0.8167741935483871,0.04999999999999999,0.22499999999999998,0.075,0.8980760206475833,0.075,0.0,2,2,1.0,PASS,PASS,532,74,9,0.9,0.17499999999999996,0.5262500000000001,0.05,0.05,86
POST_IB_PRE_OB,335,10,1.0,5.0,0.8208254991494315,0.032835820895522394,0.17611940298507467,0.008955223880597015,0.9396495864814052,0.005970149253731343,0.0029850746268656717,1,1,0.8823529411764706,PASS,PASS,41603,74,9,0.9,0.30597014925373134,0.6191044776119403,0.0029850746268656717,0.0029850746268656717,86
POST_OB_PRE_TO,15,10,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,100,87,10,1.0,0.30000000000000004,0.7000000000000001,0.06666666666666667,0.06666666666666667,86
PRE_IB,38,9,1.0,5.0,0.849493487698987,0.03947368421052627,0.2105263157894737,0.0,0.9283444724443959,0.0,0.0,1,1,1.0,PASS,PASS,322,57,9,1.0,0.26315789473684215,0.5526315789473685,0.02631578947368421,0.02631578947368421,87
POST_IB_PRE_OB,161,9,1.0,5.0,0.9112670565302144,0.018633540372670808,0.11180124223602494,0.0,0.9784978395749606,0.0,0.0,1,1,0.7647058823529411,PASS,PASS,7383,57,9,1.0,0.24844720496894407,0.5279503105590062,0.006211180124223602,0.006211180124223602,87
POST_OB_PRE_TO,15,9,1.0,5.0,0.9591836734693877,0.0,0.06666666666666665,0.0,0.9891304347826091,0.0,0.0,1,1,0.5,PASS,PASS,99,86,9,1.0,0.3333333333333333,0.6333333333333333,0.06666666666666667,0.06666666666666667,87
PRE_IB,53,10,1.0,5.0,0.8947368421052632,0.037735849056603765,0.0905660377358492,0.05660377358490566,0.9519238525449706,0.05660377358490566,0.0,2,2,1.0,PASS,PASS,667,61,9,0.9,0.25471698113207547,0.5660377358490566,0.03773584905660377,0.03773584905660377,88
POST_IB_PRE_OB,341,10,1.0,5.0,0.9203276761950848,0.011730205278592375,0.08797653958944279,0.0,0.9834675852451218,0.0,0.0,2,2,0.8571428571428571,PASS,PASS,39078,61,9,0.9,0.34310850439882695,0.7155425219941348,0.005865102639296188,0.005865102639296188,88
POST_OB_PRE_TO,14,10,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,2,2,1.0,PASS,PASS,87,87,10,1.0,0.3214285714285715,0.6428571428571429,0.14285714285714285,0.14285714285714285,88
PRE_IB,51,10,1.0,5.0,0.8413957176843776,0.039215686274509776,0.21568627450980388,0.0392156862745098,0.9317152689730122,0.0392156862745098,0.0,2,2,0.6666666666666666,PASS,PASS,604,59,10,1.0,0.1274509803921569,0.5725490196078432,0.0392156862745098,0.0392156862745098,89
POST_IB_PRE_OB,293,10,1.0,5.0,0.8605097479345613,0.03412969283276451,0.13924914675767924,0.0,0.9593743976886511,0.0,0.0,2,2,0.8666666666666667,PASS,PASS,26137,59,10,1.0,0.2662116040955632,0.497269624573379,0.006825938566552901,0.006825938566552901,89
POST_OB_PRE_TO,17,10,1.0,5.0,0.9679999999999999,0.0,0.05882352941176472,0.0,0.9925,0.0,0.0,2,1,0.5,PASS,PASS,125,86,10,1.0,0.3088235294117647,0.6470588235294117,0.11764705882352941,0.058823529411764705,89
PRE_IB,48,10,1.0,5.0,0.6261180679785332,0.125,0.29166666666666663,0.08333333333333333,0.7552683032804692,0.08333333333333333,0.0,2,2,0.4,PASS,PASS,845,73,9,0.9,0.26041666666666674,0.6041666666666667,0.041666666666666664,0.041666666666666664,90
POST_IB_PRE_OB,288,10,1.0,5.0,0.7353690802728354,0.08680555555555558,0.33333333333333337,0.11805555555555555,0.8300819246965973,0.0,0.11805555555555555,2,3,0.13793103448275862,PASS,PASS,30470,73,9,0.9,0.2465277777777778,0.503472222222222,0.006944444444444444,0.010416666666666666,90
POST_OB_PRE_TO,17,10,1.0,5.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,3,3,1.0,PASS,PASS,119,86,10,1.0,0.32352941176470584,0.7058823529411764,0.17647058823529413,0.17647058823529413,90
PRE_IB,60,10,1.0,5.0,0.836084234490609,0.050000000000000044,0.16333333333333355,0.0,0.9247852794841146,0.0,0.0,1,2,0.8333333333333334,PASS,PASS,756,50,10,1.0,0.21666666666666667,0.4916666666666667,0.016666666666666666,0.03333333333333333,91
POST_IB_PRE_OB,233,10,1.0,5.0,0.9691520522042195,0.0,0.03433476394849788,0.0,0.9956378339635135,0.0,0.0,2,2,0.8333333333333334,PASS,PASS,13688,50,10,1.0,0.17167381974248924,0.42317596566523613,0.008583690987124463,0.008583690987124463,91
POST_OB_PRE_TO,16,10,1.0,5.0,0.9285714285714285,0.0,0.0625,0.0,0.9701937406855439,0.0,0.0,2,2,0.5,PASS,PASS,111,87,10,1.0,0.3125,0.71875,0.125,0.125,91
PRE_IB,52,8,1.0,5.0,0.9206106870229006,0.0,0.11538461538461542,0.0,0.9739383064171581,0.0,0.0,1,1,1.0,PASS,PASS,661,65,8,1.0,0.21153846153846156,0.6538461538461537,0.019230769230769232,0.019230769230769232,92
POST_IB_PRE_OB,210,8,1.0,5.0,0.9202451182146613,0.0071428571428571175,0.12857142857142856,0.0,0.9785560170276733,0.0,0.0,1,1,0.9047619047619048,PASS,PASS,13259,65,8,1.0,0.2357142857142857,0.5357142857142857,0.004761904761904762,0.004761904761904762,92
POST_OB_PRE_TO,15,8,1.0,5.0,0.9574468085106382,0.0,0.06666666666666665,0.0,0.988970588235294,0.0,0.0,1,1,0.5,PASS,PASS,96,83,8,1.0,0.29999999999999993,0.6466666666666665,0.06666666666666667,0.06666666666666667,92
PRE_IB,71,8,1.0,5.0,0.8006535947712419,0.05633802816901409,0.16901408450704225,0.056338028169014086,0.8842243028289539,0.056338028169014086,0.0,3,3,0.75,PASS,PASS,1259,62,8,1.0,0.40845070422535207,0.5070422535211268,0.04225352112676056,0.04225352112676056,93
POST_IB_PRE_OB,312,8,1.0,5.0,0.9006095671040397,0.0016025641025640969,0.1602564102564103,0.0,0.9699377738827323,0.0,0.0,3,3,1.0,PASS,PASS,29390,62,8,1.0,0.27083333333333326,0.594551282051282,0.009615384615384616,0.009615384615384616,93
POST_OB_PRE_TO,15,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,96,83,8,1.0,0.30000000000000004,0.6333333333333333,0.06666666666666667,0.06666666666666667,93
PRE_IB,68,8,1.0,5.0,0.8100757913508693,0.07352941176470586,0.10294117647058822,0.07352941176470588,0.8677922722845084,0.07352941176470588,0.0,2,2,0.8571428571428571,PASS,PASS,887,66,8,1.0,0.2647058823529411,0.5147058823529411,0.029411764705882353,0.029411764705882353,94
POST_IB_PRE_OB,425,8,1.0,5.0,0.8964561891515994,0.016470588235294126,0.11717647058823547,0.0,0.9680231347082606,0.0,0.0,2,2,0.9069767441860465,PASS,PASS,57226,66,8,1.0,0.27705882352941175,0.5529411764705883,0.004705882352941176,0.004705882352941176,94
POST_OB_PRE_TO,19,8,1.0,5.0,0.9249999999999999,0.0,0.1157894736842105,0.0,0.9733806566104704,0.0,0.0,3,3,1.0,PASS,PASS,147,84,8,1.0,0.2894736842105263,0.6842105263157895,0.15789473684210525,0.15789473684210525,94
PRE_IB,63,9,1.0,5.0,0.9211209133367928,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.9404361610145068,0.031746031746031744,0.0,1,1,1.0,PASS,PASS,789,59,9,1.0,0.17460317460317465,0.6984126984126984,0.015873015873015872,0.015873015873015872,95
POST_IB_PRE_OB,441,9,1.0,5.0,0.9284163513429688,0.006802721088435382,0.08843537414965985,0.0,0.9866989517424587,0.0,0.0,3,3,0.8222222222222222,PASS,PASS,60665,59,9,1.0,0.3435374149659864,0.648979591836735,0.006802721088435374,0.006802721088435374,95
POST_OB_PRE_TO,14,9,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,84,84,9,1.0,0.32142857142857145,0.6928571428571431,0.07142857142857142,0.07142857142857142,95
PRE_IB,53,11,1.0,5.0,0.8350364963503649,0.05660377358490565,0.19245283018867954,0.05660377358490566,0.9304726568801419,0.05660377358490566,0.0,2,2,0.6666666666666666,PASS,PASS,736,70,11,1.0,0.19339622641509435,0.5311320754716982,0.03773584905660377,0.03773584905660377,96
POST_IB_PRE_OB,320,11,1.0,5.0,0.898276504382267,0.012500000000000067,0.11281250000000012,0.0,0.973476358212355,0.0,0.0,2,2,1.0,PASS,PASS,34307,70,11,1.0,0.26562500000000006,0.5484375,0.00625,0.00625,96
POST_OB_PRE_TO,17,11,1.0,5.0,0.9694656488549617,0.0,0.05882352941176472,0.0,0.992601726263872,0.0,0.0,2,1,0.5,PASS,PASS,127,88,11,1.0,0.29411764705882354,0.6352941176470587,0.11764705882352941,0.058823529411764705,96
PRE_IB,79,9,1.0,5.0,0.8894736842105263,0.03797468354430389,0.07594936708860758,0.05063291139240506,0.9343351925372044,0.05063291139240506,0.0,3,3,1.0,PASS,PASS,946,50,9,1.0,0.13924050632911394,0.5379746835443038,0.0379746835443038,0.0379746835443038,97
POST_IB_PRE_OB,372,9,1.0,5.0,0.9713588566780922,0.004032258064516127,0.029569892473118253,0.0,0.9964671901503726,0.0,0.0,3,3,0.9210526315789473,PASS,PASS,35308,50,9,1.0,0.25268817204301075,0.5396505376344086,0.008064516129032258,0.008064516129032258,97
POST_OB_PRE_TO,17,9,1.0,5.0,0.9055118110236222,0.0,0.05882352941176472,0.058823529411764705,0.9478260869565219,0.058823529411764705,0.0,3,3,0.5,PASS,PASS,118,85,9,1.0,0.3529411764705882,0.7058823529411764,0.17647058823529413,0.17647058823529413,97
PRE_IB,33,9,1.0,5.0,0.7626459143968871,0.030303030303030304,0.24242424242424243,0.030303030303030304,0.8598960951902128,0.030303030303030304,0.0,1,1,1.0,PASS,PASS,272,52,9,1.0,0.25757575757575757,0.5515151515151513,0.030303030303030304,0.030303030303030304,98
POST_IB_PRE_OB,211,9,1.0,5.0,0.7743408854519966,0.08056872037914693,0.18483412322274878,0.023696682464454975,0.9052410842547746,0.023696682464454975,0.0,2,2,1.0,PASS,PASS,15147,52,9,1.0,0.3376777251184834,0.6255924170616114,0.009478672985781991,0.009478672985781991,98
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,98,85,9,1.0,0.33333333333333326,0.6666666666666667,0.06666666666666667,0.06666666666666667,98
PRE_IB,65,9,1.0,5.0,0.8223523670082966,0.03076923076923077,0.24000000000000002,0.015384615384615385,0.9150025153656031,0.015384615384615385,0.0,3,3,1.0,PASS,PASS,734,46,9,1.0,0.12692307692307692,0.3269230769230769,0.046153846153846156,0.046153846153846156,99
POST_IB_PRE_OB,374,9,1.0,5.0,0.8895051439737917,0.01069518716577543,0.10160427807486633,0.016042780748663103,0.9606211528771922,0.016042780748663103,0.0,1,1,0.9473684210526315,PASS,PASS,41035,46,9,1.0,0.2553475935828877,0.5080213903743316,0.00267379679144385,0.00267379679144385,99
POST_OB_PRE_TO,16,9,1.0,5.0,0.8749999999999999,0.0,0.15625,0.0,0.9432835820895523,0.0,0.0,1,1,0.5,PASS,PASS,111,84,9,1.0,0.34375,0.71875,0.0625,0.0625,99
PRE_IB,29,8,1.0,5.0,0.8663239074550128,0.0,0.1793103448275862,0.0,0.9390334572490707,0.0,0.0,1,1,1.0,PASS,PASS,183,54,8,1.0,0.24137931034482757,0.43103448275862066,0.034482758620689655,0.034482758620689655,100
POST_IB_PRE_OB,141,8,1.0,5.0,0.867936117936118,0.04255319148936165,0.12765957446808507,0.014184397163120567,0.9582121766239995,0.0,0.014184397163120567,4,4,1.0,PASS,PASS,5178,54,8,1.0,0.2695035460992908,0.4751773049645391,0.028368794326241134,0.028368794326241134,100
POST_OB_PRE_TO,14,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,1.0,PASS,PASS,82,82,8,1.0,0.35714285714285715,0.6785714285714286,0.2857142857142857,0.2857142857142857,100
PRE_IB,37,7,1.0,5.0,0.8145285935085008,0.10810810810810811,0.16216216216216217,0.0,0.9320342205323194,0.0,0.0,2,2,0.25,PASS,PASS,306,48,7,1.0,0.24324324324324326,0.5135135135135135,0.05405405405405406,0.05405405405405406,101
POST_IB_PRE_OB,159,7,1.0,5.0,0.8854350264380707,0.02515723270440262,0.1383647798742138,0.0,0.9688789959348317,0.0,0.0,2,2,0.25,PASS,PASS,6438,48,7,1.0,0.2562893081761006,0.46540880503144655,0.012578616352201259,0.012578616352201259,101
POST_OB_PRE_TO,16,7,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,107,83,7,1.0,0.34375,0.71875,0.125,0.125,101
PRE_IB,40,10,1.0,5.0,0.8685939553219447,0.0625,0.1499999999999999,0.0,0.9631440391124483,0.0,0.0,1,1,1.0,PASS,PASS,269,53,10,1.0,0.17500000000000002,0.30000000000000004,0.025,0.025,102
POST_IB_PRE_OB,258,10,1.0,5.0,0.8474888882169745,0.03875968992248066,0.1627906976744186,0.0,0.95633012008623,0.0,0.0,3,3,0.8846153846153846,PASS,PASS,16338,53,10,1.0,0.23062015503875966,0.46279069767441877,0.011627906976744186,0.011627906976744186,102
POST_OB_PRE_TO,18,10,1.0,5.0,0.8758620689655172,0.0,0.12777777777777785,0.05555555555555555,0.9374348279457767,0.05555555555555555,0.0,3,1,0.5,PASS,PASS,135,86,10,1.0,0.3194444444444444,0.6527777777777778,0.16666666666666666,0.05555555555555555,102
PRE_IB,49,10,1.0,5.0,0.8223740392826644,0.061224489795918324,0.18367346938775508,0.08163265306122448,0.9098749681041084,0.08163265306122448,0.0,1,1,1.0,PASS,PASS,500,50,10,1.0,0.11224489795918366,0.3806122448979592,0.02040816326530612,0.02040816326530612,103
POST_IB_PRE_OB,261,10,1.0,5.0,0.8367828988160263,0.04214559386973182,0.2068965517241379,0.038314176245210725,0.9223214144094191,0.0,0.038314176245210725,1,2,0.9259259259259259,PASS,PASS,20460,50,10,1.0,0.19157088122605365,0.5229885057471264,0.0038314176245210726,0.007662835249042145,103
POST_OB_PRE_TO,17,10,1.0,5.0,0.9379844961240311,0.0,0.08235294117647063,0.0,0.9801980198019803,0.0,0.0,2,2,1.0,PASS,PASS,126,87,10,1.0,0.2941176470588235,0.6470588235294118,0.11764705882352941,0.11764705882352941,103
PRE_IB,58,9,1.0,5.0,0.8553921568627452,0.025862068965517238,0.15517241379310345,0.017241379310344827,0.9298710094510977,0.017241379310344827,0.0,3,3,1.0,PASS,PASS,677,52,8,0.8888888888888888,0.2844827586206897,0.5689655172413793,0.05172413793103448,0.05172413793103448,104
POST_IB_PRE_OB,360,9,1.0,5.0,0.8739495798319328,0.015277777777777779,0.16666666666666669,0.002777777777777778,0.962962572387957,0.002777777777777778,0.0,1,1,0.8611111111111112,PASS,PASS,42734,52,8,0.8888888888888888,0.3347222222222222,0.678611111111111,0.002777777777777778,0.002777777777777778,104
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,98,85,9,1.0,0.30000000000000004,0.7000000000000001,0.06666666666666667,0.06666666666666667,104
PRE_IB,46,10,1.0,5.0,0.7221135029354206,0.10869565217391303,0.31521739130434784,0.10869565217391304,0.8278374706681487,0.10869565217391304,0.0,1,1,1.0,PASS,PASS,571,62,10,1.0,0.20652173913043478,0.6597826086956522,0.021739130434782608,0.021739130434782608,105
POST_IB_PRE_OB,373,10,1.0,5.0,0.8221367311224562,0.04825737265415547,0.1689008042895443,0.06166219839142091,0.9120546734164768,0.0,0.06166219839142091,1,4,0.6052631578947368,PASS,PASS,44859,62,10,1.0,0.3378016085790885,0.5884718498659518,0.002680965147453083,0.010723860589812333,105
POST_OB_PRE_TO,19,10,1.0,5.0,0.9483870967741934,0.0,0.052631578947368474,0.0,0.9820627802690581,0.0,0.0,4,4,1.0,PASS,PASS,141,84,10,1.0,0.34210526315789475,0.7105263157894737,0.21052631578947367,0.21052631578947367,105
PRE_IB,82,9,1.0,5.0,0.8645928636779505,0.05487804878048781,0.08414634146341471,0.06097560975609756,0.9221203475836837,0.06097560975609756,0.0,2,2,1.0,PASS,PASS,820,37,9,1.0,0.25,0.40975609756097536,0.024390243902439025,0.024390243902439025,106
POST_IB_PRE_OB,351,9,1.0,5.0,0.9675117953406364,0.0,0.03703703703703709,0.0,0.9957463630196663,0.0,0.0,3,3,0.8611111111111112,PASS,PASS,25647,37,9,1.0,0.20940170940170938,0.44529914529914527,0.008547008547008548,0.008547008547008548,106
POST_OB_PRE_TO,19,9,1.0,5.0,0.7735849056603773,0.10526315789473689,0.23157894736842097,0.10526315789473684,0.8666666666666666,0.10526315789473684,0.0,2,2,1.0,PASS,PASS,148,85,9,1.0,0.36842105263157887,0.6578947368421053,0.10526315789473684,0.10526315789473684,106
PRE_IB,91,10,1.0,5.0,0.900695134061569,0.03296703296703296,0.06593406593406592,0.03296703296703297,0.9297012582375113,0.03296703296703297,0.0,2,2,1.0,PASS,PASS,1029,47,10,1.0,0.3516483516483516,0.4230769230769231,0.02197802197802198,0.02197802197802198,107
