stage_a,stage_b,kendall_tau_b_difference,top10_overlap_difference,median_rank_displacement_difference,p90_rank_displacement_difference,median_consequence_priority_percentile_gap_difference,p90_consequence_priority_percentile_gap_difference,kendall_tau_b_difference_ci_low,kendall_tau_b_difference_ci_high,top10_overlap_difference_ci_low,top10_overlap_difference_ci_high,median_rank_displacement_difference_ci_low,median_rank_displacement_difference_ci_high,p90_rank_displacement_difference_ci_low,p90_rank_displacement_difference_ci_high,median_consequence_priority_percentile_gap_difference_ci_low,median_consequence_priority_percentile_gap_difference_ci_high,p90_consequence_priority_percentile_gap_difference_ci_low,p90_consequence_priority_percentile_gap_difference_ci_high
PRE_IB,POST_IB_PRE_OB,-0.007784116134456953,-0.30000000000000004,-0.00927697441601788,0.007965358334657446,-0.002234228507865893,-0.03487494040997946,-0.18101442405177215,0.1452292228606158,-0.7049475446428571,0.26942730131706416,-0.04792647956070775,0.08156693661599415,-0.1385222231490609,0.1514739897695833,-0.04079507427216162,0.03750578087095852,-0.10347469398381486,0.08479665396976463
PRE_IB,POST_OB_PRE_TO,-0.2893281040317798,-0.30000000000000004,0.06451612903225806,0.2745227123107308,-0.07290980908492434,-0.19937458854509554,-0.4758786548571066,-0.14826155800326585,-0.9287946428571429,0.22005555555555534,0.03284625451596256,0.15715517241379304,0.12507909422719005,0.39465139451157427,-0.11486300398938863,-0.037780975899739784,-0.25376066479082365,-0.06505015543666863
POST_IB_PRE_OB,POST_OB_PRE_TO,-0.2815439878973228,0.0,0.07379310344827594,0.26655735397607333,-0.07067558057705844,-0.16449964813511608,-0.38528004572166685,-0.19048433528380707,-0.4422139982753665,0.22003482587064654,0.043445146630861034,0.11486741688185685,0.1645296311615324,0.33726941883260586,-0.10234274536815996,-0.04186593548962367,-0.21900521506708062,-0.07578732467981143
