authoritative,draft_status,dataset_instance_id,adapter_id,source,raw_column,source_schema_declared,canonicalizer_accessed,candidate_rule_ids,rule_id,canonical_variable,owner,role,raw_unit,unit,availability_rule,transformation,missing_rule,downstream_module,provenance,findings
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,DepTime,True,True,,D2-LABEL-R-IB,r_ib_label,PRE,EVAL_OUTCOME,minutes,minutes,posthoc_only,max0_pred_arrival_minus_decision_time_cap_360,explicit,M1,D2-LABEL-R-IB@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,DepTime,True,True,,D2-TURNAROUND-REFERENCE,turnaround_reference,PRE,FROZEN_REFERENCE,minutes,minutes,posthoc_only,gate_turnaround_actual_utc_median,explicit_cancelled,PRE;M1;M2,D2-TURNAROUND-REFERENCE@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,Dest,True,True,,D2-BTS-FLIGHT-IDENTITY,flight_identity,PRE,EPISODE_CONSTRUCTION,,canonical,archive_episode_construction,retain_identity_without_numeric_encoding,explicit,PRE,D2-BTS-FLIGHT-IDENTITY@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,Dest,True,True,,D2-BTS-SCHEDULE,schedule_reference,PRE,FROZEN_REFERENCE,local_hhmm,UTC,schedule_reference_assumption,local_hhmm_to_utc,explicit,PRE;M1;M2,D2-BTS-SCHEDULE@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,Dest,True,True,,D2-CHAIN-GATE-GAP,episode_identity,PRE,EPISODE_CONSTRUCTION,mixed,UTC,posthoc_only,gate_gap_actual_utc_max_360_crs_turnaround_window,explicit_cancelled,PRE;M1;M2,D2-CHAIN-GATE-GAP@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,Diverted,True,True,,D2-BTS-ACTUAL,realized_operational_event,PRE,EVAL_OUTCOME,mixed,canonical,posthoc_only,local_actual_to_utc_with_delay_date_offset,explicit_cancelled,EVALUATION_ONLY,D2-BTS-ACTUAL@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,FlightDate,True,True,,D2-BTS-FLIGHT-IDENTITY,flight_identity,PRE,EPISODE_CONSTRUCTION,,canonical,archive_episode_construction,retain_identity_without_numeric_encoding,explicit,PRE,D2-BTS-FLIGHT-IDENTITY@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,FlightDate,True,True,,D2-BTS-SCHEDULE,schedule_reference,PRE,FROZEN_REFERENCE,local_hhmm,UTC,schedule_reference_assumption,local_hhmm_to_utc,explicit,PRE;M1;M2,D2-BTS-SCHEDULE@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,FlightDate,True,True,,D2-CHAIN-GATE-GAP,episode_identity,PRE,EPISODE_CONSTRUCTION,mixed,UTC,posthoc_only,gate_gap_actual_utc_max_360_crs_turnaround_window,explicit_cancelled,PRE;M1;M2,D2-CHAIN-GATE-GAP@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,FlightDate,True,True,,D2-TEMPORAL-SPLIT,dataset_partition,PRE,EPISODE_CONSTRUCTION,,partition,posthoc_only,temporal_split_by_successor_service_date,explicit,M1;M2;M3,D2-TEMPORAL-SPLIT@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,Flight_Number_Reporting_Airline,True,True,,D2-BTS-FLIGHT-IDENTITY,flight_identity,PRE,EPISODE_CONSTRUCTION,,canonical,archive_episode_construction,retain_identity_without_numeric_encoding,explicit,PRE,D2-BTS-FLIGHT-IDENTITY@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,Origin,True,True,,D2-BTS-FLIGHT-IDENTITY,flight_identity,PRE,EPISODE_CONSTRUCTION,,canonical,archive_episode_construction,retain_identity_without_numeric_encoding,explicit,PRE,D2-BTS-FLIGHT-IDENTITY@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,Origin,True,True,,D2-BTS-SCHEDULE,schedule_reference,PRE,FROZEN_REFERENCE,local_hhmm,UTC,schedule_reference_assumption,local_hhmm_to_utc,explicit,PRE;M1;M2,D2-BTS-SCHEDULE@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,Origin,True,True,,D2-CHAIN-GATE-GAP,episode_identity,PRE,EPISODE_CONSTRUCTION,mixed,UTC,posthoc_only,gate_gap_actual_utc_max_360_crs_turnaround_window,explicit_cancelled,PRE;M1;M2,D2-CHAIN-GATE-GAP@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,Reporting_Airline,True,True,,D2-BTS-FLIGHT-IDENTITY,flight_identity,PRE,EPISODE_CONSTRUCTION,,canonical,archive_episode_construction,retain_identity_without_numeric_encoding,explicit,PRE,D2-BTS-FLIGHT-IDENTITY@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,Tail_Number,True,True,,D2-BTS-FLIGHT-IDENTITY,flight_identity,PRE,EPISODE_CONSTRUCTION,,canonical,archive_episode_construction,retain_identity_without_numeric_encoding,explicit,PRE,D2-BTS-FLIGHT-IDENTITY@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,Tail_Number,True,True,,D2-CHAIN-GATE-GAP,episode_identity,PRE,EPISODE_CONSTRUCTION,mixed,UTC,posthoc_only,gate_gap_actual_utc_max_360_crs_turnaround_window,explicit_cancelled,PRE;M1;M2,D2-CHAIN-GATE-GAP@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,TaxiIn,True,True,,D2-BTS-ACTUAL,realized_operational_event,PRE,EVAL_OUTCOME,mixed,canonical,posthoc_only,local_actual_to_utc_with_delay_date_offset,explicit_cancelled,EVALUATION_ONLY,D2-BTS-ACTUAL@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,TaxiOut,True,True,,D2-BTS-ACTUAL,realized_operational_event,PRE,EVAL_OUTCOME,mixed,canonical,posthoc_only,local_actual_to_utc_with_delay_date_offset,explicit_cancelled,EVALUATION_ONLY,D2-BTS-ACTUAL@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,TaxiOut,True,True,,D2-LABEL-T-TX,t_tx_label,PRE,EVAL_OUTCOME,minutes,minutes,posthoc_only,preserve_taxi_out_minutes_cap_60,explicit,M1,D2-LABEL-T-TX@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,TaxiOut,True,True,,D2-TAXI-REFERENCE,taxi_reference,PRE,FROZEN_REFERENCE,minutes,minutes,posthoc_only,preserve_taxi_out_median_train_frozen,explicit_cancelled,PRE;M1;M2,D2-TAXI-REFERENCE@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,WheelsOff,True,True,,D2-BTS-ACTUAL,realized_operational_event,PRE,EVAL_OUTCOME,mixed,canonical,posthoc_only,local_actual_to_utc_with_delay_date_offset,explicit_cancelled,EVALUATION_ONLY,D2-BTS-ACTUAL@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-ONTIME,bts_ontime,WheelsOn,True,True,,D2-BTS-ACTUAL,realized_operational_event,PRE,EVAL_OUTCOME,mixed,canonical,posthoc_only,local_actual_to_utc_with_delay_date_offset,explicit_cancelled,EVALUATION_ONLY,D2-BTS-ACTUAL@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-T100,bts_t100,AIRCRAFT_TYPE,True,False,,D2-T100,segment_reference,PRE,FROZEN_REFERENCE,mixed,canonical,publication_period,preserve_month_grain_aircraft_unverified,explicit,PRE;M2;M3;EVALUATION_ONLY,D2-T100@1.0.0,
False,REFERENCE_BUILD_ONLY,data2_2019,D2-T100,bts_t100,CLASS,True,True,,D2-T100-CLASS,segment_reference,PRE,FROZEN_REFERENCE,category,canonical,publication_period,preserve_optional_service_class_without_imputation,preserve_none,M2;M3;EVALUATION_ONLY,D2-T100-CLASS@1.0.0,
False,REFERENCE_BUILD_ONLY,data2_2019,D2-T100,bts_t100,DEST,True,True,,D2-T100,segment_reference,PRE,FROZEN_REFERENCE,mixed,canonical,publication_period,preserve_month_grain_aircraft_unverified,explicit,PRE;M2;M3;EVALUATION_ONLY,D2-T100@1.0.0,
False,REFERENCE_BUILD_ONLY,data2_2019,D2-T100,bts_t100,MONTH,True,True,,D2-T100,segment_reference,PRE,FROZEN_REFERENCE,mixed,canonical,publication_period,preserve_month_grain_aircraft_unverified,explicit,PRE;M2;M3;EVALUATION_ONLY,D2-T100@1.0.0,
False,REFERENCE_BUILD_ONLY,data2_2019,D2-T100,bts_t100,ORIGIN,True,True,,D2-T100,segment_reference,PRE,FROZEN_REFERENCE,mixed,canonical,publication_period,preserve_month_grain_aircraft_unverified,explicit,PRE;M2;M3;EVALUATION_ONLY,D2-T100@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-T100,bts_t100,PASSENGERS,True,True,,D2-T100,segment_reference,PRE,FROZEN_REFERENCE,mixed,canonical,publication_period,preserve_month_grain_aircraft_unverified,explicit,PRE;M2;M3;EVALUATION_ONLY,D2-T100@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-T100,bts_t100,SEATS,True,True,,D2-T100,segment_reference,PRE,FROZEN_REFERENCE,mixed,canonical,publication_period,preserve_month_grain_aircraft_unverified,explicit,PRE;M2;M3;EVALUATION_ONLY,D2-T100@1.0.0,
False,REFERENCE_BUILD_ONLY,data2_2019,D2-T100,bts_t100,YEAR,True,True,,D2-T100,segment_reference,PRE,FROZEN_REFERENCE,mixed,canonical,publication_period,preserve_month_grain_aircraft_unverified,explicit,PRE;M2;M3;EVALUATION_ONLY,D2-T100@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-TIMEZONE,timezone_reference,iata,True,True,,D2-TIMEZONE,airport_timezone,PRE,FROZEN_REFERENCE,,IANA,static_snapshot,preserve,reject_unknown,PRE,D2-TIMEZONE@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-TIMEZONE,timezone_reference,ident,True,True,,D2-TIMEZONE,airport_timezone,PRE,FROZEN_REFERENCE,,IANA,static_snapshot,preserve,reject_unknown,PRE,D2-TIMEZONE@1.0.0,
False,COVERED_ACTIVE,data2_2019,D2-TIMEZONE,timezone_reference,timezone,True,True,,D2-TIMEZONE,airport_timezone,PRE,FROZEN_REFERENCE,,IANA,static_snapshot,preserve,reject_unknown,PRE,D2-TIMEZONE@1.0.0,
