stage,q,status,n,k,overlap,slots_reassigned,reassigned_rate,delay_boundary_tie_count,consequence_boundary_tie_count,delay_boundary_tie_fraction,consequence_boundary_tie_fraction,Capture_D_F,Capture_C_F,Delta_Capture_F_pp,Capture_F_status,Capture_D_P,Capture_C_P,Delta_Capture_P_pp,Capture_P_status,Capture_D_R,Capture_C_R,Delta_Capture_R_pp,Capture_R_status,Capture_D_F_continuity,Capture_C_F_continuity,Delta_Capture_F_continuity_pp,Capture_F_continuity_status,Capture_D_F_execution,Capture_C_F_execution,Delta_Capture_F_execution_pp,Capture_F_execution_status,Capture_D_F_propagation,Capture_C_F_propagation,Delta_Capture_F_propagation_pp,Capture_F_propagation_status,Capture_D_P_time,Capture_C_P_time,Delta_Capture_P_time_pp,Capture_P_time_status,Capture_D_P_itinerary,Capture_C_P_itinerary,Delta_Capture_P_itinerary_pp,Capture_P_itinerary_status,Capture_D_P_service,Capture_C_P_service,Delta_Capture_P_service_pp,Capture_P_service_status,Capture_D_R_operating,Capture_C_R_operating,Delta_Capture_R_operating_pp,Capture_R_operating_status,robust_count_m3,MissRate_D_m3,MissRate_C_m3,Delta_Miss_m3,robust_status_m3,robust_count_m4,MissRate_D_m4,MissRate_C_m4,Delta_Miss_m4,robust_status_m4,robust_count_m5,MissRate_D_m5,MissRate_C_m5,Delta_Miss_m5,robust_status_m5,Pareto_reversal_count_D,Pareto_rate_D,Pareto_complete_selected_D,Pareto_reversal_count_C,Pareto_rate_C,Pareto_complete_selected_C,replicate
POST_IB_PRE_OB,0.1,PASS,121,13,10,3,0.23076923076923078,4,1,0.03305785123966942,0.008264462809917356,0.24662340640341493,0.237118075847539,-0.9505330555875935,PASS,0.24274020398183663,0.27447922258056007,3.173901859872344,PASS,0.11826856541111967,0.20241300279039184,8.414443737927217,PASS,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,0.2539234985816621,0.2386123909209971,-1.5311107660664987,PASS,0.24269980701161528,0.23631492246670252,-0.6384884544912761,PASS,0.24010289360784723,0.28328323247337367,4.318033886552644,PASS,0.25444501079052323,0.17588938439929194,-7.855562639123129,PASS,0.3770076493372849,0.4592287473934997,8.22210980562148,PASS,0.1182685654111197,0.20241300279039187,8.414443737927217,PASS,13,0.23076923076923078,0.0,-0.23076923076923078,PASS,13,0.23076923076923078,0.0,-0.23076923076923078,PASS,12,0.25,0.0,-0.25,PASS,0,0.0,13,0,0.0,13,1
POST_IB_PRE_OB,0.2,PASS,121,25,18,7,0.28,2,3,0.01652892561983471,0.024793388429752067,0.4143264566862076,0.3654043605024997,-4.89220961837079,PASS,0.39394959456286005,0.3985782596329691,0.46286650701090615,PASS,0.258694583604778,0.4968554579849546,23.816087438017664,PASS,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,0.42285354074104164,0.35618951935954885,-6.66640213814928,PASS,0.4097433828024194,0.3703570849642189,-3.938629783820052,PASS,0.3887814507146237,0.4046444490130587,1.586299829843496,PASS,0.41837072828697075,0.32830946728011523,-9.006126100685552,PASS,0.6412801296786911,0.5507390598878674,-9.054106979082366,PASS,0.258694583604778,0.4968554579849546,23.816087438017664,PASS,13,0.0,0.0,0.0,PASS,13,0.0,0.0,0.0,PASS,12,0.0,0.0,0.0,PASS,0,0.0,25,0,0.0,25,1
POST_IB_PRE_OB,0.3,PASS,121,37,26,11,0.2972972972972973,1,3,0.008264462809917356,0.024793388429752067,0.5432342316725974,0.4971462882208827,-4.608794345171474,PASS,0.5131497779201617,0.5318241342147663,1.8674356294604566,PASS,0.2792321664083001,0.620427952432345,34.119578602404495,PASS,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,0.5581479491799302,0.4880695902370284,-7.007835894290176,PASS,0.5352185174168782,0.502024764522198,-3.3193752894680184,PASS,0.5006399999742093,0.538466694776926,3.782669480271672,PASS,0.5973453911694286,0.4507387541619307,-14.660663700749794,PASS,0.8450647312878475,0.7424730569753231,-10.259167431252447,PASS,0.2792321664083002,0.6204279524323449,34.119578602404474,PASS,13,0.0,0.0,0.0,PASS,13,0.0,0.0,0.0,PASS,12,0.0,0.0,0.0,PASS,0,0.0,37,0,0.0,37,1
POST_OB_PRE_TO,0.05,PASS,76,4,4,0,0.0,3,3,0.039473684210526314,0.039473684210526314,0.22110263470992236,0.22110263470992236,0.0,PASS,0.33050909613924695,0.33050909613924695,0.0,PASS,0.22110263470992234,0.22110263470992234,0.0,PASS,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,0.22110263470992234,0.22110263470992234,0.0,PASS,0.33050909613924695,0.33050909613924695,0.0,PASS,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,0.22110263470992234,0.22110263470992234,0.0,PASS,8,0.5,0.5,0.0,PASS,8,0.5,0.5,0.0,PASS,8,0.5,0.5,0.0,PASS,0,0.0,4,0,0.0,4,1
POST_OB_PRE_TO,0.1,PASS,76,8,7,1,0.125,2,2,0.02631578947368421,0.02631578947368421,0.4019035442160581,0.4008418105543156,-0.10617336617425033,PASS,0.5270535945829313,0.5515618145364136,2.450821995348229,PASS,0.40190354421605806,0.4008418105543156,-0.10617336617424478,PASS,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,0.4019035442160582,0.40084181055431567,-0.10617336617425033,PASS,0.5270535945829312,0.5515618145364135,2.450821995348229,PASS,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,0.4019035442160582,0.40084181055431567,-0.10617336617425033,PASS,8,0.125,0.0,-0.125,PASS,8,0.125,0.0,-0.125,PASS,8,0.125,0.0,-0.125,PASS,0,0.0,8,0,0.0,8,1
POST_OB_PRE_TO,0.2,PASS,76,16,16,0,0.0,2,2,0.02631578947368421,0.02631578947368421,0.6904035572748742,0.6904035572748742,0.0,PASS,0.7714185359511724,0.7714185359511724,0.0,PASS,0.6904035572748741,0.6904035572748741,0.0,PASS,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,0.6904035572748742,0.6904035572748742,0.0,PASS,0.7714185359511722,0.7714185359511722,0.0,PASS,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,0.6904035572748742,0.6904035572748742,0.0,PASS,8,0.0,0.0,0.0,PASS,8,0.0,0.0,0.0,PASS,8,0.0,0.0,0.0,PASS,0,0.0,16,0,0.0,16,1
POST_OB_PRE_TO,0.3,PASS,76,23,22,1,0.043478260869565216,2,2,0.02631578947368421,0.02631578947368421,0.8453612443509005,0.8453547072886402,-0.000653706226039219,PASS,0.856668532072001,0.8792076966884184,2.253916461641736,PASS,0.8453612443509007,0.8453547072886403,-0.000653706226039219,PASS,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,0.8453612443509008,0.8453547072886404,-0.000653706226039219,PASS,0.856668532072001,0.8792076966884184,2.253916461641736,PASS,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,,,,ABSTAIN_UNSUPPORTED_OR_ZERO_DENOMINATOR,0.8453612443509008,0.8453547072886404,-0.000653706226039219,PASS,8,0.0,0.0,0.0,PASS,8,0.0,0.0,0.0,PASS,8,0.0,0.0,0.0,PASS,0,0.0,23,0,0.0,23,1
PRE_IB,0.05,PASS,49,3,3,0,0.0,2,2,0.04081632653061224,0.04081632653061224,0.1344429021386837,0.1344429021386837,0.0,PASS,0.18078038364801485,0.18078038364801485,0.0,PASS,0.12965091340411655,0.12965091340411655,0.0,PASS,0.0,0.0,0.0,PASS,0.13601140883477592,0.13601140883477592,0.0,PASS,0.13682715499978212,0.13682715499978212,0.0,PASS,0.1910278139881566,0.1910278139881566,0.0,PASS,0.05135225709671269,0.05135225709671269,0.0,PASS,0.33810738708476595,0.33810738708476595,0.0,PASS,0.12965091340411655,0.12965091340411655,0.0,PASS,6,0.5,0.5,0.0,PASS,5,0.4,0.4,0.0,PASS,4,0.25,0.25,0.0,PASS,0,0.0,3,0,0.0,3,2
PRE_IB,0.1,PASS,49,5,5,0,0.0,2,2,0.04081632653061224,0.04081632653061224,0.21958581927608048,0.21958581927608048,0.0,PASS,0.2658739184430956,0.2658739184430956,0.0,PASS,0.18338282548731605,0.18338282548731605,0.0,PASS,0.03824435318275154,0.03824435318275154,0.0,PASS,0.22403455886914894,0.22403455886914894,0.0,PASS,0.22158558344770946,0.22158558344770946,0.0,PASS,0.2785713124987735,0.2785713124987735,0.0,PASS,0.09996552519775738,0.09996552519775738,0.0,PASS,0.5032323186398568,0.5032323186398568,0.0,PASS,0.18338282548731608,0.18338282548731608,0.0,PASS,6,0.16666666666666666,0.16666666666666666,0.0,PASS,5,0.0,0.0,0.0,PASS,4,0.0,0.0,0.0,PASS,0,0.0,5,0,0.0,5,2
PRE_IB,0.2,PASS,49,10,6,4,0.4,2,5,0.04081632653061224,0.10204081632653061,0.38432036146391235,0.36554731517263334,-1.8773046291279016,PASS,0.36634909818489897,0.38101737186688495,1.4668273681985977,PASS,0.24898211428456918,0.36093643848154705,11.195432419697788,PASS,0.07648870636550308,0.07648870636550308,0.0,PASS,0.3983724257541176,0.3677659993746834,-3.060642637943417,PASS,0.3843265375935442,0.3712749688747249,-1.3051568718819295,PASS,0.3827566280906976,0.4007882255926105,1.803159750191291,PASS,0.15603962232276028,0.12918142661219492,-2.685819571056536,PASS,0.6418286828620897,0.7008296501034926,5.900096724140291,PASS,0.24898211428456915,0.360936438481547,11.195432419697784,PASS,6,0.16666666666666666,0.16666666666666666,0.0,PASS,5,0.0,0.0,0.0,PASS,4,0.0,0.0,0.0,PASS,0,0.0,10,0,0.0,10,2
