stage,n_nodes,n_episodes,support_coverage,caliper_minutes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count,top10_overlap,status,heterogeneity_status,candidate_pairs,balanced_episode_pairs,matched_episodes,match_coverage,median_consequence_priority_percentile_gap,p90_consequence_priority_percentile_gap,delay_boundary_tie_fraction,consequence_boundary_tie_fraction,kendall_tau_b_ci_low,kendall_tau_b_ci_high,top10_overlap_ci_low,top10_overlap_ci_high,median_rank_displacement_ci_low,median_rank_displacement_ci_high,p90_rank_displacement_ci_low,p90_rank_displacement_ci_high,median_consequence_priority_percentile_gap_ci_low,median_consequence_priority_percentile_gap_ci_high,p90_consequence_priority_percentile_gap_ci_low,p90_consequence_priority_percentile_gap_ci_high
PRE_IB,4,2,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,4,1,2,1.0,0.5,0.5,0.25,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
POST_IB_PRE_OB,22,2,1.0,5.0,0.8701298701298701,0.04545454545454547,0.13636363636363635,0.0,0.961603613777527,0.0,0.0,1,1,1.0,PASS,PASS,117,1,2,1.0,0.5,0.5,0.045454545454545456,0.045454545454545456,0.6666666666666666,0.8701298701298701,1.0,1.0,0.04545454545454547,0.11111111111111105,0.13636363636363635,0.3333333333333333,0.5,0.5,0.5,0.5
POST_OB_PRE_TO,2,2,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,1,1,1.0,PASS,PASS,1,1,2,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
