replicate,n_nodes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,top_overlap,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count
475,1864,0.7201366997885398,0.06974248927038629,0.24356223175965663,0.0815450643776824,0.5935828877005348,0.8684981831852222,0.0815450643776824,0.0,2,2
476,1624,0.6674036128336478,0.07204433497536944,0.31650246305418717,0.14470443349753695,0.8098159509202454,0.8267955792130914,0.10960591133004927,0.035098522167487683,3,1
477,1675,0.7004923280778358,0.08895522388059707,0.27641791044776115,0.03164179104477612,0.7142857142857143,0.8598700468641619,0.029850746268656716,0.001791044776119403,3,4
478,1528,0.7239060763762264,0.06577225130890052,0.2284031413612565,0.041884816753926704,0.7124183006535948,0.8890544314638033,0.041884816753926704,0.0,1,2
479,1914,0.7488216482164822,0.05851619644723094,0.2474921630094044,0.04649947753396029,0.7604166666666666,0.8919232569876024,0.04649947753396029,0.0,1,1
480,1681,0.6237612112113177,0.1005353955978584,0.33551457465794166,0.18262938726948244,0.7455621301775148,0.7945692467813833,0.1023200475907198,0.08030933967876264,1,3
481,1828,0.7614995975043471,0.057986870897155374,0.22149890590809626,0.0350109409190372,0.8633879781420765,0.9061358728686254,0.0350109409190372,0.0,3,1
482,1820,0.7410454131091332,0.0807692307692307,0.24395604395604398,0.033516483516483515,0.7527472527472527,0.8945916293459912,0.03131868131868132,0.002197802197802198,3,4
483,1846,0.761057827379518,0.06852654387865656,0.22291440953412783,0.02112676056338028,0.8594594594594595,0.9098606705250931,0.02112676056338028,0.0,2,3
484,1571,0.6979962753875205,0.06938255887969447,0.27625716104392106,0.050922978994271166,0.759493670886076,0.8634990080497992,0.0483768300445576,0.002546148949713558,1,2
485,1717,0.6745695688214272,0.128130460104834,0.28013977868375073,0.08211997670355271,0.8081395348837209,0.8363166987132149,0.039603960396039604,0.0425160163075131,2,2
486,1778,0.7298640647786,0.05821147356580425,0.2823397075365579,0.07592800899887514,0.8089887640449438,0.8793560215812518,0.0421822272215973,0.03374578177727784,1,1
487,1757,0.663940812747784,0.08992601024473534,0.29880478087649404,0.09903244166192374,0.5909090909090909,0.8318110001989378,0.0688673875924872,0.03016505406943654,3,3
488,1806,0.7820124169598158,0.04817275747508301,0.19988925802879287,0.015503875968992248,0.8839779005524862,0.9240065409348724,0.015503875968992248,0.0,3,3
489,1727,0.6703081945458342,0.0926462072958888,0.273306311522872,0.06890561667631731,0.884393063583815,0.8460664569804942,0.03474232773595831,0.034163288940359006,2,2
490,1745,0.7516494214691196,0.061318051575931176,0.24332378223495707,0.02349570200573066,0.6228571428571429,0.9016214205247335,0.0166189111747851,0.006876790830945559,1,1
491,1828,0.7095359283052207,0.06838074398249451,0.2645514223194748,0.04814004376367615,0.6885245901639344,0.8688758464160556,0.03446389496717724,0.013676148796498906,4,4
492,1687,0.690561119833027,0.07883817427385897,0.3052756372258446,0.10314167160640189,0.5680473372781065,0.8513509590111229,0.06935388263189093,0.033787788974510964,3,2
493,1880,0.7031147213091904,0.07872340425531915,0.2521276595744681,0.05851063829787234,0.6063829787234043,0.8642936695877805,0.04734042553191489,0.011170212765957447,3,1
494,1637,0.7756209125901566,0.049480757483200966,0.21600488698839357,0.02626756261453879,0.7439024390243902,0.9182893186662937,0.02626756261453879,0.0,1,2
495,1578,0.7560044915044288,0.05006337135614702,0.23973384030418252,0.024714828897338403,0.7911392405063291,0.9062376031221502,0.015842839036755388,0.008871989860583017,1,3
496,1702,0.6472773775181258,0.08695652173913043,0.32726204465334907,0.14571092831962398,0.5029239766081871,0.8161884309289591,0.07755581668625147,0.0681551116333725,1,1
497,1826,0.755222815499864,0.06900328587075574,0.22124863088718508,0.022453450164293537,0.8469945355191257,0.9104419086861504,0.022453450164293537,0.0,2,2
498,1719,0.7369705211791527,0.057009889470622466,0.23560209424083767,0.02152414194299011,0.7325581395348837,0.896494988329666,0.020942408376963352,0.0005817335660267597,2,4
499,1641,0.7487855439000497,0.05606337599024985,0.2504570383912249,0.030469226081657527,0.8909090909090909,0.8996833479039199,0.030469226081657527,0.0,2,1
500,1823,0.6795393945967442,0.07844212835984643,0.2863411958310478,0.07350521119034559,0.7759562841530054,0.8434097946901901,0.047723532638507954,0.02578167855183763,2,1
501,1594,0.6463003852426903,0.08626097867001253,0.33375156838143033,0.14993726474278546,0.78125,0.8106476562261045,0.08720200752823086,0.06273525721455459,3,1
502,1746,0.7124186871673567,0.06529209621993126,0.2563001145475372,0.024627720504009163,0.7314285714285714,0.8778173008898053,0.024627720504009163,0.0,2,2
503,1875,0.7273484341873369,0.0682666666666667,0.2557866666666668,0.03626666666666667,0.574468085106383,0.887040705124466,0.025066666666666668,0.0112,2,4
504,1836,0.7172373151600264,0.07352941176470584,0.25108932461873634,0.0724400871459695,0.6793478260869565,0.8744116927747092,0.0724400871459695,0.0,3,1
505,1749,0.6981927028388036,0.08290451686678102,0.2638078902229846,0.03773584905660377,0.6628571428571428,0.8593610730491422,0.036020583190394515,0.0017152658662092624,1,1
506,1727,0.769608294079926,0.05500868558193406,0.23624782860451654,0.009264620729588882,0.8439306358381503,0.916548682563307,0.008685581933989578,0.0005790387955993051,5,1
507,1852,0.7174060285592837,0.08369330453563714,0.25966522678185755,0.03833693304535637,0.3709677419354839,0.8821600729359685,0.03725701943844492,0.0010799136069114472,3,2
508,1821,0.7246963953915988,0.07468423942888525,0.24162548050521682,0.034047226798462386,0.7759562841530054,0.8847144771978975,0.02800658978583196,0.0060406370126304225,1,1
509,1891,0.7067152769610726,0.07932310946589116,0.27551560021152827,0.060285563194077206,0.8052631578947368,0.868760863427074,0.05182443151771549,0.008461131676361713,3,3
510,1644,0.6677659076222602,0.0754257907542579,0.3003041362530414,0.10036496350364964,0.8,0.8300726473315985,0.02737226277372263,0.072992700729927,2,2
511,2044,0.769663519097733,0.04476516634050881,0.21707436399217217,0.013209393346379647,0.8926829268292683,0.9155892440686076,0.011252446183953033,0.0019569471624266144,2,1
512,1971,0.698792360208733,0.08472856418061891,0.2526636225266362,0.055301877219685436,0.601010101010101,0.852072643251641,0.0471841704718417,0.008117706747843734,4,3
513,1720,0.6451115112127389,0.0825581395348837,0.3122093023255814,0.1186046511627907,0.75,0.8184631693130061,0.07383720930232558,0.044767441860465114,1,2
514,1967,0.7269893387477183,0.05948144382308085,0.264361972547026,0.03304524656837824,0.49238578680203043,0.8781524172407562,0.02389425521098119,0.009150991357397052,2,2
515,2017,0.7631472070722959,0.07288051561725334,0.21814576103123456,0.017352503718393655,0.7623762376237624,0.9120777587117964,0.017352503718393655,0.0,2,3
516,1608,0.6468073965285395,0.1212686567164179,0.29726368159203975,0.09390547263681592,0.7391304347826086,0.8225142921373093,0.05161691542288557,0.04228855721393035,2,3
517,1608,0.7840440484806033,0.05597014925373134,0.19085820895522382,0.016791044776119403,0.7577639751552795,0.9272690946149696,0.014925373134328358,0.0018656716417910447,3,2
518,1863,0.7616208769168524,0.05260332796564682,0.23886205045625336,0.02147074610842727,0.7272727272727273,0.9022770510406264,0.01932367149758454,0.0021470746108427268,1,1
519,1869,0.7286732044499723,0.05831995719636163,0.2541466024612092,0.037988228999464954,0.7005347593582888,0.8854670471645334,0.03424291064740503,0.003745318352059925,2,2
520,1769,0.6060802876970478,0.10288298473713962,0.34030525720746185,0.1695873374788016,0.7231638418079096,0.7873739592071988,0.11079706048615037,0.058790276992651214,1,1
521,1740,0.7561831682349635,0.05977011494252876,0.22994252873563226,0.022413793103448276,0.7701149425287356,0.9087104437772299,0.022413793103448276,0.0,2,1
522,1823,0.6922746900078213,0.07405375754251242,0.27756445419637965,0.06637410861217773,0.73224043715847,0.8562716411158806,0.03839824465167307,0.027975863960504662,2,1
523,1785,0.7388690051907137,0.052100840336134435,0.25042016806722694,0.02296918767507003,0.6927374301675978,0.8916708488477486,0.017366946778711485,0.0056022408963585435,3,2
524,1745,0.7762236658065687,0.05730659025787965,0.20458452722063036,0.010888252148997135,0.5828571428571429,0.9179644783502073,0.008595988538681949,0.002292263610315186,3,1
525,1785,0.7446860945105046,0.059943977591036424,0.2526610644257703,0.016246498599439777,0.7150837988826816,0.8938044150991608,0.014005602240896359,0.002240896358543417,2,1
526,1783,0.7190254448694494,0.05608524957936062,0.27425687044307345,0.03365114974761638,0.888268156424581,0.8800355695816164,0.019068984856982614,0.014582164890633763,2,2
527,1685,0.6924812093716144,0.07359050445103857,0.29851632047477744,0.0913946587537092,0.8284023668639053,0.8489794186082473,0.05341246290801187,0.03798219584569733,1,1
528,1583,0.7030093190319462,0.06759317751105498,0.2741629816803538,0.06253948199620973,0.7987421383647799,0.8736275721341786,0.030322173089071383,0.032217308907138344,2,1
529,1907,0.7713301709012931,0.05138961719979024,0.2338751966439433,0.025170424750917672,0.774869109947644,0.9143655642737495,0.02097535395909806,0.004195070791819612,2,1
530,1547,0.7034304307899142,0.08920491273432446,0.25210084033613445,0.023270846800258566,0.6387096774193548,0.871016289271061,0.023270846800258566,0.0,1,2
531,1791,0.8017408292923011,0.05080960357342268,0.16582914572864316,0.023450586264656615,0.9,0.9353940164929543,0.023450586264656615,0.0,2,1
532,1531,0.6639887034914383,0.07380796864794253,0.33442194644023515,0.13063357282821686,0.7532467532467533,0.8309938290897622,0.06401045068582625,0.06662312214239059,2,1
533,1618,0.6994037781124129,0.06118665018541408,0.27861557478368343,0.0834363411619283,0.7222222222222222,0.8644927407658114,0.06551297898640297,0.01792336217552534,2,2
534,1674,0.7061277354940902,0.0854241338112306,0.29074074074074074,0.08303464755077658,0.7559523809523809,0.8611499513034376,0.053763440860215055,0.02927120669056153,3,2
535,1812,0.6662835459409336,0.08112582781456956,0.3090507726269316,0.1098233995584989,0.554945054945055,0.8346437793860786,0.07505518763796909,0.0347682119205298,4,3
536,1787,0.697177706357294,0.08897593732512599,0.26301063234471184,0.04364857302742026,0.6536312849162011,0.8649602882759287,0.03581421376608842,0.00783435926133184,4,4
537,1829,0.7292627348894241,0.06779661016949146,0.2570803717878622,0.025150355385456534,0.7595628415300546,0.8936038030978015,0.02186987424822307,0.0032804811372334607,1,2
538,1858,0.6762089838821487,0.06835306781485462,0.2768030139935414,0.062432723358449946,0.6397849462365591,0.8417989306805298,0.062432723358449946,0.0,3,1
539,1583,0.6359642215615533,0.09602021478205938,0.33847125710675924,0.14718888186986734,0.6729559748427673,0.8064040196349834,0.09791535060012634,0.049273531269740996,1,1
540,1556,0.728004884356409,0.0690874035989717,0.22847043701799485,0.04498714652956298,0.6666666666666666,0.8850886146541165,0.04177377892030849,0.003213367609254499,1,1
541,1543,0.71829800698112,0.06999351911860013,0.24044069993519102,0.06156837329876863,0.7161290322580646,0.8803409628064147,0.057679844458846406,0.0038885288399222295,4,1
542,1683,0.7190912979085148,0.0623885918003565,0.2452762923351158,0.027926322043969103,0.7988165680473372,0.8879552120967594,0.014854426619132501,0.013071895424836602,1,2
543,1537,0.6645008098642311,0.06831489915419653,0.3090435914118413,0.13272608978529604,0.7467532467532467,0.8317969633252211,0.06896551724137931,0.06376057254391672,1,1
544,1808,0.7412797803381307,0.060840707964601726,0.24186946902654866,0.025995575221238937,0.7513812154696132,0.8922658390244458,0.025995575221238937,0.0,4,1
545,1637,0.7463262802798297,0.05864386072083083,0.2278558338423946,0.01832620647525962,0.774390243902439,0.903823127873706,0.01710445937690898,0.0012217470983506415,1,2
546,1629,0.6488939971488665,0.08594229588704727,0.32105586249232654,0.16206261510128914,0.7914110429447853,0.8240117455554979,0.08348680171884591,0.07857581338244321,4,3
547,1727,0.7321728524577832,0.06658946149392009,0.23914302258251305,0.0451650260567458,0.43352601156069365,0.8891478778376685,0.04111175448755067,0.004053271569195136,2,2
548,1830,0.698124176837693,0.08032786885245902,0.2622950819672131,0.05081967213114754,0.7650273224043715,0.8590412494690275,0.047540983606557376,0.003278688524590164,2,2
549,1901,0.6911959588771185,0.08679642293529721,0.3082588111520253,0.11941083640189375,0.806282722513089,0.8423562080286423,0.09468700683850605,0.02472382956338769,1,1
550,2106,0.6815278628803029,0.09306742640075974,0.26638176638176636,0.04748338081671415,0.6445497630331753,0.8549406630245139,0.023741690408357077,0.023741690408357077,3,3
551,1869,0.7103961872084329,0.06206527554842167,0.26869983948635634,0.06902086677367576,0.8181818181818182,0.8650426304175841,0.028892455858747994,0.04012841091492777,2,1
552,1933,0.7393078478892839,0.06777030522503885,0.2717020175892393,0.04914640455250905,0.634020618556701,0.8834609083023801,0.04138644593895499,0.007759958613554061,1,1
553,1584,0.6457793905715438,0.0795454545454545,0.3371212121212121,0.17234848484848486,0.8113207547169812,0.812231965659816,0.09722222222222222,0.07512626262626262,1,2
554,1755,0.7004517508270396,0.06723646723646723,0.28888888888888886,0.06552706552706553,0.6193181818181818,0.8617463412286578,0.05584045584045584,0.009686609686609686,1,2
555,1604,0.7008586657368086,0.05860349127182046,0.27867830423940143,0.043017456359102244,0.6273291925465838,0.8680713078690486,0.03054862842892768,0.012468827930174564,1,2
556,1755,0.6191116620210737,0.09572649572649572,0.3407407407407408,0.1811965811965812,0.7272727272727273,0.786691506056188,0.08774928774928775,0.09344729344729345,3,1
557,1816,0.7078035529822861,0.0715859030837005,0.26128854625550657,0.06662995594713657,0.7307692307692307,0.8722774960232116,0.06607929515418502,0.0005506607929515419,2,2
558,1763,0.7148769941774946,0.08281338627339763,0.25070901871809415,0.046511627906976744,0.7627118644067796,0.8729010697668385,0.021554169030062395,0.024957458876914352,3,3
559,1811,0.7245760253826045,0.06791827719491991,0.2655991165102154,0.048039757040309224,0.6813186813186813,0.877146293350399,0.046935394809497516,0.0011043622308117063,3,3
560,1664,0.6736669130591386,0.078125,0.31009615384615385,0.13161057692307693,0.688622754491018,0.8370185103885431,0.06911057692307693,0.0625,1,2
561,1798,0.6831078991900728,0.07563959955506117,0.2730812013348164,0.060066740823136816,0.7111111111111111,0.8414132248966004,0.060066740823136816,0.0,2,1
562,1779,0.7274278093111255,0.06970207982012366,0.23664980326025864,0.05564924114671164,0.8146067415730337,0.8849867465865772,0.05564924114671164,0.0,3,4
563,1750,0.7424407099762094,0.06514285714285717,0.24514285714285716,0.038285714285714284,0.7942857142857143,0.8927381232453,0.038285714285714284,0.0,3,1
564,1714,0.635561663932895,0.12718786464410736,0.2998833138856476,0.0985997666277713,0.5930232558139535,0.8149305474693886,0.050175029171528586,0.048424737456242706,1,1
565,1794,0.7309391470742577,0.06298773690078034,0.2842809364548494,0.06967670011148272,0.8222222222222222,0.8821541132176217,0.051839464882943144,0.017837235228539576,2,2
566,1874,0.6769205846147878,0.09551760939167553,0.3014941302027748,0.10832443970117396,0.44148936170212766,0.8340641369916458,0.08911419423692636,0.0192102454642476,2,2
567,1755,0.6595528541205591,0.11168091168091168,0.2780626780626781,0.0735042735042735,0.8352272727272727,0.8323583857430983,0.045014245014245016,0.02849002849002849,1,3
568,1714,0.7435558610231529,0.06359393232205368,0.24154025670945162,0.042590431738623105,0.8313953488372093,0.9013042050813382,0.0338389731621937,0.008751458576429404,1,1
569,1807,0.7593793790724415,0.04869950193691197,0.2553403431101274,0.03541781959048146,0.8176795580110497,0.9052004170026141,0.034864416159380185,0.0005534034311012728,1,1
570,1662,0.7450270513322599,0.05655836341756926,0.2509025270758123,0.024067388688327317,0.5269461077844312,0.8953107045040605,0.019855595667870037,0.00421179302045728,1,1
571,1708,0.7059728575753895,0.0766978922716628,0.2658079625292741,0.04156908665105386,0.8070175438596491,0.867750740853751,0.03981264637002342,0.001756440281030445,2,1
572,1774,0.7574616606586424,0.0670800450958286,0.2344983089064262,0.03269447576099211,0.7528089887640449,0.9050501858048481,0.03269447576099211,0.0,1,1
573,1560,0.6140489500819786,0.09230769230769231,0.34807692307692306,0.183974358974359,0.6153846153846154,0.7840748764670675,0.12179487179487179,0.06217948717948718,1,1
574,1644,0.7969995204036024,0.04987834549878345,0.17700729927007297,0.015815085158150853,0.7636363636363637,0.934913593873022,0.010340632603406326,0.005474452554744526,3,2
575,2021,0.8378689355958538,0.02523503216229589,0.16031667491340928,0.013359722909450767,0.8325123152709359,0.9508350517301398,0.010390895596239486,0.0029688273132112814,2,1
576,1704,0.6892239497215608,0.07335680751173711,0.25727699530516435,0.07570422535211267,0.7134502923976608,0.8553077516148736,0.07570422535211267,0.0,1,2
577,1673,0.7598426324138287,0.08248655110579795,0.19892408846383738,0.03586371787208607,0.7857142857142857,0.9089777487488157,0.03586371787208607,0.0,1,1
578,1995,0.7710496497008218,0.040601503759398416,0.22456140350877196,0.028070175438596492,0.895,0.9066094521167704,0.02606516290726817,0.0020050125313283208,2,1
579,1919,0.7435956273218434,0.056279312141740534,0.23251693590411676,0.011985409067222511,0.7552083333333334,0.9014131087205917,0.009379885356956748,0.0026055237102657635,2,2
580,1715,0.7426219448657536,0.056559766763848385,0.24839650145772593,0.030320699708454812,0.8023255813953488,0.8962938857360195,0.030320699708454812,0.0,2,3
581,1670,0.6868374634437824,0.07305389221556882,0.28083832335329345,0.0688622754491018,0.7844311377245509,0.8573335482119449,0.023952095808383235,0.04491017964071856,1,1
582,1739,0.7209504092275212,0.05692926969522716,0.2830362277170787,0.06785508913168488,0.8563218390804598,0.8775634735873584,0.04082806210465785,0.02702702702702703,1,1
583,1622,0.6827619386186806,0.07799013563501847,0.2743526510480888,0.07274969173859433,0.5828220858895705,0.8441370729851295,0.07274969173859433,0.0,1,1
584,1975,0.7772939730028721,0.05367088607594939,0.22227848101265824,0.01620253164556962,0.6818181818181818,0.9240585280481752,0.014177215189873417,0.0020253164556962027,2,2
585,1687,0.7050280540337436,0.06401896858328393,0.26437462951985774,0.04682868998221695,0.5502958579881657,0.8759062408670705,0.036751630112625965,0.01007705986959099,2,2
586,1792,0.757154821003979,0.06584821428571423,0.21462053571428588,0.012834821428571428,0.7444444444444445,0.9068884324446644,0.012834821428571428,0.0,1,1
587,1757,0.750138352114403,0.05406943653955609,0.23050654524758107,0.01593625498007968,0.8068181818181818,0.9075798718424354,0.01593625498007968,0.0,3,3
588,2018,0.7346051418243518,0.07680872150644202,0.24147670961347867,0.058969276511397425,0.6435643564356436,0.8896478169236902,0.058969276511397425,0.0,2,1
589,1731,0.7588183047281577,0.05777007510109766,0.22530329289428075,0.02657423454650491,0.7471264367816092,0.9082354977082224,0.025996533795493933,0.0005777007510109763,2,2
590,1782,0.6659738014957056,0.08473625140291807,0.2789001122334456,0.06397306397306397,0.6033519553072626,0.8147312077183875,0.06341189674523008,0.0005611672278338945,3,3
591,1733,0.7565185609077097,0.055395268320830915,0.2493941142527404,0.02308136180034622,0.6091954022988506,0.8959708208446159,0.02308136180034622,0.0,1,2
592,1767,0.7140338756021379,0.07017543859649122,0.2693831352574986,0.06791171477079797,0.5649717514124294,0.8691922936214661,0.06791171477079797,0.0,2,1
593,1768,0.7491412787818174,0.06391402714932126,0.23563348416289587,0.040158371040723985,0.7570621468926554,0.9022951165001004,0.040158371040723985,0.0,1,1
594,1969,0.7665882518242557,0.04520060944641949,0.2310817673946166,0.05383443372270188,0.6142131979695431,0.9006710679320878,0.05383443372270188,0.0,2,1
595,1672,0.7386783970540297,0.06309808612440188,0.25657894736842113,0.03648325358851675,0.8571428571428571,0.8927754969496146,0.017942583732057416,0.01854066985645933,4,2
596,1769,0.7470250286744223,0.07066139061616727,0.23572639909553417,0.016958733747880157,0.5649717514124294,0.8977487938179101,0.01243640474844545,0.0045223289994347085,2,5
597,1670,0.727389298236918,0.06167664670658679,0.23359281437125756,0.04431137724550898,0.7664670658682635,0.8886886307657208,0.017365269461077845,0.02694610778443114,5,1
598,1731,0.7323149738947903,0.0606585788561525,0.24205661467359907,0.0317735413056037,0.7126436781609196,0.8917645267959552,0.03119584055459272,0.0005777007510109763,3,2
599,1923,0.6828702261963112,0.06656266250650025,0.297451898075923,0.08528341133645345,0.7202072538860104,0.8429302354827117,0.05096203848153926,0.0343213728549142,1,2
600,1699,0.7089539709475687,0.0688640376692172,0.2873454973513832,0.04473219540906415,0.6882352941176471,0.8695918952491728,0.04120070629782225,0.003531489111241907,2,1
601,2058,0.738632773854765,0.05150631681243928,0.2678814382896016,0.03935860058309038,0.8543689320388349,0.8858263295338723,0.038872691933916424,0.00048590864917395527,5,5
602,1597,0.7472101847989927,0.07013149655604256,0.2235441452723857,0.025046963055729492,0.83125,0.9049539949806664,0.024420788979336257,0.0006261740763932373,1,3
603,1638,0.7033073349019984,0.06837606837606847,0.2692307692307693,0.043345543345543344,0.823170731707317,0.8649368326810677,0.04212454212454213,0.001221001221001221,1,1
604,1880,0.7349325904837891,0.06382978723404253,0.25,0.023936170212765957,0.7446808510638298,0.8927763746505067,0.021808510638297873,0.002127659574468085,2,2
605,1999,0.797197267621556,0.03951975987993997,0.19779889944972498,0.026013006503251626,0.835,0.9284999690892015,0.016508254127063533,0.009504752376188095,5,1
606,1721,0.7059081282407069,0.07088901801278324,0.27600232423009874,0.05287623474723998,0.6936416184971098,0.8694311489570555,0.0337013364323068,0.01917489831493318,1,1
607,1733,0.7664376984021128,0.06751298326601274,0.20427005193306402,0.02192729371032891,0.7528735632183908,0.917308076412696,0.02192729371032891,0.0,1,1
608,1690,0.7781098280973469,0.04349112426035501,0.21834319526627222,0.00650887573964497,0.6923076923076923,0.9256270254542357,0.000591715976331361,0.005917159763313609,1,4
609,1600,0.6868899943821193,0.06718750000000001,0.27631250000000007,0.0775,0.65,0.8554183479119629,0.044375,0.033125,2,2
610,1824,0.671059735910226,0.08059210526315796,0.2875000000000001,0.0712719298245614,0.7158469945355191,0.8333189042825951,0.0712719298245614,0.0,3,2
611,1568,0.7109617739881243,0.07334183673469391,0.2731505102040816,0.07079081632653061,0.8726114649681529,0.870747909407026,0.054209183673469385,0.016581632653061226,2,3
612,1592,0.6632489102987145,0.09170854271356786,0.2908291457286432,0.0885678391959799,0.7,0.8372910838185843,0.0829145728643216,0.005653266331658292,2,2
613,1792,0.699111666341304,0.07952008928571427,0.2857142857142857,0.06529017857142858,0.8833333333333333,0.8631168915713164,0.045200892857142856,0.020089285714285716,1,1
614,1654,0.6279665316443465,0.07920193470374848,0.3204353083434099,0.16505441354292624,0.608433734939759,0.8051046937615293,0.11789600967351874,0.0471584038694075,2,2
615,1776,0.7726394959482689,0.05912162162162161,0.21959459459459463,0.03153153153153153,0.8539325842696629,0.9148285156097459,0.03153153153153153,0.0,1,1
616,1887,0.727685932751294,0.07048224695283523,0.2443031266560678,0.0392156862745098,0.5238095238095238,0.8925606899531227,0.0392156862745098,0.0,1,1
617,1890,0.7021585799347381,0.06190476190476191,0.26375661375661413,0.08095238095238096,0.9259259259259259,0.8644740787596528,0.035449735449735446,0.0455026455026455,1,2
618,1662,0.8147083479577539,0.0421179302045728,0.1648616125150421,0.025872442839951864,0.7724550898203593,0.94137060948245,0.023465703971119134,0.0024067388688327317,2,2
619,1757,0.7292556590218381,0.05122367672168471,0.26807057484348323,0.05179282868525897,0.6931818181818182,0.885364130070467,0.043824701195219126,0.00796812749003984,2,4
620,1758,0.7519115307474719,0.06939704209328784,0.22610921501706474,0.03754266211604096,0.6306818181818182,0.9002590701297752,0.03640500568828214,0.0011376564277588168,2,1
621,1606,0.7601265483653782,0.05666251556662516,0.23412204234122036,0.019925280199252802,0.8819875776397516,0.9114796317114232,0.009962640099626401,0.009962640099626401,2,2
622,1651,0.6600851404111199,0.08237431859479105,0.3179890975166566,0.13567534827377348,0.7710843373493976,0.8241739854679647,0.07389460932768019,0.061780738946093275,3,1
623,1579,0.6771554487308226,0.07663077897403425,0.2970234325522482,0.09309689677010766,0.7151898734177216,0.8473959361673968,0.04496516782773907,0.048131728942368585,3,1
624,1739,0.7838061973861049,0.04025301897642325,0.22714203565267388,0.012650948821161587,0.8505747126436781,0.9209045261144942,0.008050603795284647,0.004600345025876941,4,4
625,2023,0.7979579481994403,0.03163618388531875,0.21354424122590218,0.010380622837370242,0.8226600985221675,0.9279059663596109,0.010380622837370242,0.0,2,1
626,1858,0.6692330896855784,0.0904198062432724,0.29886975242195907,0.09795479009687837,0.5483870967741935,0.8320028010480628,0.05866523143164693,0.039289558665231435,2,2
627,1838,0.7925019211247831,0.040805223068552804,0.1996735582154516,0.013057671381936888,0.6956521739130435,0.9265498586733006,0.013057671381936888,0.0,1,4
628,1861,0.702450924553711,0.08597528210639444,0.2675980655561526,0.04567436861902203,0.7219251336898396,0.865248048780207,0.045137023105857065,0.0005373455131649651,2,1
629,1738,0.7383736543543057,0.06156501726121982,0.21403912543153047,0.03394706559263521,0.7126436781609196,0.891140837061254,0.03394706559263521,0.0,2,1
630,1716,0.7272279002133583,0.06293706293706292,0.24417249417249418,0.05303030303030303,0.7674418604651163,0.8840383262464275,0.05303030303030303,0.0,2,1
631,1750,0.6817437523214631,0.09200000000000001,0.27605714285714295,0.048,0.5771428571428572,0.8456392141145731,0.044571428571428574,0.0034285714285714284,1,1
632,1745,0.6450789131613156,0.07163323782234958,0.32355300859598857,0.1484240687679083,0.5657142857142857,0.8175279996586672,0.09340974212034384,0.05501432664756447,2,2
633,1598,0.729011085375352,0.08072590738423024,0.24843554443053817,0.028785982478097622,0.725,0.8895989118131685,0.028785982478097622,0.0,2,3
634,1792,0.714824880545096,0.05580357142857145,0.2723214285714286,0.041294642857142856,0.75,0.8706426929987031,0.03962053571428571,0.0016741071428571428,1,1
635,2029,0.7106545038023138,0.07787087235091178,0.27304090685066534,0.04238541153277477,0.8522167487684729,0.8720763540321452,0.041399704287826515,0.0009857072449482504,2,2
636,1737,0.6788683469372309,0.07253886010362687,0.3208981001727116,0.1404720782959125,0.8735632183908046,0.8392606371418143,0.07887161773172136,0.061600460564191134,2,2
637,1621,0.6572553318488443,0.09870450339296732,0.29364589759407767,0.07711289327575571,0.5521472392638037,0.8230536163000546,0.07526218383713756,0.001850709438618137,1,3
638,1847,0.7160086509131128,0.06659447753113157,0.25663237682728757,0.040606388738494856,0.6378378378378379,0.8744177833922984,0.040606388738494856,0.0,3,2
639,1849,0.7779334853825907,0.038939967550027044,0.23428880475932937,0.02650081124932396,0.7675675675675676,0.9139572328264745,0.024337479718766902,0.002163331530557058,1,1
640,1755,0.7345396264558842,0.06723646723646726,0.26438746438746435,0.034757834757834755,0.7727272727272727,0.8888990308051632,0.02792022792022792,0.006837606837606838,4,4
641,1640,0.7367803513121498,0.06707317073170738,0.24573170731707317,0.028658536585365855,0.7682926829268293,0.8926776122077369,0.016463414634146342,0.012195121951219513,2,2
642,1835,0.5917455561987153,0.12370572207084474,0.3536784741144413,0.18310626702997276,0.6847826086956522,0.7560200953686744,0.1307901907356948,0.05231607629427793,2,1
643,1696,0.7417754660093446,0.06308962264150944,0.2314268867924528,0.02653301886792453,0.8117647058823529,0.9006349668209068,0.02653301886792453,0.0,2,1
644,1745,0.7872192923490187,0.04813753581661895,0.21203438395415472,0.009742120343839542,0.7828571428571428,0.923941222236988,0.009742120343839542,0.0,2,1
645,1791,0.7793933444978527,0.03573422668900056,0.22389726409826916,0.008375209380234505,0.7722222222222223,0.9186199891502409,0.006141820212171971,0.002233389168062535,1,4
646,1824,0.6980747075585155,0.06743421052631582,0.24287280701754388,0.06304824561403509,0.7868852459016393,0.8596030256574905,0.06304824561403509,0.0,3,1
647,1736,0.7103239638619396,0.07834101382488479,0.2514400921658986,0.06221198156682028,0.6666666666666666,0.8752797839221073,0.05933179723502304,0.002880184331797235,2,2
648,2109,0.7815367062835459,0.0369843527738265,0.23992413466097673,0.020862968231389285,0.7251184834123223,0.9139083919282672,0.012802275960170697,0.008060692271218587,2,2
649,1730,0.661795367983791,0.10491329479768785,0.27867052023121397,0.06878612716763005,0.36416184971098264,0.8354668909778107,0.05722543352601156,0.011560693641618497,3,3
