robustness_id,n_nodes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,top_overlap,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count,kendall_tau_b_ci_low,kendall_tau_b_ci_high,median_rank_displacement_ci_low,median_rank_displacement_ci_high,p90_rank_displacement_ci_low,p90_rank_displacement_ci_high,share_rank_displacement_ge_030_ci_low,share_rank_displacement_ge_030_ci_high,top_overlap_ci_low,top_overlap_ci_high
NO_F_EXECUTION,1765,0.6935833557164283,0.0793201133144476,0.28668555240793203,0.06968838526912181,0.6949152542372882,0.8605918776878659,0.05042492917847025,0.019263456090651557,1,1,0.595591626292341,0.7766365092029764,0.045137812236879044,0.11908739161660696,0.20381593994134842,0.35614588431489835,0.015665403349591822,0.18787165962965294,0.45219072892552653,0.8730654761904759
SUPPORT_50,1765,0.7161031053170667,0.06855524079320108,0.2736543909348441,0.041359773371104816,0.7627118644067796,0.8785516733120861,0.039660056657223795,0.0016997167138810198,1,1,,,,,,,,,,
FULL_SUPPORT_100,1765,0.7161031053170667,0.06855524079320108,0.2736543909348441,0.041359773371104816,0.7627118644067796,0.8785516733120861,0.039660056657223795,0.0016997167138810198,1,1,,,,,,,,,,
