n_nodes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,top_overlap,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count,kendall_tau_b_ci_low,kendall_tau_b_ci_high,median_rank_displacement_ci_low,median_rank_displacement_ci_high,p90_rank_displacement_ci_low,p90_rank_displacement_ci_high,share_rank_displacement_ge_030_ci_low,share_rank_displacement_ge_030_ci_high,top_overlap_ci_low,top_overlap_ci_high
1765,0.7161031053170667,0.06855524079320108,0.2736543909348441,0.041359773371104816,0.7627118644067796,0.8785516733120861,0.039660056657223795,0.0016997167138810198,1,1,0.6235511305149251,0.7951113454796432,0.04166102383531963,0.1079817455072629,0.188343499054516,0.3374899504417534,0.010386463060836161,0.16782206320540868,0.49403195488721807,0.8950284769115341
