replicate,caliper_minutes,support_status,unique_episode_pairs,median_priority_separation,share_priority_separation_ge_030,median_component_gap_F_continuity,median_component_gap_F_execution,median_component_gap_F_propagation,median_component_gap_P_time,median_component_gap_P_itinerary,median_component_gap_P_service,median_component_gap_R_operating
504,5.0,SUPPORTED,6217,0.21895424836601307,0.3482387003377835,0.0,0.11726829865880145,0.23857790969486825,0.27468229393770194,0.02533807977050364,0.0,0.1391938878456131
505,5.0,SUPPORTED,5851,0.21240708976558031,0.3524183900188002,0.0,0.12200375740597821,0.23251977308069305,0.26653080619483727,0.029801385636901753,0.004533556136838531,0.11875265482813119
506,5.0,SUPPORTED,6106,0.21337579617834396,0.33753684900098263,0.0,0.11429061306969156,0.2408802041944001,0.2555132358402673,0.02177320371059114,0.0,0.15157643807750104
507,5.0,SUPPORTED,6289,0.23677105831533476,0.3952933693750994,0.0,0.11341915730351021,0.210363772942219,0.23651476685889955,0.03007708418017107,0.0,0.11229588164856731
508,5.0,SUPPORTED,5999,0.2152663371773751,0.3547257876312719,0.0,0.1114973255042809,0.21776013452326864,0.2343887506034972,0.014983966167198895,0.0,0.18234159532003105
509,5.0,SUPPORTED,6391,0.23162347964040197,0.37521514629948366,0.0,0.10935388897333347,0.22434631311334663,0.24112663981960905,0.025363384152878025,0.0,0.14206398928072306
510,5.0,SUPPORTED,6400,0.23083941605839414,0.3775,0.0,0.12248730818528739,0.231324970956296,0.25557123209708044,0.0393021488391316,0.0,0.1538038321072236
511,5.0,SUPPORTED,5779,0.22676125244618395,0.3666724346772798,0.0,0.1089015675619628,0.24278488708065882,0.2639299809536283,0.0197739605098249,0.0,0.14366234715271275
512,5.0,SUPPORTED,6920,0.2359208523592085,0.38872832369942195,0.0,0.11970618048936187,0.22122674781999502,0.2534223998386509,0.03894565298117702,0.0,0.14603637772879074
513,5.0,SUPPORTED,6490,0.23909883720930236,0.3929121725731895,0.0,0.1290721367612679,0.24557534620898552,0.26965878338396376,0.041385256545045504,0.005781714972307991,0.13021137705072758
514,5.0,SUPPORTED,6690,0.2473309608540926,0.4068759342301943,0.0,0.10650201540385534,0.23024935814236114,0.25699055401184595,0.024231544054384036,0.0,0.1609242030419409
515,5.0,SUPPORTED,6393,0.21368368864650467,0.3474112310339434,0.0,0.11191773502925137,0.22833588856150083,0.26072448480253657,0.03353575947250408,0.0,0.15689363792189398
516,5.0,SUPPORTED,6147,0.24098258706467662,0.39873108833577353,0.0,0.11261239406688697,0.21126898218660156,0.2885956916031414,0.03007708418017107,0.0,0.15125051454052918
517,5.0,SUPPORTED,6468,0.2248134328358209,0.37244897959183676,0.0,0.09859046509508507,0.214712457213318,0.24287368282366578,0.04042523112551705,0.0,0.11921580147463828
518,5.0,SUPPORTED,6716,0.20826623725174448,0.34514592019058965,0.0,0.11145251841448686,0.22412116098896734,0.21889428161179175,0.03227701277420464,0.0005827250992804503,0.12109937965869903
519,5.0,SUPPORTED,6242,0.22913322632423755,0.37071451457866067,0.0,0.1156610435984262,0.22584191857416275,0.21205706994121845,0.028955003142373478,0.0,0.1747336261533441
520,5.0,SUPPORTED,6708,0.25183719615602035,0.41532498509242693,0.0,0.11338602120625128,0.2269023258451268,0.24461317164184215,0.029448342231361176,0.0,0.17876602166834343
521,5.0,SUPPORTED,6462,0.22485632183908044,0.3700092850510678,0.0,0.1091426954527005,0.238795764761744,0.25259749618212024,0.021770092506896058,0.0,0.2094912277185358
522,5.0,SUPPORTED,6441,0.2235326385079539,0.3508771929824561,0.0,0.10229469876161174,0.22137592983199278,0.22858190395515365,0.025069718595583917,0.0,0.11230415005583178
523,5.0,SUPPORTED,6051,0.223249299719888,0.35729631465873407,0.0,0.105249266052097,0.23605644421477345,0.24048886303891226,0.015695901613992456,0.0,0.18111407719552516
524,5.0,SUPPORTED,6480,0.22320916905444124,0.35030864197530864,0.0,0.11168974668287454,0.2222689982025261,0.2268277227185327,0.03428747866606388,0.0,0.11010663646156903
525,5.0,SUPPORTED,6429,0.21036414565826334,0.33240006221807433,0.0,0.10521974639200113,0.23059274396873647,0.20538211645399174,0.0297844343193111,0.0,0.13112073983065783
526,5.0,SUPPORTED,6250,0.2145260796410544,0.32944,0.0,0.11498169103502087,0.2268651200345297,0.2361723437851002,0.03116235790442536,0.0,0.13559020667663776
527,5.0,SUPPORTED,6358,0.23427299703264096,0.38911607423718153,0.0,0.11725259989882449,0.23092214925281573,0.23580782430650793,0.03428747866606388,0.0,0.14308903235942125
528,5.0,SUPPORTED,6384,0.23373341756159194,0.3818922305764411,0.0,0.10691474996650974,0.23857423641747394,0.2857085769938057,0.02519064989922125,0.0,0.19638699833885767
529,5.0,SUPPORTED,6086,0.2391190351337179,0.39369043706868223,0.0,0.11692119333270405,0.23868910166165244,0.26160931704827306,0.04263632680571782,0.0,0.09988424237817525
530,5.0,SUPPORTED,6023,0.21137685843568196,0.3433504897891416,0.0,0.1091426954527005,0.23195266260881914,0.24935523227246387,0.03877112520167946,0.0,0.1033005194971338
531,5.0,SUPPORTED,6606,0.21831379117811278,0.35725098395398125,0.0,0.1124638303913959,0.23753007217639632,0.238994231800348,0.024773550986604404,0.0012219953087631305,0.08638792798883516
532,5.0,SUPPORTED,6245,0.2308948399738734,0.39279423538831065,0.0,0.1217358085574265,0.23392562462249777,0.24037693577106622,0.035493938225456184,0.0,0.13317540374118836
533,5.0,SUPPORTED,6398,0.2342398022249691,0.37636761487964987,0.0,0.12766126484326792,0.22487829450910798,0.24382555075357115,0.04270437832379175,0.0044258733373427825,0.14589910642297313
534,5.0,SUPPORTED,6186,0.21356033452807646,0.3469123827998707,0.0,0.11213781953126435,0.2279221334951927,0.21954095963707948,0.027309161473719003,0.0,0.1427980250446126
535,5.0,SUPPORTED,6339,0.22875275938189849,0.3647262975232686,0.0,0.13179920287802815,0.24634604045431896,0.2819101513630481,0.025290778265043903,0.006739691380999862,0.1511251434217907
536,5.0,SUPPORTED,6055,0.22160044767767206,0.35573905862923205,0.0,0.12013534907087246,0.23771330052691464,0.2939274807733154,0.029675988434281465,0.0017106602268965182,0.13021137705072758
537,5.0,SUPPORTED,6050,0.22881355932203384,0.37355371900826445,0.0,0.10659692442243028,0.23340073975764414,0.23333435700357963,0.020848492708793534,0.0,0.13971454962156715
538,5.0,SUPPORTED,6282,0.2330462863293864,0.38475007959248647,0.0,0.11168202683877419,0.22505404308247012,0.26267906656121415,0.03007708418017107,0.002261816425291301,0.12458504810929298
539,5.0,SUPPORTED,6801,0.23120656980416926,0.381708572268784,0.0,0.11041021181245116,0.21304630283197065,0.2477139556966605,0.037553683616122935,0.00040171461946134773,0.16893708407878874
540,5.0,SUPPORTED,6670,0.21240359897172234,0.34152923538230884,0.0,0.11692426624187433,0.2280124826761493,0.2386977006644811,0.029532100499824854,0.004087684745688644,0.12109937965869903
541,5.0,SUPPORTED,6521,0.21127673363577448,0.3508664315289066,0.0,0.10662070792322462,0.22955324388428724,0.2483112689849162,0.0405131641626479,0.0,0.11923588523641229
542,5.0,SUPPORTED,6107,0.22370766488413546,0.36646471262485675,0.0,0.10179701350588244,0.22602443540574518,0.24343852963883642,0.024773550986604404,0.0,0.15032679382129568
543,5.0,SUPPORTED,6348,0.22804163955757972,0.37775677378701955,0.0,0.11064428499102019,0.23070445467717382,0.22805222408024672,0.014302892173110518,0.0,0.15660056732594968
544,5.0,SUPPORTED,6311,0.2278761061946903,0.36729519885913486,0.0,0.1033931829254417,0.22696145364916032,0.26600754454967684,0.027807098822392608,0.0,0.12196748082060366
545,5.0,SUPPORTED,6572,0.224801466096518,0.358338405356056,0.0,0.11360938809436752,0.22294890768826006,0.24463436907985867,0.025729113742772064,0.0,0.10866436951659011
546,5.0,SUPPORTED,6124,0.2286678944137508,0.3858589157413455,0.0,0.1089375425881756,0.2264841363961751,0.24232766818967727,0.033729660418308105,0.0,0.16111750077284093
547,5.0,SUPPORTED,6769,0.2376954255935148,0.3877973112719752,0.0,0.11559035186313421,0.22344302785866355,0.24809693244044972,0.04245839189531794,0.0007183648835516615,0.1449206837452948
548,5.0,SUPPORTED,6646,0.2478142076502733,0.41634065603370446,0.0,0.11464828823726808,0.21435452604809718,0.2581548527956969,0.031285094098264,0.0,0.12928642828483133
549,5.0,SUPPORTED,6032,0.22987901104681746,0.3771551724137931,0.0,0.10847032263272385,0.2264841363961751,0.22120996570610543,0.025363384152878025,0.0,0.14012641697190703
550,5.0,SUPPORTED,6536,0.24406457739791076,0.4033047735618115,0.0,0.11463826488882985,0.2269023258451268,0.24456415693324096,0.029993662520468485,0.0,0.14436488487408497
551,5.0,SUPPORTED,6587,0.22578919208132686,0.35630787915591317,0.0,0.10771383256446018,0.21886976042296746,0.2392920470148447,0.025750799265790405,0.0,0.19536532307974994
552,5.0,SUPPORTED,6646,0.21210553543714436,0.3358411074330424,0.0,0.11923607977617814,0.22446148942690342,0.219775564202237,0.041439511942797366,0.001199876524413829,0.11439509639959891
553,5.0,SUPPORTED,6304,0.2275883838383838,0.37515862944162437,0.0,0.12546498464565958,0.23413639715581677,0.2950316644329693,0.027437202204631212,0.0044258733373427825,0.20313798406714315
554,5.0,SUPPORTED,6279,0.23048433048433048,0.3707596751075012,0.0,0.1164658984578966,0.21124396972524606,0.21366954401528102,0.036689331142946396,0.0,0.12169280424714088
555,5.0,SUPPORTED,6006,0.2275561097256858,0.3782883782883783,0.0,0.11019947453956666,0.22828187762061147,0.248854497924834,0.027542693279709603,0.0,0.13325080137591183
556,5.0,SUPPORTED,6157,0.22250712250712248,0.375182718856586,0.0,0.11586275916752886,0.22696145364916032,0.22526666015885333,0.040118202465058234,0.0,0.16904685171321035
557,5.0,SUPPORTED,6120,0.2194383259911894,0.3570261437908497,0.0,0.11586638040486681,0.24278488708065882,0.2518065969417146,0.022013589406362097,0.0,0.15947126718237994
558,5.0,SUPPORTED,6739,0.22404991491775383,0.3693426324380472,0.0,0.11301725019738493,0.2247554591624067,0.2819101513630481,0.025363384152878025,0.0,0.1934152014553547
559,5.0,SUPPORTED,6568,0.2450303699613473,0.40849573690621194,0.0,0.10770526634001998,0.22176683254434232,0.22103068706056717,0.03646133662604914,0.0,0.15513016775763344
560,5.0,SUPPORTED,6240,0.22581129807692307,0.3717948717948718,0.0,0.11932277618957642,0.2305586234030378,0.26385481236234504,0.037770791795291095,0.004950079970363828,0.1338617441710085
561,5.0,SUPPORTED,6294,0.23456618464961065,0.3895773752780426,0.0,0.11475152735170921,0.2367020558496733,0.24630377962784739,0.030419113706122953,0.0013600132125926607,0.15789143686129825
562,5.0,SUPPORTED,6137,0.2099494097807757,0.3430014665145837,0.0,0.11666916997191532,0.23310826295190973,0.24460080773379161,0.042563095401917724,0.0044258733373427825,0.11010663646156903
563,5.0,SUPPORTED,6096,0.21657142857142858,0.34612860892388453,0.0,0.11387225033660581,0.23403221478654518,0.2179676001012776,0.025659005179695223,0.0,0.12424750468562706
564,5.0,SUPPORTED,6405,0.24183197199533257,0.3982825917252147,0.0,0.10912551743088472,0.21673864772013585,0.24631094556573863,0.030256257991153265,0.0,0.1549781240290031
565,5.0,SUPPORTED,6754,0.2249163879598662,0.3557891619780871,0.0,0.10787953728868163,0.21831032502724912,0.22458627616253177,0.028228485137077094,0.0,0.11229588164856731
566,5.0,SUPPORTED,6132,0.22278548559231584,0.34898891063274623,0.0,0.127024682926062,0.21354045516206338,0.24865853835384696,0.03314133929159904,0.004399318034395356,0.11108010467141868
567,5.0,SUPPORTED,6140,0.23133903133903133,0.3770358306188925,0.0,0.11781747205018553,0.22073988619352694,0.25821840325506623,0.02574670287858516,0.0,0.15517368262371753
568,5.0,SUPPORTED,6236,0.21674445740956824,0.35070558050032075,0.0,0.11322774450330608,0.22122674781999502,0.23178520657805907,0.0278884048047445,0.0,0.11444624139332266
569,5.0,SUPPORTED,6345,0.22661870503597126,0.3607565011820331,0.0,0.11649748162630877,0.24214661419391628,0.26719882472637757,0.03002733115064869,0.0,0.11313239571172742
570,5.0,SUPPORTED,6351,0.21510228640192536,0.34388285309400096,0.0,0.11636792603202784,0.2250533798141988,0.21182225711998925,0.03784836375390752,0.0007956178232004672,0.12703322002718753
571,5.0,SUPPORTED,6357,0.23770491803278687,0.38508730533270413,0.0,0.11781935276848023,0.24884497625915572,0.21959947933595036,0.03570012346458239,4.7316407270269964e-05,0.140063237096183
572,5.0,SUPPORTED,6225,0.2294250281848929,0.37060240963855423,0.0,0.11049565149347904,0.23746773975323965,0.23494017979831128,0.030742586771910444,0.0,0.13322681612335147
573,5.0,SUPPORTED,6630,0.22403846153846152,0.3832579185520362,0.0,0.1116974665269749,0.2270539447614283,0.25554223396867387,0.03060537767722759,0.0,0.14052684884518385
574,5.0,SUPPORTED,6445,0.2296228710462287,0.3757951900698216,0.0,0.10179701350588244,0.22505470635074143,0.23606730523191521,0.029675988434281465,0.0,0.13330285854787932
575,5.0,SUPPORTED,6351,0.22464126669965365,0.3586836718626988,0.0,0.10149230287574665,0.22897979261002288,0.20518304881889038,0.029353323573650923,0.0,0.10543093457818031
576,5.0,SUPPORTED,6659,0.23943661971830987,0.38984832557441057,0.0,0.11387225033660581,0.23166627894710973,0.24631094556573863,0.024649036223235127,0.0,0.15947126718237994
577,5.0,SUPPORTED,5796,0.2109982068141064,0.3202208419599724,0.0,0.11881434641477157,0.23979707253282015,0.17128149110722657,0.042300747792184866,0.0006625460161416566,0.09656235553354536
578,5.0,SUPPORTED,6549,0.2288220551378446,0.3768514276988853,0.0,0.10332715060726248,0.23193805114715355,0.22979779545889234,0.03225612218521185,0.0,0.09644492417573929
579,5.0,SUPPORTED,6034,0.23684210526315788,0.3929400066291018,0.0,0.10089064976299679,0.22298541925265455,0.2534223998386509,0.0368419009345694,0.0,0.17749768630601465
580,5.0,SUPPORTED,6123,0.2134110787172011,0.33806957373836355,0.0,0.11145251841448686,0.23156477034426645,0.2030589722052789,0.03007708418017107,0.0,0.10543093457818031
581,5.0,SUPPORTED,5868,0.2125748502994012,0.34389911383776417,0.0,0.11550639269541389,0.23771330052691464,0.2762963352300327,0.03127432949801238,0.0,0.17006351480667942
582,5.0,SUPPORTED,6104,0.2165037377803335,0.35697903014416776,0.0,0.12210509515716694,0.23107875715650145,0.21018737935831494,0.025363384152878025,0.001651800765851205,0.14366234715271275
583,5.0,SUPPORTED,6145,0.22872996300863135,0.36696501220504474,0.0,0.12537977355053656,0.2384547565172468,0.25543589303540626,0.024649036223235127,0.001245980255651721,0.1262058271095157
584,5.0,SUPPORTED,6287,0.21924050632911393,0.3551773500874821,0.0,0.10149230287574665,0.22637912880527095,0.23259374240301983,0.030742586771910444,0.0,0.12109937965869903
585,5.0,SUPPORTED,6423,0.23858921161825725,0.4009030048264051,0.0,0.10982678818297298,0.22828187762061147,0.2376727149634437,0.028476821771731692,0.0,0.13170409875456246
586,5.0,SUPPORTED,6159,0.21651785714285715,0.32959896087027113,0.0,0.0988573855089559,0.23366758717632163,0.22622576610704248,0.02112171862665206,0.0,0.13641751492395998
587,5.0,SUPPORTED,6124,0.20887877063175872,0.31564337034617895,0.0,0.10859345362451156,0.22919219983741634,0.24978537828597736,0.028384052308301655,0.00021107135682533334,0.16904685171321035
588,5.0,SUPPORTED,6486,0.2264618434093162,0.37511563367252543,0.0,0.11533290986839395,0.2279221334951927,0.24287368282366578,0.03769865463381333,0.0019513650889095846,0.15328041072934867
589,5.0,SUPPORTED,6317,0.23223570190641246,0.3834098464460978,0.0,0.11462391118714384,0.22302881276906197,0.2833083656508809,0.027244366341039224,0.0,0.09652929492294789
590,5.0,SUPPORTED,6323,0.23148148148148148,0.37893405029258265,0.0,0.1353905813576763,0.2408141789931075,0.24085981371393358,0.030551829975228702,0.006286840226789739,0.11212503849671161
591,5.0,SUPPORTED,6247,0.20715522215810733,0.3374419721466304,0.0,0.11512794243430617,0.22696145364916032,0.2189856187706067,0.03196055020113641,0.0,0.10032112919725478
592,5.0,SUPPORTED,6825,0.2173174872665535,0.34095238095238095,0.0,0.1157930728239829,0.22080916420673025,0.18922721104212809,0.03007708418017107,0.0,0.11229588164856731
593,5.0,SUPPORTED,6307,0.2225678733031674,0.36182019977802443,0.0,0.12061773396157782,0.23897463716474363,0.257584433544397,0.03704289889570546,0.0026681258929334307,0.09648710954934359
594,5.0,SUPPORTED,6140,0.20213306246825802,0.3245928338762215,0.0,0.11676618861619159,0.22862731689099877,0.23523354489716408,0.03125766021617972,0.0020824501571734067,0.1033005194971338
595,5.0,SUPPORTED,6289,0.22727272727272727,0.3644458578470345,0.0,0.12083099654067639,0.23304414705842671,0.2343887506034972,0.03159009727377272,0.0,0.1435197634156794
596,5.0,SUPPORTED,6543,0.23544375353306957,0.3839217484334403,0.0,0.11207734842045121,0.23375092829878788,0.20760692918807466,0.0321432572830289,0.0,0.11183775566056645
597,5.0,SUPPORTED,6266,0.2158682634730539,0.35876157037982764,0.0,0.10770526634001998,0.22611052368971685,0.23311586194016315,0.038011979440483956,0.0,0.1250556588932218
598,5.0,SUPPORTED,6852,0.22819179664933562,0.37040280210157617,0.0,0.11436171210560143,0.21500810643192392,0.23664689289406018,0.0361629953327317,0.0012466815521177737,0.15984493099772068
599,5.0,SUPPORTED,6335,0.22906916276651065,0.37063930544593526,0.0,0.10771383256446018,0.22380693987652195,0.24972750478611003,0.034248597354296674,0.0,0.14233773832675073
600,5.0,SUPPORTED,6135,0.21453796350794585,0.34702526487367563,0.0,0.11587834301104964,0.23029402741267405,0.2227074053007766,0.0361629953327317,0.0,0.12941639240882913
601,5.0,SUPPORTED,6326,0.22789115646258495,0.37322162503951944,0.0,0.10807674377471871,0.23092214925281573,0.21983943056681166,0.025533375066672283,0.0021373420434436336,0.1250556588932218
602,5.0,SUPPORTED,6386,0.23074514715090794,0.3748825555903539,0.0,0.11466989473111053,0.2504315117911148,0.27106117467047014,0.03439009498040173,0.0018518413950445465,0.14568121564516343
603,5.0,SUPPORTED,6014,0.22527472527472525,0.374792151646159,0.0,0.11879245974020758,0.2328948176436401,0.21814168520683724,0.020059101232529117,0.00040171461946134773,0.15032679382129568
604,5.0,SUPPORTED,6352,0.22074468085106383,0.3650818639798489,0.0,0.11405197157277691,0.22522612748434762,0.2406155651732746,0.03255757489282533,0.0,0.12458504810929298
605,5.0,SUPPORTED,6186,0.2191095547773887,0.3646944713870029,0.0,0.10491774165720091,0.22446148942690342,0.2793029463644605,0.03580271791640985,0.0,0.13604636718519034
606,5.0,SUPPORTED,6120,0.22283556072051133,0.3660130718954248,0.0,0.11497789490809071,0.22192428937168937,0.20468627061881517,0.031285094098264,0.0,0.16111750077284093
607,5.0,SUPPORTED,6237,0.22735141373341028,0.3655603655603656,0.0,0.1091426954527005,0.2222689982025261,0.2292093578789423,0.037841037375140524,0.0,0.09644492417573929
608,5.0,SUPPORTED,6058,0.22366863905325446,0.35638824694618687,0.0,0.10662070792322462,0.23771330052691464,0.266019355426901,0.03244687898189359,0.0,0.13948506853782977
609,5.0,SUPPORTED,6193,0.22999999999999998,0.37720006458905214,0.0,0.11219950093244037,0.20764627680182463,0.2442744111975513,0.028228485137077094,0.0,0.16712807887233794
610,5.0,SUPPORTED,5981,0.2275219298245614,0.3656579167363317,0.0,0.12054219041430561,0.24611375710986994,0.2874799628855424,0.022816334504183453,0.0008537018356061347,0.18711177363105447
611,5.0,SUPPORTED,6725,0.2216198979591837,0.35107806691449817,0.0,0.12426524172427461,0.22922469127179496,0.25843314116996824,0.03784836375390752,0.0037803482530468007,0.12458504810929298
612,5.0,SUPPORTED,6363,0.24214824120603015,0.3998114097123998,0.0,0.11588274914196092,0.23746773975323965,0.2343887506034972,0.03426274088874895,0.0012603427314386503,0.16893708407878874
613,5.0,SUPPORTED,6309,0.24051339285714285,0.38183547313361865,0.0,0.11243982938088652,0.23887556757763384,0.23894653798157778,0.025533375066672283,0.0,0.177604441068042
614,5.0,SUPPORTED,6567,0.24334945586457074,0.4093193238921882,0.0,0.11178712602150938,0.22833588856150083,0.25855130420429945,0.027566511923104227,0.0,0.13325080137591183
615,5.0,SUPPORTED,6250,0.2081925675675676,0.33136,0.0,0.10571108206161571,0.2097114160755018,0.23678721854542237,0.030742586771910444,0.0,0.11864135642535986
616,5.0,SUPPORTED,6507,0.2543720190779014,0.41970185953588446,0.0,0.11347196375102026,0.2270669822115453,0.21874331707022976,0.03031684713457801,0.0,0.13112073983065783
617,5.0,SUPPORTED,6641,0.2222222222222222,0.3662099081463635,0.0,0.11051275951253688,0.21855501430218283,0.24809693244044972,0.029078265776050556,0.001818145089457118,0.2036976458504796
618,5.0,SUPPORTED,6308,0.21796028880866428,0.35256816740646796,0.0,0.10164181503248132,0.23313548542619164,0.22738102597228182,0.04091126385564639,0.0,0.0935148940489679
619,5.0,SUPPORTED,6476,0.24445076835515084,0.4047251389746757,0.0,0.11261239406688697,0.230501810432179,0.21310589701469296,0.040118202465058234,0.0,0.11772549771412741
620,5.0,SUPPORTED,6696,0.21871444823663255,0.37007168458781364,0.0,0.11035958048908955,0.23738491452720212,0.22828683149652365,0.025363384152878025,0.0013007430776822149,0.10930395403411239
621,5.0,SUPPORTED,6471,0.2076587795765878,0.3146345232576109,0.0,0.10361240962040891,0.21121124286437398,0.24048886303891226,0.03813646330080261,0.0,0.14062418094836177
622,5.0,SUPPORTED,6793,0.2247122955784373,0.3653761224790225,0.0,0.12552094457136903,0.23186961639107162,0.242269562839514,0.04745355501398047,0.006286840226789739,0.13732316856330734
623,5.0,SUPPORTED,6318,0.2292590246991767,0.362298195631529,0.0,0.10749594733009447,0.23531934868078663,0.22277355659879167,0.029675988434281465,0.0,0.1770177563295374
624,5.0,SUPPORTED,6244,0.21751006325474412,0.3584240871236387,0.0,0.10045574998623441,0.22776885700366029,0.2196314095229399,0.029675988434281465,0.0,0.14052684884518385
625,5.0,SUPPORTED,6348,0.2184873949579832,0.36231884057971014,0.0,0.0980393211631214,0.2223508540329931,0.21789636858608458,0.020059101232529117,0.0,0.1398927601054311
626,5.0,SUPPORTED,6128,0.23439181916038748,0.3704308093994778,0.0,0.1100711839442887,0.21726157570487306,0.22277355659879167,0.029629811452277943,0.0,0.1250556588932218
627,5.0,SUPPORTED,6255,0.22714907508161045,0.373621103117506,0.0,0.11986908400499766,0.2538299817941141,0.26054240949842544,0.04014960482447896,0.0,0.11050339643843472
628,5.0,SUPPORTED,6150,0.22702847931219772,0.37365853658536585,0.0,0.10804811495076759,0.2200653547730324,0.2295557005077969,0.03385363532986643,0.0,0.1399401026779448
629,5.0,SUPPORTED,6257,0.2318757192174914,0.3957167971871504,0.0,0.10888876451302645,0.21890524431552622,0.21994767698844886,0.029675988434281465,0.0,0.11785706931234685
630,5.0,SUPPORTED,6332,0.22989510489510492,0.3802905874921036,0.0,0.1220746676700496,0.2417165051039773,0.28997599833180854,0.049458157996643694,0.005781714972307991,0.10237903421880745
631,5.0,SUPPORTED,6712,0.23485714285714285,0.3776817640047676,0.0,0.11626338469795891,0.21886976042296746,0.21693599304019895,0.040118202465058234,0.0,0.12196748082060366
632,5.0,SUPPORTED,5979,0.23925501432664756,0.4015721692590734,0.0,0.10937915650634644,0.23771330052691464,0.2483112689849162,0.0278884048047445,0.0,0.19234194182790806
633,5.0,SUPPORTED,6001,0.19524405506883608,0.30294950841526413,0.0,0.11965754248462068,0.22304174378805314,0.24209260460410498,0.028041089756248673,0.0005740983222439766,0.12525638754709995
634,5.0,SUPPORTED,5849,0.23911830357142855,0.39630706103607455,0.0,0.11249583823989862,0.2236818447534463,0.2523021022631179,0.031285094098264,0.0,0.15689363792189398
635,5.0,SUPPORTED,6102,0.2247412518482011,0.3647984267453294,0.0,0.10678257419016748,0.24235817706878438,0.23894653798157778,0.015260571679295338,0.0,0.1609262537938775
636,5.0,SUPPORTED,6225,0.21790443293033968,0.3598393574297189,0.0,0.11568438114173822,0.23258640820871399,0.25682867884426125,0.03550481105653983,0.0014981855569575564,0.10689061991870405
637,5.0,SUPPORTED,6436,0.2461443553362122,0.4117464263517713,0.0,0.12255099848676873,0.2264841363961751,0.2708675305037651,0.042989519046495964,0.0,0.1321656681593586
638,5.0,SUPPORTED,6013,0.23362208987547373,0.3858307001496757,0.0,0.1198895780424423,0.22543652511444157,0.24437570232104303,0.027102860635821766,0.0,0.12109937965869903
639,5.0,SUPPORTED,6487,0.21471065440778803,0.3391398180977339,0.0,0.10892521466629032,0.22955324388428724,0.22564167655859024,0.04253336000525968,0.0,0.12911286720773205
640,5.0,SUPPORTED,6151,0.22905982905982908,0.374735815314583,0.0,0.10725419678173603,0.22610405577843415,0.21949855481661407,0.030742586771910444,0.0,0.1169512768858113
641,5.0,SUPPORTED,6424,0.22865853658536583,0.3723536737235367,0.0,0.11298954683511778,0.2392636448683334,0.23627738233828524,0.031285094098264,0.0,0.12254172934855297
642,5.0,SUPPORTED,6595,0.23269754768392373,0.39378316906747535,0.0,0.1091426954527005,0.21643079656059855,0.2707893599709224,0.022793192346253068,0.00014192394983721275,0.21701499826740472
643,5.0,SUPPORTED,6193,0.22140330188679247,0.35669304052963025,0.0,0.11649748162630877,0.23258640820871399,0.23692754419678455,0.03648437097262183,0.0021529429936498583,0.15947126718237994
644,5.0,SUPPORTED,6066,0.2140401146131805,0.3537751401252885,0.0,0.10271289220476962,0.23441583003823818,0.22915180450825046,0.01624341490928221,0.0,0.1591789325233549
645,5.0,SUPPORTED,6373,0.21328866554997208,0.3381453004864271,0.0,0.11591624090915968,0.23921834437642242,0.23494017979831128,0.03841008702851681,0.0,0.15701285549439492
646,5.0,SUPPORTED,6440,0.22491776315789472,0.3647515527950311,0.0,0.1302622120712113,0.24969683581002755,0.2665518995461834,0.036206837280700545,0.006000207961965267,0.12928642828483133
647,5.0,SUPPORTED,6337,0.23675115207373276,0.387407290516017,0.0,0.11994922997124302,0.22771971389884135,0.27305046148496404,0.035819109726240236,0.0044258733373427825,0.11229588164856731
648,5.0,SUPPORTED,6693,0.24039829302987192,0.3978783803974302,0.0,0.10727263141341292,0.22341314544901253,0.26591488192975943,0.042300747792184866,0.0,0.1234453210607171
649,5.0,SUPPORTED,6432,0.22745664739884391,0.38277363184079605,0.0,0.11718630822724664,0.23771330052691464,0.23415463405557418,0.018079492318960024,0.0,0.16604871326158915
650,5.0,SUPPORTED,5845,0.21517412935323388,0.3517536355859709,0.0,0.10618349808774999,0.23683048067032358,0.2295557005077969,0.008375871841994202,0.0,0.16904685171321035
651,5.0,SUPPORTED,6744,0.24299065420560745,0.4070284697508897,0.0,0.10980737645418143,0.23171764538400483,0.26257268256135313,0.02959075539941389,0.0001544889211236404,0.16223683291758773
652,5.0,SUPPORTED,6508,0.23804185351270551,0.3978180700676091,0.0,0.11034716059095395,0.2270539447614283,0.2303137540515217,0.030742586771910444,0.0,0.17350387716433024
653,5.0,SUPPORTED,6361,0.22959844559585493,0.35984908033328095,0.0,0.11347196375102026,0.24908103606774823,0.22670559003064253,0.039881199960939966,0.0,0.13635527850128712
654,5.0,SUPPORTED,6866,0.2548602673147023,0.41159335857850277,0.0,0.11889191104244548,0.2181101979047526,0.2756423973003057,0.03784836375390752,0.0,0.11522630290128291
655,5.0,SUPPORTED,6051,0.2127804214819851,0.32424392662369855,0.0,0.10306213981718479,0.22771971389884135,0.23557247758812905,0.024224179927414925,0.0,0.13868890684098006
656,5.0,SUPPORTED,6591,0.22848297213622287,0.3726293430435442,0.0,0.11738162476874148,0.22602443540574518,0.26217050930760544,0.04107652811004644,0.0020832805178791925,0.13325080137591183
657,5.0,SUPPORTED,6381,0.22911622276029053,0.385049365303244,0.0,0.10496520772679055,0.24235819485825982,0.26009797436493776,0.02280323732036766,0.0,0.12466650404821858
658,5.0,SUPPORTED,5693,0.21865054105665183,0.35447040224837517,0.0,0.12005381647716551,0.2330224493274473,0.2795085906033924,0.025333787422910793,0.0,0.17247291522221592
