replicate,quantity_id,estimate,n_nodes
10,R_operating,0.25891579927586883,1609
10,score_F,0.923506400257496,1609
10,score_P,0.5715525885760975,1609
10,score_R,0.25891579927586883,1609
11,F_continuity,-0.09138873641319785,1827
11,F_execution,0.8230832615055644,1827
11,F_propagation,0.9969182940394082,1827
11,P_time,0.669432147530175,1827
11,P_itinerary,0.36765657056367773,1827
11,P_service,0.5866299820281893,1827
11,R_operating,0.34367744440024167,1827
11,score_F,0.937440419375604,1827
11,score_P,0.6513262369522557,1827
11,score_R,0.34367744440024167,1827
12,F_continuity,-0.0654236609551971,1742
12,F_execution,0.7979846759045799,1742
12,F_propagation,1.0,1742
12,P_time,0.5499252993801467,1742
12,P_itinerary,0.30778547399129863,1742
12,P_service,0.5834583435359885,1742
12,R_operating,0.20020377758311195,1742
12,score_F,0.9254419814182622,1742
12,score_P,0.5343672365656068,1742
12,score_R,0.20020377758311195,1742
13,F_continuity,-0.2025778691868219,1792
13,F_execution,0.8642277753974723,1792
13,F_propagation,0.9922512229890195,1792
13,P_time,0.5656370632292504,1792
13,P_itinerary,0.3696046622110916,1792
13,P_service,0.6110696663067321,1792
13,R_operating,0.24709243947045942,1792
13,score_F,0.9473985519447718,1792
13,score_P,0.5657592935585863,1792
13,score_R,0.24709243947045942,1792
14,F_continuity,-0.13289577884695,1767
14,F_execution,0.76523412424089,1767
14,F_propagation,0.9963173556483371,1767
14,P_time,0.5172188578845156,1767
14,P_itinerary,0.25237788063600985,1767
14,P_service,0.5425647613027401,1767
14,R_operating,0.2571584975325801,1767
14,score_F,0.9215112381140577,1767
14,score_P,0.49641264437799176,1767
14,score_R,0.2571584975325801,1767
15,F_continuity,-0.11638682970774979,1688
15,F_execution,0.8244953408146671,1688
15,F_propagation,0.9958609729836315,1688
15,P_time,0.6533683257613242,1688
15,P_itinerary,0.44586654080280685,1688
15,P_service,0.5577119641901527,1688
15,R_operating,0.30164932611622125,1688
15,score_F,0.9267801718321262,1688
15,score_P,0.6475768633889614,1688
15,score_R,0.30164932611622125,1688
16,F_continuity,-0.1290491567863962,1643
16,F_execution,0.8385470746844368,1643
16,F_propagation,0.9985396761610684,1643
16,P_time,0.6027518007496817,1643
16,P_itinerary,0.4054733862311014,1643
16,P_service,0.6551773436695101,1643
16,R_operating,0.26272517201418016,1643
16,score_F,0.941924895308702,1643
16,score_P,0.6093879380191902,1643
16,score_R,0.26272517201418016,1643
17,F_continuity,-0.11894898514866559,1726
17,F_execution,0.8644635559017462,1726
17,F_propagation,0.9944716906313219,1726
17,P_time,0.6807127759945825,1726
17,P_itinerary,0.3357677579296005,1726
17,P_service,0.5544670040990971,1726
17,R_operating,0.33770530751917405,1726
17,score_F,0.9375197961575783,1726
17,score_P,0.6607710262933321,1726
17,score_R,0.33770530751917405,1726
18,F_continuity,-0.08830154133196351,1757
18,F_execution,0.8008980644471245,1757
18,F_propagation,0.9942369341689848,1757
18,P_time,0.6093825013948538,1757
18,P_itinerary,0.35904721655227523,1757
18,P_service,0.5232146755779457,1757
18,R_operating,0.2856755802025297,1757
18,score_F,0.9266592274455356,1757
18,score_P,0.6063605340668751,1757
18,score_R,0.2856755802025297,1757
19,F_continuity,-0.10197545164943564,1492
19,F_execution,0.8043071897584317,1492
19,F_propagation,0.9857077440209153,1492
19,P_time,0.642845315104195,1492
19,P_itinerary,0.44244582392455545,1492
19,P_service,0.5463935281229725,1492
19,R_operating,0.2868022805115554,1492
19,score_F,0.9134511891777091,1492
19,score_P,0.6519850826322819,1492
19,score_R,0.2868022805115554,1492
20,F_continuity,-0.20679044194369203,1944
20,F_execution,0.7770799672334623,1944
20,F_propagation,1.0,1944
20,P_time,0.639843986369737,1944
20,P_itinerary,0.36728476788263936,1944
20,P_service,0.5414163466171988,1944
20,R_operating,0.26411518041770793,1944
20,score_F,0.9174119668028597,1944
20,score_P,0.6497842652168131,1944
20,score_R,0.26411518041770793,1944
21,F_continuity,-0.15458348892521187,1816
21,F_execution,0.8367697506457454,1816
21,F_propagation,0.9907062368322224,1816
21,P_time,0.6434035276084796,1816
21,P_itinerary,0.40494705048008467,1816
21,P_service,0.6146312283023248,1816
21,R_operating,0.26803420421569246,1816
21,score_F,0.9387733289284784,1816
21,score_P,0.6475913784685194,1816
21,score_R,0.26803420421569246,1816
22,F_continuity,-0.11579464843867003,2089
22,F_execution,0.8252767038054467,2089
22,F_propagation,0.9929662511857352,2089
22,P_time,0.629631601362862,2089
22,P_itinerary,0.3437360889765565,2089
22,P_service,0.5967425699404869,2089
22,R_operating,0.3109020469746488,2089
22,score_F,0.9279770384186101,2089
22,score_P,0.6263648813370145,2089
22,score_R,0.3109020469746488,2089
23,F_continuity,-0.11359474673711749,1717
23,F_execution,0.8402479826302693,1717
23,F_propagation,0.9978095003573952,1717
23,P_time,0.6413221433744057,1717
23,P_itinerary,0.2223030640433734,1717
23,P_service,0.6461147323764049,1717
23,R_operating,0.3544345544711226,1717
23,score_F,0.9435352716037808,1717
23,score_P,0.6265493867668818,1717
23,score_R,0.3544345544711226,1717
24,F_continuity,-0.062307462703646566,1782
24,F_execution,0.8201744100467195,1782
24,F_propagation,0.9962220367681098,1782
24,P_time,0.5448515668157432,1782
24,P_itinerary,0.29813238199173814,1782
24,P_service,0.5923276717393706,1782
24,R_operating,0.2693665384636663,1782
24,score_F,0.9289427682807783,1782
24,score_P,0.5249772349479495,1782
24,score_R,0.2693665384636663,1782
25,F_continuity,-0.11183383858210516,1731
25,F_execution,0.8116192328285553,1731
25,F_propagation,0.994311868361147,1731
25,P_time,0.6655385574018632,1731
25,P_itinerary,0.3636016192651623,1731
25,P_service,0.6302274325228773,1731
25,R_operating,0.27524072873086003,1731
25,score_F,0.9288595844938684,1731
25,score_P,0.6418041368760689,1731
25,score_R,0.27524072873086003,1731
26,F_continuity,-0.11318896404447719,1801
26,F_execution,0.8116017351443194,1801
26,F_propagation,0.9902601240017328,1801
26,P_time,0.6104322690030667,1801
26,P_itinerary,0.4019669151634683,1801
26,P_service,0.5783340577414667,1801
26,R_operating,0.23244109621973424,1801
26,score_F,0.9285528546678072,1801
26,score_P,0.6228867552184506,1801
26,score_R,0.23244109621973424,1801
27,F_continuity,-0.14529616518798724,1628
27,F_execution,0.8110591665119923,1628
27,F_propagation,0.99379974203455,1628
27,P_time,0.6632344583237603,1628
27,P_itinerary,0.4433436944976474,1628
27,P_service,0.5886093498915829,1628
27,R_operating,0.2279875641180347,1628
27,score_F,0.9228584471020714,1628
27,score_P,0.6578306951884592,1628
27,score_R,0.2279875641180347,1628
28,F_continuity,-0.16041106847817413,1520
28,F_execution,0.8333616606781926,1520
28,F_propagation,0.9945428135732768,1520
28,P_time,0.6303890645989633,1520
28,P_itinerary,0.37156775804830416,1520
28,P_service,0.5967153758098164,1520
28,R_operating,0.27593865375245435,1520
28,score_F,0.9430352467567833,1520
28,score_P,0.6446081385900083,1520
28,score_R,0.27593865375245435,1520
29,F_continuity,-0.1762293189180156,1702
29,F_execution,0.7845037605226002,1702
29,F_propagation,0.9999999999999998,1702
29,P_time,0.6312953607181798,1702
29,P_itinerary,0.4238945435716975,1702
29,P_service,0.5994287456459402,1702
29,R_operating,0.23864978856474833,1702
29,score_F,0.9243322549665599,1702
29,score_P,0.6369275742693713,1702
29,score_R,0.23864978856474833,1702
30,F_continuity,-0.08840551943353993,1571
30,F_execution,0.812883564772898,1571
30,F_propagation,1.0,1571
30,P_time,0.6654762030407564,1571
30,P_itinerary,0.34738931466582945,1571
30,P_service,0.551636669148711,1571
30,R_operating,0.3235352383408233,1571
30,score_F,0.9393293838843322,1571
30,score_P,0.6718168629077893,1571
30,score_R,0.3235352383408233,1571
31,F_continuity,-0.18252227631522563,1775
31,F_execution,0.844321829214779,1775
31,F_propagation,0.9942827060868379,1775
31,P_time,0.5582096952591632,1775
31,P_itinerary,0.36665900611652674,1775
31,P_service,0.6220649452470571,1775
31,R_operating,0.17681336997511743,1775
31,score_F,0.9452775976709001,1775
31,score_P,0.5447550758355899,1775
31,score_R,0.17681336997511743,1775
32,F_continuity,-0.15474450014586452,1851
32,F_execution,0.7736316850114239,1851
32,F_propagation,0.9985850320911547,1851
32,P_time,0.6687368639522001,1851
32,P_itinerary,0.3681495449945675,1851
32,P_service,0.46194955059882264,1851
32,R_operating,0.3121408501567681,1851
32,score_F,0.9167723396854073,1851
32,score_P,0.6682948788779659,1851
32,score_R,0.3121408501567681,1851
33,F_continuity,-0.1406959554742147,1733
33,F_execution,0.7999528876985477,1733
33,F_propagation,0.9984917726280391,1733
33,P_time,0.5302559862922823,1733
33,P_itinerary,0.2918751335826567,1733
33,P_service,0.6039214230915557,1733
33,R_operating,0.2168650685767378,1733
33,score_F,0.9247368964953978,1733
33,score_P,0.521077949309447,1733
33,score_R,0.2168650685767378,1733
34,F_continuity,-0.09303481737991949,1984
34,F_execution,0.8149206447761022,1984
34,F_propagation,1.0,1984
34,P_time,0.5845805736313175,1984
34,P_itinerary,0.35771949373763795,1984
34,P_service,0.6230303929322654,1984
34,R_operating,0.2266471621041295,1984
34,score_F,0.9307803895409393,1984
34,score_P,0.5862647614482794,1984
34,score_R,0.2266471621041295,1984
35,F_continuity,-0.09235734104371279,1980
35,F_execution,0.8274952054289111,1980
35,F_propagation,0.9985470344632892,1980
35,P_time,0.5297422294144419,1980
35,P_itinerary,0.32367992025268333,1980
35,P_service,0.6650019646318301,1980
35,R_operating,0.21332509927389018,1980
35,score_F,0.933117464579084,1980
35,score_P,0.5326262686631206,1980
35,score_R,0.21332509927389018,1980
36,F_continuity,-0.0877537871629637,1895
36,F_execution,0.8512284185661702,1895
36,F_propagation,1.0,1895
36,P_time,0.5958471541214719,1895
36,P_itinerary,0.31221953194852237,1895
36,P_service,0.5819708637348661,1895
36,R_operating,0.19570186455578392,1895
36,score_F,0.9456241344286964,1895
36,score_P,0.5791634851198427,1895
36,score_R,0.19570186455578392,1895
37,F_continuity,-0.11003216657433536,1907
37,F_execution,0.8311893112674021,1907
37,F_propagation,0.9989182691312947,1907
37,P_time,0.646545537856746,1907
37,P_itinerary,0.4686454906012318,1907
37,P_service,0.6192402817745335,1907
37,R_operating,0.26445659988074044,1907
37,score_F,0.9389300196667719,1907
37,score_P,0.643568260661004,1907
37,score_R,0.26445659988074044,1907
38,F_continuity,-0.12868231337712174,1759
38,F_execution,0.8057695843274832,1759
38,F_propagation,0.9918386344738951,1759
38,P_time,0.5322891733197282,1759
38,P_itinerary,0.1678947680048126,1759
38,P_service,0.6015378081109674,1759
38,R_operating,0.25841914801721355,1759
38,score_F,0.9243250522651919,1759
38,score_P,0.5318812814538043,1759
38,score_R,0.25841914801721355,1759
39,F_continuity,-0.029848051375364667,1744
39,F_execution,0.794967931737207,1744
39,F_propagation,1.0,1744
39,P_time,0.5933201154447144,1744
39,P_itinerary,0.38398078923573925,1744
39,P_service,0.6045136313755992,1744
39,R_operating,0.2047509141634899,1744
39,score_F,0.9318920961986608,1744
39,score_P,0.6067373040116577,1744
39,score_R,0.2047509141634899,1744
40,F_continuity,-0.07598024423165374,1594
40,F_execution,0.8176357969467724,1594
40,F_propagation,0.9962040670368676,1594
40,P_time,0.5589835630178942,1594
40,P_itinerary,0.31587670913610777,1594
40,P_service,0.5809438738133668,1594
40,R_operating,0.14778230127284675,1594
40,score_F,0.9266250090685708,1594
40,score_P,0.5627608199880767,1594
40,score_R,0.14778230127284675,1594
41,F_continuity,-0.0662919897820962,1854
41,F_execution,0.7573428826045392,1854
41,F_propagation,0.9999999999999998,1854
41,P_time,0.37978701898233075,1854
41,P_itinerary,0.23350313794628125,1854
41,P_service,0.5527530523786864,1854
41,R_operating,0.15066571853007982,1854
41,score_F,0.9069683441392934,1854
41,score_P,0.37577185082823034,1854
41,score_R,0.15066571853007982,1854
42,F_continuity,-0.05194297466312364,1523
42,F_execution,0.8077731030592373,1523
42,F_propagation,0.9870543992476968,1523
42,P_time,0.6408700496171833,1523
42,P_itinerary,0.44566246917802216,1523
42,P_service,0.5649249862941093,1523
42,R_operating,0.2648090555277478,1523
42,score_F,0.9251985335077924,1523
42,score_P,0.6416922525510314,1523
42,score_R,0.2648090555277478,1523
43,F_continuity,-0.1663273732458136,1523
43,F_execution,0.8228740203110131,1523
43,F_propagation,0.997255820054484,1523
43,P_time,0.5602851455736374,1523
43,P_itinerary,0.3783193358890389,1523
43,P_service,0.6019601861224285,1523
43,R_operating,0.20102360604096245,1523
43,score_F,0.9321246454030855,1523
43,score_P,0.547963955250625,1523
43,score_R,0.20102360604096245,1523
44,F_continuity,-0.09190235921057475,1786
44,F_execution,0.8125438414689042,1786
44,F_propagation,0.9972195598361059,1786
44,P_time,0.5592183154736121,1786
44,P_itinerary,0.3317645900668117,1786
44,P_service,0.612272919398067,1786
44,R_operating,0.1712669404039771,1786
44,score_F,0.9356899376636094,1786
44,score_P,0.5551742970677414,1786
44,score_R,0.1712669404039771,1786
45,F_continuity,-0.16326968949467363,1787
45,F_execution,0.8360184808679434,1787
45,F_propagation,0.9985169290475508,1787
45,P_time,0.5851481980993005,1787
45,P_itinerary,0.40717376430172586,1787
45,P_service,0.6140441842291374,1787
45,R_operating,0.27159122227961763,1787
45,score_F,0.9351503936266975,1787
45,score_P,0.5836326569017971,1787
45,score_R,0.27159122227961763,1787
46,F_continuity,-0.1544509256684225,1648
46,F_execution,0.812257880610257,1648
46,F_propagation,0.987581343708469,1648
46,P_time,0.6163471599829216,1648
46,P_itinerary,0.33183510009885614,1648
46,P_service,0.5923738705543026,1648
46,R_operating,0.2249268674582302,1648
46,score_F,0.9252681031870043,1648
46,score_P,0.6069761765532212,1648
46,score_R,0.2249268674582302,1648
47,F_continuity,-0.15027371928791303,1908
47,F_execution,0.8179645524205533,1908
47,F_propagation,0.9939379568488828,1908
47,P_time,0.6458767038277533,1908
47,P_itinerary,0.4214296094984383,1908
47,P_service,0.6208092377886826,1908
47,R_operating,0.2966476807052425,1908
47,score_F,0.9312527232636031,1908
47,score_P,0.6483127869054484,1908
47,score_R,0.2966476807052425,1908
48,F_continuity,-0.15396444022811737,1864
48,F_execution,0.8403454312858644,1864
48,F_propagation,0.9895915023037484,1864
48,P_time,0.5967302640754363,1864
48,P_itinerary,0.36179028769424154,1864
48,P_service,0.6155656070502971,1864
48,R_operating,0.32163243689483556,1864
48,score_F,0.9338848976420971,1864
48,score_P,0.6034384786414828,1864
48,score_R,0.32163243689483556,1864
49,F_continuity,-0.12483783507822646,1831
49,F_execution,0.7891899877163504,1831
49,F_propagation,0.9950026055190067,1831
49,P_time,0.6512826822810116,1831
49,P_itinerary,0.31339243104370945,1831
49,P_service,0.6083999027339395,1831
49,R_operating,0.2115954255289026,1831
49,score_F,0.9209502881099901,1831
49,score_P,0.6418177897690043,1831
49,score_R,0.2115954255289026,1831
50,F_continuity,-0.1784908000739616,1841
50,F_execution,0.8421407538870921,1841
50,F_propagation,0.9861304865984337,1841
50,P_time,0.6333960345193372,1841
50,P_itinerary,0.42583815596837205,1841
50,P_service,0.6189871683648408,1841
50,R_operating,0.2543489636789848,1841
50,score_F,0.9413291824084465,1841
50,score_P,0.6355802341750422,1841
50,score_R,0.2543489636789848,1841
51,F_continuity,-0.1797497109574827,1691
51,F_execution,0.8573644196931421,1691
51,F_propagation,0.997527955495178,1691
51,P_time,0.6234659912358367,1691
51,P_itinerary,0.2790097622098569,1691
51,P_service,0.6210618453528565,1691
51,R_operating,0.3226648935705669,1691
51,score_F,0.9447630761989083,1691
51,score_P,0.6070331850224707,1691
51,score_R,0.3226648935705669,1691
52,F_continuity,-0.14472144959579217,1867
52,F_execution,0.810595175027298,1867
52,F_propagation,0.9990602226838581,1867
52,P_time,0.589054834390525,1867
52,P_itinerary,0.3512723859615643,1867
52,P_service,0.625144899465767,1867
52,R_operating,0.24732352327748752,1867
52,score_F,0.9289840562502979,1867
52,score_P,0.5797184613078159,1867
52,score_R,0.24732352327748752,1867
53,F_continuity,-0.1254746004728492,1825
53,F_execution,0.840089064658641,1825
53,F_propagation,1.0,1825
53,P_time,0.6700584052574354,1825
53,P_itinerary,0.3846819533002237,1825
53,P_service,0.5952184732730521,1825
53,R_operating,0.3559644066206221,1825
53,score_F,0.9370591942576183,1825
53,score_P,0.6601862810187725,1825
53,score_R,0.3559644066206221,1825
54,F_continuity,-0.11092381358662735,1858
54,F_execution,0.8519848014764019,1858
54,F_propagation,0.9942029504394284,1858
54,P_time,0.6424407455480469,1858
54,P_itinerary,0.36864239313298974,1858
54,P_service,0.6151580545844043,1858
54,R_operating,0.28191933937007724,1858
54,score_F,0.9406924570789988,1858
54,score_P,0.6322832539483144,1858
54,score_R,0.28191933937007724,1858
55,F_continuity,-0.11824521691342813,1893
55,F_execution,0.7793501111291544,1893
55,F_propagation,0.9911765089496817,1893
55,P_time,0.6523245650312632,1893
55,P_itinerary,0.4388362173309305,1893
55,P_service,0.5760683081041494,1893
55,R_operating,0.32919627470756363,1893
55,score_F,0.9146549199585989,1893
55,score_P,0.6498364745568719,1893
55,score_R,0.32919627470756363,1893
56,F_continuity,-0.12897151602341025,1763
56,F_execution,0.8432912829442827,1763
56,F_propagation,0.9854556529870306,1763
56,P_time,0.6367932034912901,1763
56,P_itinerary,0.39973595491738806,1763
56,P_service,0.6011839006685956,1763
56,R_operating,0.2899512296110477,1763
56,score_F,0.9379134341994122,1763
56,score_P,0.6238790122486374,1763
56,score_R,0.2899512296110477,1763
57,F_continuity,-0.08180880721345116,1674
57,F_execution,0.837718377851853,1674
57,F_propagation,0.9959038058001556,1674
57,P_time,0.6217781713672255,1674
57,P_itinerary,0.3628954493936343,1674
57,P_service,0.6102863546187741,1674
57,R_operating,0.24835235825245344,1674
57,score_F,0.938311286844511,1674
57,score_P,0.603098873624194,1674
57,score_R,0.24835235825245344,1674
58,F_continuity,-0.1355721180038171,1728
58,F_execution,0.816321084331083,1728
58,F_propagation,0.9950558200642774,1728
58,P_time,0.6054599825325636,1728
58,P_itinerary,0.4046457070156566,1728
58,P_service,0.5747352402502731,1728
58,R_operating,0.28885527320928317,1728
58,score_F,0.9263107620605134,1728
58,score_P,0.6070698845029494,1728
58,score_R,0.28885527320928317,1728
59,F_continuity,-0.09948744517878078,1954
59,F_execution,0.8102174794062484,1954
59,F_propagation,0.9976748460174201,1954
59,P_time,0.6359016617875928,1954
59,P_itinerary,0.42255499330844576,1954
59,P_service,0.5446472640668195,1954
59,R_operating,0.32968041386171515,1954
59,score_F,0.9318122092422478,1954
59,score_P,0.6334279424330468,1954
59,score_R,0.32968041386171515,1954
60,F_continuity,-0.19519955981399076,1674
60,F_execution,0.744633721144288,1674
60,F_propagation,0.9966969369103627,1674
60,P_time,0.4472965186520696,1674
60,P_itinerary,0.3142777055072361,1674
60,P_service,0.5722370305438899,1674
60,R_operating,0.14781877871279972,1674
60,score_F,0.9075210211992056,1674
60,score_P,0.4619759712787724,1674
60,score_R,0.14781877871279972,1674
61,F_continuity,-0.10761723450787822,1751
61,F_execution,0.7984253731690738,1751
61,F_propagation,0.9967021313658524,1751
61,P_time,0.5257279343521791,1751
61,P_itinerary,0.39972096849576544,1751
61,P_service,0.6091415648296875,1751
61,R_operating,0.13763388856479608,1751
61,score_F,0.9331686999821694,1751
61,score_P,0.5275175219567377,1751
61,score_R,0.13763388856479608,1751
62,F_continuity,-0.14271529163280783,1661
62,F_execution,0.8267748262258978,1661
62,F_propagation,0.999022660985086,1661
62,P_time,0.6292001942865524,1661
62,P_itinerary,0.4084686110836716,1661
62,P_service,0.6213654422724505,1661
62,R_operating,0.25067006312013335,1661
62,score_F,0.9337886531135583,1661
62,score_P,0.6382189818542459,1661
62,score_R,0.25067006312013335,1661
63,F_continuity,-0.11331248561634522,1839
63,F_execution,0.8254220109836953,1839
63,F_propagation,0.9953708436669493,1839
63,P_time,0.6104945970627635,1839
63,P_itinerary,0.31665264058185827,1839
63,P_service,0.5763192075314256,1839
63,R_operating,0.37393232611369454,1839
63,score_F,0.9258181396081552,1839
63,score_P,0.6042003498909699,1839
63,score_R,0.37393232611369454,1839
64,F_continuity,-0.06758177794615093,1773
64,F_execution,0.8261428832051135,1773
64,F_propagation,0.9930958895112725,1773
64,P_time,0.5868322215370817,1773
64,P_itinerary,0.29758344500723133,1773
64,P_service,0.6107912624704072,1773
64,R_operating,0.23716797252000127,1773
64,score_F,0.9381653578217287,1773
64,score_P,0.5764807953972145,1773
64,score_R,0.23716797252000127,1773
65,F_continuity,-0.12334496871603765,1979
65,F_execution,0.8537859208114688,1979
65,F_propagation,0.9950943821950634,1979
65,P_time,0.6050554506058502,1979
65,P_itinerary,0.3854084111227125,1979
65,P_service,0.6397740311519835,1979
65,R_operating,0.21784828173842632,1979
65,score_F,0.9417469472250151,1979
65,score_P,0.6075909491192237,1979
65,score_R,0.21784828173842632,1979
66,F_continuity,-0.06535818532301396,1680
66,F_execution,0.7830653502133819,1680
66,F_propagation,0.9947186916411723,1680
66,P_time,0.6533466576008654,1680
66,P_itinerary,0.3641705770179672,1680
66,P_service,0.5456212859604275,1680
66,R_operating,0.29844170068482223,1680
66,score_F,0.9083563881960997,1680
66,score_P,0.6462123072511744,1680
66,score_R,0.29844170068482223,1680
67,F_continuity,-0.13452176821787368,1787
67,F_execution,0.8093011775564897,1787
67,F_propagation,0.9946985192445298,1787
67,P_time,0.628732268919686,1787
67,P_itinerary,0.32906109305942327,1787
67,P_service,0.5697792756624632,1787
67,R_operating,0.1657325275964964,1787
67,score_F,0.9211355418191627,1787
67,score_P,0.6346169647589389,1787
67,score_R,0.1657325275964964,1787
68,F_continuity,-0.1093315939253214,1771
68,F_execution,0.8169141895526496,1771
68,F_propagation,0.9958339011218388,1771
68,P_time,0.5547737249580972,1771
68,P_itinerary,0.32265775516414774,1771
68,P_service,0.6250436696794992,1771
68,R_operating,0.24028469019980928,1771
68,score_F,0.9331317742836619,1771
68,score_P,0.5543420863596457,1771
68,score_R,0.24028469019980928,1771
69,F_continuity,-0.13248238985433688,1605
69,F_execution,0.8132644479099777,1605
69,F_propagation,1.0,1605
69,P_time,0.5648943800575359,1605
69,P_itinerary,0.3899851442731172,1605
69,P_service,0.5340919499319307,1605
69,R_operating,0.19581489417840534,1605
69,score_F,0.9219640003796312,1605
69,score_P,0.5661546312676105,1605
69,score_R,0.19581489417840534,1605
70,F_continuity,-0.11108581244191698,1694
70,F_execution,0.850366257653003,1694
70,F_propagation,0.9916149429202005,1694
70,P_time,0.6194867441720849,1694
70,P_itinerary,0.412670439619216,1694
70,P_service,0.6081119241336641,1694
70,R_operating,0.29667763631356314,1694
70,score_F,0.9402890886016216,1694
70,score_P,0.6237087278063138,1694
70,score_R,0.29667763631356314,1694
71,F_continuity,-0.15411530891836456,1990
71,F_execution,0.8125517162386001,1990
71,F_propagation,0.9972902776773045,1990
71,P_time,0.5230462725585675,1990
71,P_itinerary,0.349565051924117,1990
71,P_service,0.5815617121244204,1990
71,R_operating,0.21541454742230912,1990
71,score_F,0.9281250790087124,1990
71,score_P,0.5303701905816558,1990
71,score_R,0.21541454742230912,1990
72,F_continuity,-0.09988255374710328,1884
72,F_execution,0.8336211536917698,1884
72,F_propagation,0.9990742779064433,1884
72,P_time,0.6399903147645094,1884
72,P_itinerary,0.41788736857473296,1884
72,P_service,0.5583128194543222,1884
72,R_operating,0.36799259863625833,1884
72,score_F,0.9289343023836628,1884
72,score_P,0.6173575674932793,1884
72,score_R,0.36799259863625833,1884
73,F_continuity,-0.09403144716653432,1932
73,F_execution,0.8179588253874567,1932
73,F_propagation,1.0,1932
73,P_time,0.6361309638786943,1932
73,P_itinerary,0.367903736522286,1932
73,P_service,0.609326810864672,1932
73,R_operating,0.2016914708497556,1932
73,score_F,0.938585195200996,1932
73,score_P,0.6410963020196168,1932
