stage,q,domain,A_reference,A_comparator,value_retained
TURN,0.05,P_itinerary,10.92161874449689,4.120101036071161,0.3772427084718709
TURN,0.05,P_itinerary,10.92161874449689,4.120101036071161,0.3772427084718709
TURN,0.05,P_itinerary,10.92161874449689,4.120101036071161,0.3772427084718709
TURN,0.05,P_itinerary,10.92161874449689,4.120101036071161,0.3772427084718709
TURN,0.05,P_itinerary,10.92161874449689,4.120101036071161,0.3772427084718709
TURN,0.05,P_itinerary,10.92161874449689,4.120101036071161,0.3772427084718709
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_service,0.0,0.0,
TURN,0.05,P_service,0.0,0.0,
TURN,0.05,P_service,0.0,0.0,
TURN,0.05,P_service,0.0,0.0,
TURN,0.05,P_service,3.4068536404160477,3.4068536404160477,1.0
TURN,0.05,P_service,3.4068536404160477,3.4068536404160477,1.0
TURN,0.05,P_service,3.4068536404160477,3.4068536404160477,1.0
TURN,0.05,P_service,7.9934073935967085,3.4068536404160477,0.4262079326952835
TURN,0.05,P_service,7.9934073935967085,3.4068536404160477,0.4262079326952835
TURN,0.05,P_service,7.9934073935967085,3.4068536404160477,0.4262079326952835
TURN,0.05,P_service,7.9934073935967085,3.4068536404160477,0.4262079326952835
TURN,0.05,P_service,7.9934073935967085,3.4068536404160477,0.4262079326952835
TURN,0.05,P_service,7.9934073935967085,3.4068536404160477,0.4262079326952835
TURN,0.05,P_service,7.9934073935967085,3.4068536404160477,0.4262079326952835
TURN,0.05,P_service,7.9934073935967085,5.344254118123054,0.6685827276117797
TURN,0.05,P_service,7.9934073935967085,5.344254118123054,0.6685827276117797
TURN,0.05,P_service,7.9934073935967085,5.344254118123054,0.6685827276117797
TURN,0.05,P_service,7.9934073935967085,5.344254118123054,0.6685827276117797
TURN,0.05,P_service,7.9934073935967085,5.344254118123054,0.6685827276117797
TURN,0.05,P_service,7.9934073935967085,5.344254118123054,0.6685827276117797
TURN,0.05,P_service,7.9934073935967085,5.344254118123054,0.6685827276117797
TURN,0.05,P_service,7.9934073935967085,5.344254118123054,0.6685827276117797
TURN,0.05,P_service,7.9934073935967085,5.344254118123054,0.6685827276117797
TURN,0.05,P_service,7.9934073935967085,5.344254118123054,0.6685827276117797
TURN,0.05,P_service,12.017019506069673,9.367866230596018,0.7795498897097076
TURN,0.05,P_service,12.017019506069673,9.367866230596018,0.7795498897097076
TURN,0.05,P_service,12.017019506069673,9.367866230596018,0.7795498897097076
TURN,0.05,P_service,12.017019506069673,9.367866230596018,0.7795498897097076
TURN,0.05,P_service,12.017019506069673,9.367866230596018,0.7795498897097076
TURN,0.05,P_service,12.017019506069673,9.367866230596018,0.7795498897097076
TURN,0.05,P_service,12.017019506069673,9.367866230596018,0.7795498897097076
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,12.017019506069673,11.554956691349226,0.9615492997671291
TURN,0.05,P_service,14.51736783409515,11.554956691349226,0.7959402023424332
TURN,0.05,P_service,14.51736783409515,11.554956691349226,0.7959402023424332
TURN,0.05,P_service,14.51736783409515,11.554956691349226,0.7959402023424332
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,16.739713067842413,11.554956691349226,0.6902720879694593
TURN,0.05,P_service,19.15261438792064,11.554956691349226,0.6033096295530713
TURN,0.05,P_service,19.15261438792064,11.554956691349226,0.6033096295530713
TURN,0.05,P_service,19.15261438792064,11.554956691349226,0.6033096295530713
TURN,0.05,P_service,19.15261438792064,11.554956691349226,0.6033096295530713
TURN,0.05,P_service,19.15261438792064,11.554956691349226,0.6033096295530713
TURN,0.05,P_service,19.15261438792064,11.554956691349226,0.6033096295530713
TURN,0.05,P_service,19.15261438792064,11.554956691349226,0.6033096295530713
TURN,0.05,P_service,19.15261438792064,13.570223866921744,0.708531148388825
TURN,0.05,P_service,19.15261438792064,13.570223866921744,0.708531148388825
TURN,0.05,P_service,19.15261438792064,13.570223866921744,0.708531148388825
TURN,0.05,P_service,19.15261438792064,13.570223866921744,0.708531148388825
TURN,0.05,P_service,19.15261438792064,13.570223866921744,0.708531148388825
TURN,0.05,P_service,19.15261438792064,13.570223866921744,0.708531148388825
TURN,0.05,P_service,19.15261438792064,13.570223866921744,0.708531148388825
TURN,0.05,P_service,19.15261438792064,13.570223866921744,0.708531148388825
TURN,0.05,P_service,19.15261438792064,13.570223866921744,0.708531148388825
TURN,0.05,P_service,19.15261438792064,13.570223866921744,0.708531148388825
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,R_operating,0.0,0.0,
TURN,0.05,R_operating,0.0,0.0,
TURN,0.05,R_operating,0.0,0.0,
TURN,0.05,R_operating,0.0,0.0,
TURN,0.05,R_operating,0.42963040823815396,0.42963040823815396,1.0
TURN,0.05,R_operating,0.42963040823815396,0.42963040823815396,1.0
TURN,0.05,R_operating,0.42963040823815396,0.42963040823815396,1.0
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,0.5579333069850692,0.42963040823815396,0.7700390044103449
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.0816934936796314,0.9533905949327164,0.8813870107414042
TURN,0.05,R_operating,1.6979367440915667,0.9533905949327164,0.5614994776750657
TURN,0.05,R_operating,1.6979367440915667,0.9533905949327164,0.5614994776750657
TURN,0.05,R_operating,1.6979367440915667,0.9533905949327164,0.5614994776750657
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.1884180291934174,0.9533905949327164,0.43565286988798313
TURN,0.05,R_operating,2.4856388586020333,0.9533905949327164,0.38355957931431756
TURN,0.05,R_operating,2.4856388586020333,0.9533905949327164,0.38355957931431756
TURN,0.05,R_operating,2.4856388586020333,0.9533905949327164,0.38355957931431756
TURN,0.05,R_operating,2.4856388586020333,0.9533905949327164,0.38355957931431756
TURN,0.05,R_operating,2.4856388586020333,0.9533905949327164,0.38355957931431756
TURN,0.05,R_operating,2.4856388586020333,0.9533905949327164,0.38355957931431756
TURN,0.05,R_operating,2.4856388586020333,0.9533905949327164,0.38355957931431756
TURN,0.05,R_operating,2.4856388586020333,1.0258469544234685,0.4127095739887261
TURN,0.05,R_operating,2.4856388586020333,1.0258469544234685,0.4127095739887261
TURN,0.05,R_operating,2.4856388586020333,1.0258469544234685,0.4127095739887261
TURN,0.05,R_operating,2.4856388586020333,1.0258469544234685,0.4127095739887261
TURN,0.05,R_operating,2.4856388586020333,1.0258469544234685,0.4127095739887261
TURN,0.05,R_operating,2.4856388586020333,1.0258469544234685,0.4127095739887261
TURN,0.05,R_operating,2.4856388586020333,1.0258469544234685,0.4127095739887261
TURN,0.05,R_operating,2.4856388586020333,1.0258469544234685,0.4127095739887261
TURN,0.05,R_operating,2.4856388586020333,1.0258469544234685,0.4127095739887261
TURN,0.05,R_operating,2.4856388586020333,1.0258469544234685,0.4127095739887261
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
TAXI,0.05,F,0.0,0.0,
TAXI,0.05,F,0.0,0.0,
TAXI,0.05,F,0.0,0.0,
TAXI,0.05,F,0.0,0.0,
TAXI,0.05,F,0.0,0.0,
TAXI,0.05,F,0.0,0.0,
TAXI,0.05,F,0.0,0.0,
TAXI,0.05,F,0.0,0.0,
TAXI,0.05,F,0.0,0.0,
TAXI,0.05,F,0.1257620657892757,0.1257620657892757,1.0
TAXI,0.05,F,0.1257620657892757,0.1257620657892757,1.0
TAXI,0.05,F,0.1257620657892757,0.1257620657892757,1.0
TAXI,0.05,F,0.1257620657892757,0.1257620657892757,1.0
TAXI,0.05,F,0.1257620657892757,0.1257620657892757,1.0
TAXI,0.05,F,0.1257620657892757,0.1257620657892757,1.0
TAXI,0.05,F,0.1257620657892757,0.1257620657892757,1.0
TAXI,0.05,F,0.1257620657892757,0.1257620657892757,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.23182343913810866,0.23182343913810866,1.0
TAXI,0.05,F,0.32677146250562655,0.32677146250562655,1.0
TAXI,0.05,F,0.32677146250562655,0.32677146250562655,1.0
TAXI,0.05,F,0.32677146250562655,0.32677146250562655,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,F,0.42426827730539324,0.42426827730539324,1.0
TAXI,0.05,P,0.0,0.0,
TAXI,0.05,P,0.0,0.0,
TAXI,0.05,P,0.0,0.0,
TAXI,0.05,P,0.0,0.0,
TAXI,0.05,P,0.0,0.0,
TAXI,0.05,P,0.0,0.0,
TAXI,0.05,P,0.0,0.0,
TAXI,0.05,P,0.0,0.0,
TAXI,0.05,P,0.0,0.0,
TAXI,0.05,P,0.18659700148950864,0.18659700148950864,1.0
TAXI,0.05,P,0.18659700148950864,0.18659700148950864,1.0
TAXI,0.05,P,0.18659700148950864,0.18659700148950864,1.0
TAXI,0.05,P,0.18659700148950864,0.18659700148950864,1.0
TAXI,0.05,P,0.18659700148950864,0.18659700148950864,1.0
TAXI,0.05,P,0.18659700148950864,0.18659700148950864,1.0
TAXI,0.05,P,0.18659700148950864,0.18659700148950864,1.0
TAXI,0.05,P,0.18659700148950864,0.18659700148950864,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.3579716564417188,0.3579716564417188,1.0
TAXI,0.05,P,0.49297371379607247,0.49297371379607247,1.0
TAXI,0.05,P,0.49297371379607247,0.49297371379607247,1.0
TAXI,0.05,P,0.49297371379607247,0.49297371379607247,1.0
TAXI,0.05,P,0.6125008086128386,0.6125008086128386,1.0
TAXI,0.05,P,0.6125008086128386,0.6125008086128386,1.0
TAXI,0.05,P,0.6125008086128386,0.6125008086128386,1.0
TAXI,0.05,P,0.6125008086128386,0.6125008086128386,1.0
TAXI,0.05,P,0.6125008086128386,0.6125008086128386,1.0
TAXI,0.05,P,0.6125008086128386,0.6125008086128386,1.0
TAXI,0.05,P,0.6125008086128386,0.6125008086128386,1.0
TAXI,0.05,P,0.6125008086128386,0.6125008086128386,1.0
TAXI,0.05,P,0.6125008086128386,0.6125008086128386,1.0
TAXI,0.05,P,0.6125008086128386,0.6125008086128386,1.0
