stage,q,domain,A_reference,A_comparator,value_retained
PRE,0.05,P_time,3.0824404174576303,1.782930277502933,0.5784151633248691
PRE,0.05,P_time,3.0824404174576303,1.782930277502933,0.5784151633248691
PRE,0.05,P_time,3.0824404174576303,1.782930277502933,0.5784151633248691
PRE,0.05,P_time,3.0824404174576303,2.6275643618794984,0.852429895156478
PRE,0.05,P_time,3.0824404174576303,2.6275643618794984,0.852429895156478
PRE,0.05,P_time,3.0824404174576303,2.6275643618794984,0.852429895156478
PRE,0.05,P_time,3.0824404174576303,2.6275643618794984,0.852429895156478
PRE,0.05,P_time,3.0824404174576303,2.6275643618794984,0.852429895156478
PRE,0.05,P_time,3.0824404174576303,2.6275643618794984,0.852429895156478
PRE,0.05,P_time,3.0824404174576303,2.6275643618794984,0.852429895156478
PRE,0.05,P_time,3.0824404174576303,2.6275643618794984,0.852429895156478
