variant,brier,calibration_gap,supported_nodes,abstain_nodes
EXP2A_POINT,0.8503937007874016,0.8644271145770845,1667,102
EXP2A_MARGINAL,0.12837536319172535,0.059054589082183556,1667,102
EXP2A_JOINT,0.1288012296045014,0.04749850029994,1667,102
