Subexperiment,Condition,Metric,Estimate,95% CI,N episodes
EXP2A,EXP2A_JOINT,CALIBRATION,0.04749850029994,—,127
EXP2A,EXP2A_JOINT,BRIER,0.1288012296045014,—,127
EXP2A,EXP2A_JOINT,VARIOGRAM_SCORE,6.543466265183308,—,124
EXP2A,EXP2A_MARGINAL,CALIBRATION,0.059054589082183556,—,127
EXP2A,EXP2A_MARGINAL,BRIER,0.12837536319172535,—,127
EXP2A,EXP2A_MARGINAL,VARIOGRAM_SCORE,6.543466265183308,—,124
EXP2A,EXP2A_POINT,CALIBRATION,0.8644271145770845,—,127
EXP2A,EXP2A_POINT,BRIER,0.8503937007874016,—,127
EXP2A,EXP2A_POINT,VARIOGRAM_SCORE,6.543466265183308,—,124
