robustness_id,n_nodes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,top_overlap,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count,kendall_tau_b_ci_low,kendall_tau_b_ci_high,median_rank_displacement_ci_low,median_rank_displacement_ci_high,p90_rank_displacement_ci_low,p90_rank_displacement_ci_high,share_rank_displacement_ge_030_ci_low,share_rank_displacement_ge_030_ci_high,top_overlap_ci_low,top_overlap_ci_high
NO_F_EXECUTION,77,0.7887901572112098,0.038961038961038974,0.2077922077922078,0.03896103896103896,0.75,0.8906882591093117,0.03896103896103896,0.0,1,1,0.6067724665739553,0.9018752651952067,0.03771367521367517,0.17566964285714282,0.06924980959634426,0.3809701492537313,0.0,0.2187499999999999,0.06785714285714285,1.0
SUPPORT_50,1765,0.7161031053170667,0.06855524079320108,0.2736543909348441,0.041359773371104816,0.7627118644067796,0.8785516733120861,0.039660056657223795,0.0016997167138810198,1,1,,,,,,,,,,
FULL_SUPPORT_100,1765,0.7161031053170667,0.06855524079320108,0.2736543909348441,0.041359773371104816,0.7627118644067796,0.8785516733120861,0.039660056657223795,0.0016997167138810198,1,1,,,,,,,,,,
