n_nodes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,top_overlap,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count,kendall_tau_b_ci_low,kendall_tau_b_ci_high,median_rank_displacement_ci_low,median_rank_displacement_ci_high,p90_rank_displacement_ci_low,p90_rank_displacement_ci_high,share_rank_displacement_ge_030_ci_low,share_rank_displacement_ge_030_ci_high,top_overlap_ci_low,top_overlap_ci_high
77,0.793574846206425,0.038961038961038974,0.2077922077922078,0.03896103896103896,0.75,0.8944213681055786,0.03896103896103896,0.0,1,1,0.6074964324343977,0.9065324185343303,0.027745274527452762,0.18035714285714277,0.06924980959634426,0.36746268656716413,0.0,0.2187499999999999,0.06785714285714285,1.0
