caliper_minutes,support_status,unique_episode_pairs,median_priority_separation,share_priority_separation_ge_030,median_component_gap_F_continuity,median_component_gap_F_execution,median_component_gap_F_propagation,median_component_gap_P_time,median_component_gap_P_itinerary,median_component_gap_P_service,median_component_gap_R_operating,median_priority_separation_ci_low,median_priority_separation_ci_high,share_priority_separation_ge_030_ci_low,share_priority_separation_ge_030_ci_high,median_component_gap_F_continuity_ci_low,median_component_gap_F_continuity_ci_high,median_component_gap_F_execution_ci_low,median_component_gap_F_execution_ci_high,median_component_gap_F_propagation_ci_low,median_component_gap_F_propagation_ci_high,median_component_gap_P_time_ci_low,median_component_gap_P_time_ci_high,median_component_gap_P_itinerary_ci_low,median_component_gap_P_itinerary_ci_high,median_component_gap_P_service_ci_low,median_component_gap_P_service_ci_high,median_component_gap_R_operating_ci_low,median_component_gap_R_operating_ci_high
5,SUPPORTED,24,0.2727272727272727,0.4583333333333333,0.0,0.04202164907091598,0.18282292114503323,0.21492762455928927,0.010037702607082779,0.0,0.25534911175782327,0.1616471215351813,0.44665750915750907,0.27076923076923076,0.8212797619047617,0.0,0.0006200036337209285,0.017588553066546896,0.10610764158054944,0.05288504408305995,0.31648623464774583,0.13507029221541406,0.6244645454010775,0.004149905633529919,0.0936555878838051,0.0,0.006257740219101186,0.061199242822929024,0.42987823041905343
10,SUPPORTED,24,0.2727272727272727,0.4583333333333333,0.0,0.07747893554658411,0.18282292114503323,0.21492762455928927,0.021272475108804298,0.0,0.25534911175782327,,,,,,,,,,,,,,,,,,
15,SUPPORTED,24,0.2727272727272727,0.4583333333333333,0.0,0.07747893554658411,0.18282292114503323,0.21492762455928927,0.021272475108804298,0.0,0.25534911175782327,,,,,,,,,,,,,,,,,,
