table_or_source,actual_column,source_column,dtype,unit,nonmissing_count,missing_rate,unique_count,example_values,time_semantics,availability_semantics,current_consumers,candidate_roles,proposed_preprocessing,retain_status,alias_target,evidence_support,notes
raw:flightlist,longitude_2,longitude_2,float64,unspecified,49999,2.0000000000020002e-05,43004,"[""-93.58951862041768"", ""126.3234279466712"", ""5.414669639185854""]",not_time,completed_flight_record; current_PRE_uses_completed_flightlist_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_file_sample
raw:flightlist,altitude_2,altitude_2,float64,unspecified,49583,0.008340000000000014,1531,"[""17983.2"", ""685.8000000000001"", ""228.6""]",not_time,completed_flight_record; current_PRE_uses_completed_flightlist_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_file_sample
raw:aircraft,icao24,icao24,object,unspecified,49999,2.0000000000020002e-05,49999,"[""000000"", ""000001"", ""000002""]",not_time,derived_or_not_applicable,PRE,IDENTITY|CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,registration,registration,object,unspecified,30395,0.3921,30358,"[""SP-FGR"", ""TC-"", ""N474EA""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,manufacturer,manufacturer,object,unspecified,28109,0.43782,360,"[""SHIJIAZHUANG"", ""AERO (3)"", ""BOEING""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,manufacturer_icao,manufacturer_icao,object,unspecified,30195,0.3961,505,"[""Aero"", ""Boeing"", ""Ilyushin""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,model,model,object,unspecified,30328,0.39344,4084,"[""unknow"", ""Antonov 2"", ""AT-3 R100""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,typecode,typecode,object,unspecified,30314,0.39371999999999996,926,"[""AN2"", ""AAT3"", ""B734""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,serialnumber,serialnumber,object,unspecified,29821,0.40358000000000005,20700,"[""AT3-069"", ""24474"", ""0053458731""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,line_number,line_number,object,unspecified,374,0.99252,333,"[""1742"", ""4403"", ""0710""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,icao_aircraft_type,icao_aircraft_type,object,unspecified,28096,0.43808,30,"[""L1P"", ""L2J"", ""L4J""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,operator,operator,object,unspecified,3019,0.93962,532,"[""Baf"", ""Royal Air Force"", ""Aviation Legere De L'armee De Terre""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,operator_callsign,operator_callsign,object,unspecified,5369,0.89262,440,"[""BELGIAN AIRFORCE"", ""VORTEX"", ""FRENCH ARMY""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,operator_icao,operator_icao,object,unspecified,5731,0.8853800000000001,468,"[""BAF"", ""SHF"", ""FMY""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,operator_iata,operator_iata,object,unspecified,1161,0.97678,129,"[""Z3"", ""E4"", ""TC""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,owner,owner,object,unspecified,30022,0.39956,2778,"[""Private"", ""Royal Air Force"", ""French Army""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,test_reg,test_reg,object,unspecified,26715,0.4657,19,"[""No ADS-B Emitter Category Information"", ""Light (< 15500 lbs)"", ""Surface Vehicle � Service Vehicle""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:aircraft,emitter_category,emitter_category,float64,unspecified,0,1.0,0,[],not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,headerless_positional_contract; first_file_sample
raw:metar,station,airport,object,unspecified,17510,0.0,1,"[""EBBR""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,valid,observation_time,object,unspecified,17510,0.0,17510,"[""2022-01-01 00:20"", ""2022-01-01 00:50"", ""2022-01-01 01:20""]",event_or_decision_time_utc,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,QUALITY|CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,lon,lon,float64,unspecified,17510,0.0,1,"[""4.5259""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,lat,lat,float64,unspecified,17510,0.0,1,"[""50.8962""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,elevation,elevation,float64,unspecified,17510,0.0,1,"[""58.0""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,tmpf,temperature,float64,unspecified,17510,0.0,45,"[""55.4"", ""53.6"", ""51.8""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,dwpf,dewpoint,float64,unspecified,17509,5.711022272991695e-05,27,"[""51.8"", ""50.0"", ""48.2""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,drct,drct,float64,unspecified,16332,0.06727584237578521,37,"[""220.0"", ""210.0"", ""200.0""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,sknt,wind_speed,float64,unspecified,17509,5.711022272991695e-05,35,"[""7.0"", ""8.0"", ""6.0""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,gust,wind_gust,float64,unspecified,363,0.9792689891490577,38,"[""28.0"", ""32.0"", ""30.0""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,mslp,mslp,float64,unspecified,0,1.0,0,[],not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,vsby,visibility,float64,unspecified,17510,0.0,59,"[""6.21"", ""2.49"", ""4.97""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,skyc1,skyc1,object,unspecified,8866,0.49366076527698455,6,"[""BKN"", ""SCT"", ""FEW""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,skyc2,skyc2,object,unspecified,2359,0.8652769845802398,4,"[""SCT"", ""BKN"", ""OVC""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,skyc3,skyc3,object,unspecified,126,0.9928041119360366,2,"[""BKN"", ""OVC""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,skyl1,skyl1,float64,unspecified,8436,0.5182181610508281,62,"[""3000.0"", ""3200.0"", ""3300.0""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,skyl2,skyl2,float64,unspecified,2359,0.8652769845802398,52,"[""4500.0"", ""4200.0"", ""2000.0""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,skyl3,skyl3,float64,unspecified,126,0.9928041119360366,29,"[""3600.0"", ""2000.0"", ""4000.0""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,wxcodes,weather_code,object,unspecified,2558,0.853912050256996,56,"[""-RA"", ""VCSH"", ""TSRA""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:metar,metar,metar,object,unspecified,17510,0.0,17510,"[""EBBR 010020Z 22007KT 9999 BKN030 13/11 Q1024 NOSIG"", ""EBBR 010050Z 21007KT 9999 BKN032 13/10 Q1024 NOSIG"", ""EBBR 010120Z 21007KT 9999 BKN033 13/09 Q1024 NOSIG""]",not_time,current_PRE_sets_availability_from_observation_time_plus_configured_lag,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_station_file_sample
raw:ourairports_airports,id,id,int64,unspecified,50000,0.0,50000,"[""6523"", ""323361"", ""6524""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,ident,ident,object,unspecified,50000,0.0,50000,"[""00A"", ""00AA"", ""00AK""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,type,type,object,unspecified,50000,0.0,7,"[""heliport"", ""small_airport"", ""closed""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,name,name,object,unspecified,50000,0.0,48027,"[""Total Rf Heliport"", ""Aero B Ranch Airport"", ""Lowell Field""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,latitude_deg,latitude,float64,unspecified,50000,0.0,49000,"[""40.07080078125"", ""38.704022"", ""59.947733""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,longitude_deg,longitude,float64,unspecified,50000,0.0,49189,"[""-74.93360137939453"", ""-101.473911"", ""-151.692524""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,elevation_ft,elevation_ft,float64,unspecified,40638,0.18723999999999996,5236,"[""11.0"", ""3435.0"", ""450.0""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,continent,continent,object,unspecified,23818,0.52364,6,"[""OC"", ""AF"", ""AN""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,iso_country,iso_country,object,unspecified,49743,0.005140000000000033,221,"[""US"", ""PR"", ""MH""]",not_time,derived_or_not_applicable,PRE,QUALITY|CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,iso_region,iso_region,object,unspecified,50000,0.0,2425,"[""US-PA"", ""US-KS"", ""US-AK""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,municipality,municipality,object,unspecified,46757,0.06486000000000003,25566,"[""Bensalem"", ""Leoti"", ""Anchor Point""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,scheduled_service,scheduled_service,object,unspecified,50000,0.0,2,"[""no"", ""yes""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,gps_code,gps_code,object,unspecified,30601,0.38798,30555,"[""00A"", ""00AA"", ""00AK""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,iata_code,iata_code,object,unspecified,6587,0.86826,6568,"[""UTK"", ""OCA"", ""PQS""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,local_code,local_code,object,unspecified,26228,0.47544,25190,"[""00A"", ""00AA"", ""00AK""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,home_link,home_link,object,unspecified,2937,0.94126,2927,"[""http://www.wsdot.wa.gov/aviation/AllStateAirports/Colfax_LowerGraniteState.htm"", ""https://www.oceanreef.com/community/private-airport-1345.html"", ""http://airparknorth.net/?page_id=6""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,wikipedia_link,wikipedia_link,object,unspecified,8410,0.8318,8350,"[""https://en.wikipedia.org/wiki/McKenzie_Bridge_State_Airport"", ""https://en.wikipedia.org/wiki/Grant_Airport"", ""https://en.wikipedia.org/wiki/Utirik_Airport""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_airports,keywords,keywords,object,unspecified,9914,0.80172,9703,"[""00AR"", ""00CO"", ""00II""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,id,id,int64,unspecified,43061,0.0,43061,"[""269408"", ""255155"", ""254165""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,airport_ref,airport_ref,int64,unspecified,43061,0.0,36424,"[""6523"", ""6524"", ""6525""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,airport_ident,airport_ident,object,unspecified,43061,0.0,36424,"[""00A"", ""00AK"", ""00AL""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,length_ft,length_ft,float64,unspecified,42859,0.004691019716216549,5513,"[""80.0"", ""2500.0"", ""2300.0""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,width_ft,width_ft,float64,unspecified,40288,0.06439701818350707,332,"[""80.0"", ""70.0"", ""200.0""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,surface,surface,object,unspecified,42679,0.00887113629502334,585,"[""ASPH-G"", ""GRVL"", ""TURF""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,lighted,lighted,int64,unspecified,43061,0.0,2,"[""1"", ""0""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,closed,closed,int64,unspecified,43061,0.0,2,"[""0"", ""1""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,le_ident,le_ident,object,unspecified,42897,0.003808550660690635,255,"[""H1"", ""N"", ""01""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,le_latitude_deg,le_latitude_deg,float64,unspecified,14798,0.6563479714823157,14466,"[""35.3493"", ""44.3042"", ""43.3417""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,le_longitude_deg,le_longitude_deg,float64,unspecified,14791,0.6565105315714916,14357,"[""-116.893"", ""-89.052"", ""-85.7799""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,le_elevation_ft,le_elevation_ft,float64,unspecified,12583,0.7077866282715217,3344,"[""815.0"", ""59.0"", ""1157.0""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,le_heading_degT,le_heading_degT,float64,unspecified,14457,0.6642669701121664,1877,"[""50.0"", ""87.2"", ""92.2""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,le_displaced_threshold_ft,le_displaced_threshold_ft,float64,unspecified,2857,0.9336522607463831,807,"[""290.0"", ""1335.0"", ""387.0""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,he_ident,he_ident,object,unspecified,36610,0.1498107336104596,231,"[""S"", ""19"", ""H1""]",not_time,derived_or_not_applicable,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,he_latitude_deg,he_latitude_deg,float64,unspecified,14763,0.6571607719281949,14433,"[""35.3603"", ""44.3044"", ""43.3417""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,he_longitude_deg,he_longitude_deg,float64,unspecified,14765,0.6571143261884304,14312,"[""-116.878"", ""-89.0482"", ""-85.7703""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,he_elevation_ft,he_elevation_ft,float64,unspecified,12435,0.7112236130140963,3314,"[""815.0"", ""59.0"", ""1043.0""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,he_heading_degT,he_heading_degT,float64,unspecified,16264,0.6223032442349226,1868,"[""270.0"", ""230.0"", ""238.0""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:ourairports_runways,he_displaced_threshold_ft,he_displaced_threshold_ft,float64,unspecified,3163,0.9265460625624115,857,"[""800.0"", ""350.0"", ""1072.0""]",not_time,derived_or_not_applicable,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,snapshot_file_sample
raw:state_vectors,time,time,int64,unspecified,50000,0.0,11,"[""1651449600"", ""1651449610"", ""1651449620""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,TIME|LINEAGE,parse_utc_or_period; preserve_original,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,icao24,icao24,object,unspecified,50000,0.0,5403,"[""a992cf"", ""ac04c5"", ""a0faf3""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,IDENTITY|CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,lat,latitude,float64,unspecified,46629,0.06742000000000004,42167,"[""33.16828323622881"", ""34.51024459580243"", ""33.237925384004235""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,lon,longitude,float64,unspecified,46629,0.06742000000000004,43006,"[""-97.36661327128508"", ""-90.74604034423828"", ""-97.26812868702166""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,velocity,velocity,float64,metres_per_second,46044,0.07911999999999997,23807,"[""131.6835964205451"", ""256.7791970213768"", ""219.4415741873261""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE|M1,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,ALIAS_RETAIN,current_velocity,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,heading,heading,float64,unspecified,46044,0.07911999999999997,29774,"[""135.0"", ""51.0175030328457"", ""352.59175587616585""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,vertrate,vertical_rate,float64,feet_per_minute,46053,0.07894000000000001,163,"[""-6.827520000000001"", ""-0.32512"", ""9.10336""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
