table_or_source,actual_column,source_column,dtype,unit,nonmissing_count,missing_rate,unique_count,example_values,time_semantics,availability_semantics,current_consumers,candidate_roles,proposed_preprocessing,retain_status,alias_target,evidence_support,notes
raw:state_vectors,callsign,callsign,object,unspecified,47883,0.042340000000000044,5059,"[""SKW3207 "", ""ASH6156 "", ""AAL2235 ""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,onground,onground,bool,unspecified,50000,0.0,2,"[""False"", ""True""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,alert,alert,bool,unspecified,50000,0.0,2,"[""False"", ""True""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,spi,spi,bool,unspecified,50000,0.0,2,"[""False"", ""True""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,squawk,squawk,float64,unspecified,19497,0.61006,1622,"[""2104.0"", ""2470.0"", ""2707.0""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,baroaltitude,altitude,float64,feet,46338,0.07323999999999997,1747,"[""1653.5400000000002"", ""10668.0"", ""4046.22""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,geoaltitude,geoaltitude,float64,unspecified,44836,0.10328000000000004,2899,"[""1676.4"", ""10980.42"", ""4191.0""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,lastposupdate,lastposupdate,float64,unspecified,46629,0.06742000000000004,12925,"[""1651449598.407"", ""1651449598.828"", ""1651449597.904""]",calendar_date,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,TIME|LINEAGE,parse_utc_or_period; preserve_original,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:state_vectors,lastcontact,lastcontact,float64,unspecified,50000,0.0,11101,"[""1651449600.0"", ""1651449609.767"", ""1651449609.805""]",not_time,current_PRE_sets_availability_equal_event_time_plus_configured_lag,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_archive_first_chunk_sample
raw:eurostat_passengers,freq,freq,object,unspecified,40728,0.0,1,"[""M""]",not_time,period_end_publication_semantics_required,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_passengers,unit,unit,object,unspecified,40728,0.0,2,"[""FLIGHT"", ""PAS""]",not_time,period_end_publication_semantics_required,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_passengers,tra_meas,tra_meas,object,unspecified,40728,0.0,9,"[""CAF_PAS"", ""CAF_PAS_ARR"", ""CAF_PAS_DEP""]",not_time,period_end_publication_semantics_required,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_passengers,rep_airp,airport,object,unspecified,40728,0.0,404,"[""AT_LOWG"", ""AT_LOWI"", ""AT_LOWK""]",not_time,period_end_publication_semantics_required,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_passengers,schedule,schedule,object,unspecified,40728,0.0,4,"[""N_SCHED"", ""SCHED"", ""TOT""]",not_time,period_end_publication_semantics_required,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_passengers,tra_cov,tra_cov,object,unspecified,40728,0.0,5,"[""INTL"", ""INTL_IEU27_2020"", ""INTL_XEU27_2020""]",not_time,period_end_publication_semantics_required,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_passengers,time,source_period,object,unspecified,40728,0.0,1,"[""2022-01""]",not_time,period_end_publication_semantics_required,PRE,TIME|LINEAGE,parse_utc_or_period; preserve_original,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_passengers,value,passengers,int64,unspecified,40728,0.0,10376,"[""31"", ""13"", ""18""]",not_time,period_end_publication_semantics_required,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_flights,freq,freq,object,unspecified,8206,0.0,1,"[""M""]",not_time,period_end_publication_semantics_required,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_flights,schedule,schedule,object,unspecified,8206,0.0,3,"[""N_SCHED"", ""SCHED"", ""TOTAL""]",not_time,period_end_publication_semantics_required,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_flights,unit,unit,object,unspecified,8206,0.0,4,"[""NR"", ""PCH_M1"", ""PCH_M12""]",not_time,period_end_publication_semantics_required,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_flights,rep_airp,airport,object,unspecified,8206,0.0,860,"[""AL_LATI"", ""AL_OTH"", ""AT_LOWG""]",not_time,period_end_publication_semantics_required,PRE,CATEGORICAL|LINEAGE,normalize_explicitly; encode_downstream; keep_missing_category,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_flights,time,source_period,object,unspecified,8206,0.0,1,"[""2022-01""]",not_time,period_end_publication_semantics_required,PRE,TIME|LINEAGE,parse_utc_or_period; preserve_original,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
raw:eurostat_flights,value,commercial_flights,float64,unspecified,8206,0.0,2472,"[""130.0"", ""0.0"", ""98.0""]",not_time,period_end_publication_semantics_required,PRE,DYNAMIC_CONTINUOUS|LINEAGE,numeric_coerce; preserve_missing; fit_scaling_on_train_only,RETAIN,,OBSERVED_RAW,first_month_SDMX_decoded_sample
