iata,ident,lat,lon,timezone
JBR,KJBR,35.83169937133789,-90.64640045166016,America/Chicago
JCT,KJCT,30.5112991333,-99.7634963989,America/Chicago
JDN,KJDN,47.3288002014,-106.95300293,America/Denver
JEF,KJEF,38.5912017822,-92.1560974121,America/Chicago
JFK,KJFK,40.639801,-73.7789,America/New_York
JHW,KJHW,42.15340042,-79.25800323,America/New_York
GUF,KJKA,30.290501,-87.671799,America/Chicago
JLN,KJLN,37.151798,-94.498299,America/Chicago
JMS,KJMS,46.92969894,-98.67819977,America/Chicago
JOT,KJOT,41.51779938,-88.17549896,America/Chicago
USA,KJQF,35.387798,-80.709099,America/New_York
JKV,KJSO,31.8693008423,-95.2173995972,America/Chicago
JST,KJST,40.31610107421875,-78.83390045166016,America/New_York
JVL,KJVL,42.620300293,-89.0416030884,America/Chicago
JXN,KJXN,42.2597999573,-84.45939636230001,America/Detroit
KKB,KKB,58.1908988953,-152.369995117,America/Anchorage
KIC,KKIC,36.2280006409,-121.122001648,America/Los_Angeles
KKL,KKL,57.3670005798,-154.027999878,America/Anchorage
KLS,KKLS,46.11800003049999,-122.898002625,America/Los_Angeles
KKU,KKU,58.8111991882,-158.559005737,America/Anchorage
DTH,KL06,36.463799,-116.880997,America/Los_Angeles
BXS,KL08,33.2589988708,-116.320999146,America/Los_Angeles
RBF,KL35,34.2638015747,-116.856002808,America/Los_Angeles
TRH,KL72,35.8125,-117.327003479,America/Los_Angeles
LAA,KLAA,38.064852,-102.683201,America/Denver
LAF,KLAF,40.41230010986328,-86.93689727783203,America/Indiana/Indianapolis
LAL,KLAL,27.988899,-82.018602,America/New_York
LAM,KLAM,35.8797988892,-106.268997192,America/Denver
LAN,KLAN,42.77870178222656,-84.58740234375,America/Detroit
LAR,KLAR,41.31209945678711,-105.6750030517578,America/Denver
LAS,KLAS,36.08010101,-115.1520004,America/Los_Angeles
LAW,KLAW,34.5676994324,-98.4166030884,America/Chicago
LAX,KLAX,33.942501,-118.407997,America/Los_Angeles
LBB,KLBB,33.663601,-101.822998,America/Chicago
LBE,KLBE,40.27590179,-79.40480042,America/New_York
LBF,KLBF,41.12620163,-100.6839981,America/Chicago
LBL,KLBL,37.0442009,-100.9599991,America/Chicago
LBT,KLBT,34.6099014282,-79.05940246579999,America/New_York
LJN,KLBX,29.108601,-95.462097,America/Chicago
LCH,KLCH,30.126100540161133,-93.22329711914062,America/Chicago
LCI,KLCI,43.572701,-71.4189,America/New_York
LCK,KLCK,39.813801,-82.927803,America/New_York
LCQ,KLCQ,30.1819992065,-82.57689666750001,America/New_York
LDJ,KLDJ,40.617401123,-74.2445983887,America/New_York
LDM,KLDM,43.96250153,-86.40789795,America/Detroit
LEB,KLEB,43.6260986328,-72.30419921880001,America/New_York
LEE,KLEE,28.82309914,-81.80870056,America/New_York
LEM,KLEM,45.9187011719,-102.106002808,America/Denver
LEW,KLEW,44.048500061,-70.2835006714,America/New_York
LEX,KLEX,38.036499,-84.605904,America/New_York
LFI,KLFI,37.082901,-76.360497,America/New_York
LFK,KLFK,31.2339992523,-94.75,America/Chicago
LFT,KLFT,30.205299,-91.987602,America/Chicago
LGA,KLGA,40.777199,-73.872597,America/New_York
LGB,KLGB,33.817699,-118.152,America/Los_Angeles
LGC,KLGC,33.008873,-85.074331,America/New_York
LGD,KLGD,45.2901992798,-118.007003784,America/Los_Angeles
LGF,KLGF,32.86000061,-114.3970032,America/Phoenix
LGU,KLGU,41.7911987305,-111.851997375,America/Denver
LHC,KLHC,35.28310012817383,-89.67250061035156,America/Chicago
LHV,KLHV,41.13560104,-77.42230225,America/New_York
LIY,KLHW,31.889099,-81.562303,America/New_York
LFN,KLHZ,36.0233,-78.330299,America/New_York
LIC,KLIC,39.2747993469,-103.666000366,America/Denver
LIT,KLIT,34.729582,-92.223728,America/Chicago
LJN,KLJN,29.03901,-95.4565,America/Chicago
LKP,KLKP,44.2644996643,-73.96189880370001,America/New_York
LOW,KLKU,38.00979996,-77.9701004,America/New_York
LKV,KLKV,42.1610984802,-120.399002075,America/Los_Angeles
CHL,KLLJ,44.522999,-114.218002,America/Boise
LMS,KLMS,33.1461982727,-89.0625,America/Chicago
LMT,KLMT,42.156101,-121.733002,America/Los_Angeles
LNA,KLNA,26.59300041,-80.08509827,America/New_York
LND,KLND,42.8152008057,-108.730003357,America/Denver
LNK,KLNK,40.85100173950195,-96.75920104980467,America/Chicago
LNN,KLNN,41.683998,-81.389702,America/New_York
LNP,KLNP,36.9874992371,-82.5299987793,America/New_York
LNR,KLNR,43.2117004395,-90.181602478,America/Chicago
LNS,KLNS,40.121700286865234,-76.29609680175781,America/New_York
LOL,KLOL,40.0663986206,-118.565002441,America/Los_Angeles
BBX,KLOM,40.1375007629,-75.2650985718,America/New_York
LOT,KLOT,41.6072998,-88.09619904,America/Chicago
LOU,KLOU,38.2280006409,-85.6636962891,America/Kentucky/Louisville
LOZ,KLOZ,37.0821990967,-84.08489990230001,America/New_York
LPC,KLPC,34.665599823,-120.468002319,America/Los_Angeles
LQK,KLQK,34.8100013733,-82.70290374759999,America/New_York
LRD,KLRD,27.543800354003903,-99.46160125732422,America/Chicago
LRF,KLRF,34.916900634799994,-92.14969635010002,America/Chicago
LRJ,KLRJ,42.77799988,-96.1937027,America/Chicago
LRU,KLRU,32.289398193359375,-106.9219970703125,America/Denver
LSB,KLSB,32.3334999084,-108.692001343,America/Denver
LSE,KLSE,43.879002,-91.256699,America/Chicago
LSF,KLSF,32.337299346900004,-84.9913024902,America/New_York
LSK,KLSK,42.7537994385,-104.404998779,America/Denver
LSN,KLSN,37.06290054,-120.8690033,America/Los_Angeles
LSV,KLSV,36.2361984253,-115.033996582,America/Los_Angeles
LTS,KLTS,34.667099,-99.266701,America/Chicago
LUF,KLUF,33.535,-112.383003,America/Phoenix
LUK,KLUK,39.10329819,-84.41860199,America/New_York
LUL,KLUL,31.6725997925,-89.172203064,America/Chicago
LVK,KLVK,37.6934013367,-121.819999695,America/Los_Angeles
LVL,KLVL,36.7728,-77.794296,America/New_York
LVM,KLVM,45.6994018555,-110.447998047,America/Denver
LVS,KLVS,35.654202,-105.141998,America/Denver
LWB,KLWB,37.8582992554,-80.3994979858,America/New_York
LWC,KLWC,39.01119995,-95.21659851,America/Chicago
LWL,KLWL,41.117099762,-114.92199707,America/Los_Angeles
LWM,KLWM,42.7172012329,-71.1233978271,America/New_York
LWS,KLWS,46.3745002746582,-117.01499938964844,America/Los_Angeles
LWT,KLWT,47.04930114746094,-109.46700286865234,America/Denver
LWV,KLWV,38.7643013,-87.6054992676,America/Chicago
LXN,KLXN,40.7910003662,-99.7772979736,America/Chicago
LXV,KLXV,39.220298767100005,-106.317001343,America/Denver
LYH,KLYH,37.326698303222656,-79.20040130615234,America/New_York
LYO,KLYO,38.34280014,-98.22689819,America/Chicago
LZU,KLZU,33.97809982,-83.96240234,America/New_York
PCU,KM13,30.785999298096,-89.504501342773,America/Chicago
MLK,KM75,48.366901397700005,-107.918998718,America/Denver
MAC,KMAC,32.82210159,-83.56199646,America/New_York
MAE,KMAE,36.9886016846,-120.111999512,America/Los_Angeles
MAF,KMAF,31.9424991607666,-102.2020034790039,America/Chicago
MAW,KMAW,36.6006012,-89.99220276,America/Chicago
MBG,KMBG,45.54650116,-100.4079971,America/Chicago
MBL,KMBL,44.272738,-86.251945,America/Detroit
DXE,KMBO,32.438702,-90.103104,America/Chicago
MBS,KMBS,43.532902,-84.079597,America/Detroit
MBY,KMBY,39.464393,-92.428365,America/Chicago
MCB,KMCB,31.178499,-90.471901,America/Chicago
MCC,KMCC,38.66759872,-121.401001,America/Los_Angeles
MCD,KMCD,45.86489868,-84.63729858,America/Detroit
MCE,KMCE,37.28469849,-120.5139999,America/Los_Angeles
MCF,KMCF,27.8493,-82.521202,America/New_York
MCI,KMCI,39.2976,-94.713898,America/Chicago
MCK,KMCK,40.20629883,-100.5920029,America/Chicago
MCN,KMCN,32.69279861450195,-83.64920043945312,America/New_York
MCO,KMCO,28.429399490356445,-81.30899810791016,America/New_York
MCW,KMCW,43.157798767100005,-93.3312988281,America/Chicago
MDA,KMDA,29.4312992096,-98.3777999878,America/Chicago
MDD,KMDD,32.0364990234,-102.100997925,America/Chicago
MDH,KMDH,37.778099060058594,-89.25199890136719,America/Chicago
XMD,KMDS,44.01599884,-97.08589935,America/Chicago
MDT,KMDT,40.1935005188,-76.7633972168,America/New_York
MDW,KMDW,41.785999,-87.752403,America/Chicago
MDF,KMDZ,45.10100174,-90.30329895,America/Chicago
MXE,KMEB,34.791901,-79.365799,America/New_York
MEI,KMEI,32.3326,-88.7519,America/Chicago
MEM,KMEM,35.04240036010742,-89.97669982910156,America/Chicago
MER,KMER,37.38050079,-120.5680008,America/Los_Angeles
MEV,KMEV,39.00030136,-119.7509995,America/Los_Angeles
MFD,KMFD,40.82139968869999,-82.5166015625,America/New_York
MFE,KMFE,26.176141,-98.237965,America/Chicago
MFI,KMFI,44.6369018555,-90.1893005371,America/Chicago
MFR,KMFR,42.37419891357422,-122.8730010986328,America/Los_Angeles
MFV,KMFV,37.646900177,-75.761100769,America/New_York
MGC,KMGC,41.7033004761,-86.8211975098,America/Chicago
MGE,KMGE,33.915401,-84.516296,America/New_York
MGJ,KMGJ,41.50999832,-74.26460266,America/New_York
MGM,KMGM,32.300598,-86.393997,America/Chicago
MGR,KMGR,31.0848999023,-83.8032989502,America/New_York
MGW,KMGW,39.64289856,-79.91629791,America/New_York
MGY,KMGY,39.5890007019,-84.224899292,America/New_York
MHE,KMHE,43.7747993469,-98.0385971069,America/Chicago
MHK,KMHK,39.14099884033203,-96.6707992553711,America/Chicago
MHL,KMHL,39.0957984924,-93.2029037476,America/Chicago
MHR,KMHR,38.553902,-121.297997,America/Los_Angeles
MHT,KMHT,42.932598,-71.435699,America/New_York
MHV,KMHV,35.05939865,-118.1520004,America/Los_Angeles
MIA,KMIA,25.79319953918457,-80.29060363769531,America/New_York
MIB,KMIB,48.4156,-101.358002,America/Chicago
MIE,KMIE,40.2422981262207,-85.3958969116211,America/Indiana/Indianapolis
MIT,KMIT,35.507401,-119.192002,America/Los_Angeles
MIV,KMIV,39.367802,-75.072197,America/New_York
MJX,KMJX,39.92750168,-74.29239655,America/New_York
MKC,KMKC,39.12319946289063,-94.5927963256836,America/Chicago
MKE,KMKE,42.94720077514648,-87.89659881591797,America/Chicago
MKG,KMKG,43.169498,-86.238197,America/Detroit
MKL,KMKL,35.599899,-88.915604,America/Chicago
MRK,KMKY,25.995001,-81.672501,America/New_York
MLB,KMLB,28.1028,-80.645302,America/New_York
MLC,KMLC,34.882401,-95.783501,America/Chicago
MLI,KMLI,41.448502,-90.5075,America/Chicago
MLS,KMLS,46.428001403808594,-105.88600158691406,America/Denver
MLU,KMLU,32.510899,-92.037697,America/Chicago
MMH,KMMH,37.62409973,-118.8379974,America/Los_Angeles
MMI,KMMI,35.39730072,-84.56259918,America/New_York
MML,KMML,44.45050049,-95.82189941,America/Chicago
MMS,KMMS,34.2314987183,-90.2895965576,America/Chicago
MMT,KMMT,33.92079926,-80.80130005,America/New_York
MMU,KMMU,40.79940032958984,-74.41490173339844,America/New_York
MNM,KMNM,45.126701,-87.638397,America/Menominee
MNN,KMNN,40.6161994934,-83.06349945070001,America/New_York
MOB,KMOB,30.6912,-88.242798,America/Chicago
MOD,KMOD,37.625801,-120.954002,America/Los_Angeles
MOT,KMOT,48.2593994140625,-101.27999877929688,America/Chicago
RMY,KMPI,37.5108985901,-120.040000916,America/Los_Angeles
MPJ,KMPJ,35.138901,-92.909202,America/Chicago
MPO,KMPO,41.136025,-75.379572,America/New_York
MPV,KMPV,44.20349884,-72.56230164,America/New_York
MPZ,KMPZ,40.94660187,-91.51110077,America/Chicago
MQB,KMQB,40.5200996399,-90.6523971558,America/Chicago
MEO,KMQI,35.91899872,-75.69550323,America/New_York
CTH,KMQS,39.97900009,-75.8655014,America/New_York
MQY,KMQY,36.0089988708,-86.5201034546,America/Chicago
MRB,KMRB,39.40190125,-77.98459625,America/New_York
MRC,KMRC,35.5541000366,-87.17890167239999,America/Chicago
MRF,KMRF,30.369593,-104.015893,America/Chicago
MRN,KMRN,35.820202,-81.611397,America/New_York
MRY,KMRY,36.58700180053711,-121.84300231933594,America/Los_Angeles
MSL,KMSL,34.74530029,-87.61019897,America/Chicago
MSN,KMSN,43.1399,-89.337502,America/Chicago
MSO,KMSO,46.91630173,-114.0910034,America/Denver
MSP,KMSP,44.882,-93.221802,America/Chicago
MSS,KMSS,44.93579864501953,-74.84559631347656,America/New_York
MSV,KMSV,41.701596,-74.794997,America/New_York
MSY,KMSY,29.99340057373047,-90.25800323486328,America/Chicago
MTC,KMTC,42.613463,-82.836919,America/Detroit
MTH,KMTH,24.726101,-81.051399,America/New_York
MTJ,KMTJ,38.5097999573,-107.893997192,America/Denver
MTN,KMTN,39.325699,-76.413803,America/New_York
MTO,KMTO,39.477901,-88.279198,America/Chicago
MTP,KMTP,41.0765,-71.920797,America/New_York
MTW,KMTW,44.128799,-87.680602,America/Chicago
MUI,KMUI,40.434799,-76.569397,America/New_York
MUO,KMUO,43.043598,-115.872002,America/Boise
MUT,KMUT,41.367803,-91.148201,America/Chicago
MVC,KMVC,31.458,-87.350996,America/Chicago
MVE,KMVE,44.969101,-95.710297,America/Chicago
MVL,KMVL,44.53459930419999,-72.6139984131,America/New_York
MVY,KMVY,41.3931007385,-70.6143035889,America/New_York
MWA,KMWA,37.751208,-89.016568,America/Chicago
MWC,KMWC,43.110401,-88.034401,America/Chicago
MWH,KMWH,47.20769882,-119.3199997,America/Los_Angeles
MWL,KMWL,32.781601,-98.060204,America/Chicago
MWO,KMWO,39.530998,-84.395302,America/New_York
MXA,KMXA,35.894402,-90.154602,America/Chicago
MXF,KMXF,32.3829,-86.365799,America/Chicago
KMY,KMY,57.0256,-154.145996,America/Anchorage
MYF,KMYF,32.8157,-117.139999,America/Los_Angeles
MYL,KMYL,44.88970184,-116.1009979,America/Boise
MYR,KMYR,33.6796989441,-78.9282989502,America/New_York
MYV,KMYV,39.09780121,-121.5699997,America/Los_Angeles
MZJ,KMZJ,32.5106010437,-111.32800293,America/Phoenix
MZZ,KMZZ,40.4898986816,-85.6797027588,America/Indiana/Indianapolis
CTX,KN03,42.59260178,-76.21489716,America/New_York
SXY,KN23,42.302600860596,-75.416000366211,America/New_York
ESP,KN53,41.0358009338,-75.1605987549,America/New_York
NBG,KNBG,29.82530022,-90.03500366,America/Chicago
NHX,KNBJ,30.389099121100003,-87.63529968259999,America/Chicago
DGN,KNDY,38.33250046,-77.03720093,America/New_York
NEL,KNEL,40.03329849,-74.353302,America/New_York
NEN,KNEN,30.353900909424,-81.87190246582,America/New_York
NEW,KNEW,30.042400360107,-90.028297424316,America/Chicago
NFL,KNFL,39.41659927,-118.7009964,America/Los_Angeles
FWH,KNFW,32.769199,-97.441498,America/Chicago
NGU,KNGU,36.937599,-76.289299,America/New_York
NGZ,KNGZ,37.78889846801758,-122.31999969482422,America/Los_Angeles
NHK,KNHK,38.285999,-76.411797,America/New_York
NHZ,KNHZ,43.89220047,-69.93859863,America/New_York
NIP,KNIP,30.2358,-81.680603,America/New_York
NJK,KNJK,32.829201,-115.671996,America/Los_Angeles
NKX,KNKX,32.86840057,-117.1429977,America/Los_Angeles
NLC,KNLC,36.33300018,-119.9520035,America/Los_Angeles
NPA,KNPA,30.352699,-87.318604,America/Chicago
NQA,KNQA,35.356701,-89.8703,America/Chicago
NQI,KNQI,27.5072002411,-97.8097000122,America/Chicago
NQX,KNQX,24.57579994,-81.68890381,America/New_York
NRB,KNRB,30.39109993,-81.42469788,America/New_York
NRS,KNRS,32.5667,-117.116997,America/Los_Angeles
NSE,KNSE,30.7241993,-87.02189636,America/Chicago
NTD,KNTD,34.120300293,-119.121002197,America/Los_Angeles
NTU,KNTU,36.820702,-76.033501,America/New_York
NUQ,KNUQ,37.4161,-122.049004,America/Los_Angeles
NUW,KNUW,48.351799,-122.655998,America/Los_Angeles
YUM,KNYL,32.656601,-114.606003,America/Phoenix
NZY,KNZY,32.69919968,-117.2149963,America/Los_Angeles
NVN,KO02,39.8185005188,-120.352996826,America/Los_Angeles
COA,KO22,38.0303993225,-120.415000916,America/Los_Angeles
ODC,KO27,37.75630188,-120.8000031,America/Los_Angeles
EYR,KO43,39.0041007996,-119.157997131,America/Los_Angeles
OAJ,KOAJ,34.829201,-77.612099,America/New_York
OAK,KOAK,37.721298,-122.221001,America/Los_Angeles
OAR,KOAR,36.68190002,-121.762001,America/Los_Angeles
OBE,KOBE,27.2628002167,-80.8498001099,America/New_York
OCF,KOCF,29.17259979,-82.22419739,America/New_York
OCH,KOCH,31.57799911,-94.70950317,America/Chicago
OCW,KOCW,35.570499420166,-77.049797058105,America/New_York
OEA,KOEA,38.6913986206,-87.5522003174,America/Chicago
OEO,KOEO,45.310001373291,-92.691902160645,America/Chicago
OFF,KOFF,41.118301391602,-95.912498474121,America/Chicago
OFK,KOFK,41.985500335693,-97.435096740723,America/Chicago
OGA,KOGA,41.11949921,-101.7699966,America/Denver
OGB,KOGB,33.456798553467,-80.859497070312,America/New_York
OGD,KOGD,41.195899963379,-112.0120010376,America/Denver
OGS,KOGS,44.6819,-75.4655,America/New_York
OIC,KOIC,42.566600799561,-75.524101257324,America/New_York
OIL,KOIL,41.4813,-79.7449,America/New_York
OJC,KOJC,38.84759903,-94.73760223,America/Chicago
OCN,KOKB,33.217947,-117.351683,America/Los_Angeles
OKC,KOKC,35.393101,-97.6007,America/Chicago
ODW,KOKH,48.251499176,-122.674003601,America/Los_Angeles
OKK,KOKK,40.528198242188,-86.05899810791,America/Indiana/Indianapolis
OKM,KOKM,35.668098449707,-95.948699951172,America/Chicago
OKS,KOKS,41.401001,-102.355003,America/Denver
WGO,KOKV,39.14350128,-78.14440155,America/New_York
OLD,KOLD,44.952801,-68.674301,America/New_York
OLF,KOLF,48.0945014954,-105.574996948,America/Denver
OLM,KOLM,46.9693985,-122.9029999,America/Los_Angeles
OLS,KOLS,31.4177,-110.848,America/Phoenix
OLV,KOLV,34.9786987305,-89.78690338130001,America/Chicago
OMA,KOMA,41.3032,-95.894096,America/Chicago
OMK,KOMK,48.4644012451,-119.517997742,America/Los_Angeles
ONL,KONL,42.469898,-98.688103,America/Chicago
ONO,KONO,44.020500183105,-117.01399993896,America/Boise
ONP,KONP,44.580399,-124.057999,America/Los_Angeles
ONT,KONT,34.055999755859375,-117.60099792480467,America/Los_Angeles
OPF,KOPF,25.907,-80.278397,America/New_York
NCO,KOQU,41.597099304199,-71.412101745605,America/New_York
ORD,KORD,41.9786,-87.9048,America/Chicago
ORF,KORF,36.8946,-76.201202,America/New_York
ORH,KORH,42.2673,-71.875702,America/New_York
ORL,KORL,28.5455,-81.332901,America/New_York
ESD,KORS,48.7081985474,-122.910003662,America/Los_Angeles
OSC,KOSC,44.451599,-83.394096,America/Detroit
OSH,KOSH,43.98440170288086,-88.55699920654297,America/Chicago
OSU,KOSU,40.0798,-83.072998,America/New_York
OTH,KOTH,43.41709899902344,-124.24600219726562,America/Los_Angeles
OTM,KOTM,41.106368,-92.449837,America/Chicago
OUN,KOUN,35.2456,-97.472099,America/Chicago
OVE,KOVE,39.487800598145,-121.62200164795,America/Los_Angeles
OWA,KOWA,44.12340164,-93.26059723,America/Chicago
OWB,KOWB,37.74010086,-87.16680145,America/Chicago
OWD,KOWD,42.1904983521,-71.1728973389,America/New_York
OWK,KOWK,44.71549988,-69.86650085,America/New_York
OCE,KOXB,38.310398101807,-75.124000549316,America/New_York
OXC,KOXC,41.47859954834,-73.135200500488,America/New_York
OXD,KOXD,39.50230026,-84.78440094,America/New_York
OXR,KOXR,34.200801849365,-119.20700073242,America/Los_Angeles
KOY,KOY,57.161499023400005,-154.229995728,America/Anchorage
STQ,KOYM,41.412498474121,-78.502601623535,America/New_York
OZA,KOZA,30.735300064087,-101.20300292969,America/Chicago
OZR,KOZR,31.27569962,-85.71340179,America/Chicago
BSQ,KP04,31.3640003204,-109.883003235,America/Phoenix
PXL,KP10,35.7916984558,-110.422996521,America/Phoenix
GLB,KP13,33.3531,-110.667,America/Phoenix
HBK,KP14,34.940700531,-110.138000488,America/Phoenix
CWX,KP33,32.24539948,-109.8949966,America/Phoenix
PAE,KPAE,47.9063,-122.281998,America/Los_Angeles
PAH,KPAH,37.06079864501953,-88.7738037109375,America/Chicago
PAM,KPAM,30.069599,-85.575401,America/Chicago
PJB,KPAN,34.256801605225,-111.33899688721,America/Phoenix
PAO,KPAO,37.461101532,-122.114997864,America/Los_Angeles
KPB,KPB,56.3518981934,-133.623001099,America/Sitka
PBF,KPBF,34.1731,-91.9356,America/Chicago
PBG,KPBG,44.6509017944336,-73.46810150146484,America/New_York
PBI,KPBI,26.68320083618164,-80.09559631347656,America/New_York
PVL,KPBX,37.5617981,-82.56639862,America/New_York
PCD,KPDC,43.019298553467,-91.12370300293,America/Chicago
PDK,KPDK,33.8755989075,-84.3020019531,America/New_York
PDT,KPDT,45.695098877,-118.841003418,America/Los_Angeles
PDX,KPDX,45.58869934,-122.5979996,America/Los_Angeles
PEQ,KPEQ,31.382400512695,-103.51100158691,America/Chicago
PGA,KPGA,36.92610168,-111.447998,America/Phoenix
PGD,KPGD,26.9202,-81.990501,America/New_York
PGR,KPGR,36.06290054,-90.50779724,America/Chicago
PGV,KPGV,35.6352005,-77.38529968,America/New_York
PHD,KPHD,40.470901489258,-81.419700622559,America/New_York
PHF,KPHF,37.131901,-76.492996,America/New_York
ADR,KPHH,33.4516983032,-79.5261993408,America/New_York
PHK,KPHK,26.78499985,-80.69339752,America/New_York
PHL,KPHL,39.87189865112305,-75.24109649658203,America/New_York
PHN,KPHN,42.9109993,-82.52890015,America/Detroit
PHP,KPHP,44.048599243164,-101.59899902344,America/Denver
PHT,KPHT,36.3381996155,-88.38289642330001,America/Chicago
PHX,KPHX,33.435302,-112.005905,America/Phoenix
PIA,KPIA,40.6642,-89.693298,America/Chicago
PIB,KPIB,31.467100143432617,-89.33709716796875,America/Chicago
PIE,KPIE,27.91020012,-82.68740082,America/New_York
PIH,KPIH,42.9098014831543,-112.59600067138672,America/Boise
PIM,KPIM,32.8406982422,-84.8824005127,America/New_York
PIR,KPIR,44.38270187,-100.2860031,America/Chicago
PIT,KPIT,40.49150085,-80.23290253,America/New_York
PKB,KPKB,39.34510040283203,-81.43920135498047,America/New_York
PKD,KPKD,46.9006,-95.073095,America/Chicago
PKF,KPKF,45.955001831055,-90.42440032959,America/Chicago
PLB,KPLB,44.6875,-73.52449798583984,America/New_York
PLK,KPLK,36.62590027,-93.22889709,America/Chicago
PLN,KPLN,45.57089996,-84.79669952,America/Detroit
PLR,KPLR,33.558799743652,-86.249099731445,America/Chicago
PMB,KPMB,48.9425010681,-97.2407989502,America/Chicago
PMD,KPMD,34.629398,-118.084999,America/Los_Angeles
PMH,KPMH,38.8404998779,-82.84729766850002,America/New_York
PPM,KPMP,26.247100830078,-80.111099243164,America/New_York
PWY,KPNA,42.79550171,-109.8069992,America/Denver
PNC,KPNC,36.73199844,-97.09980011,America/Chicago
PNE,KPNE,40.081902,-75.010597,America/New_York
PNN,KPNN,45.200698852539,-67.564399719238,America/New_York
PNS,KPNS,30.4734,-87.1866,America/Chicago
POB,KPOB,35.1708984375,-79.014503479004,America/New_York
POC,KPOC,34.091598510742,-117.78199768066,America/Los_Angeles
POE,KPOE,31.0447998,-93.1917038,America/Chicago
POF,KPOF,36.773899078369,-90.324897766113,America/Chicago
POU,KPOU,41.6265983581543,-73.88420104980469,America/New_York
POY,KPOY,44.867198944092,-108.79299926758,America/Denver
PPA,KPPA,35.612998962402,-100.99600219727,America/Chicago
PPF,KPPF,37.32989883,-95.5062027,America/Chicago
LPO,KPPO,41.5724983215,-86.73449707030001,America/Chicago
PQI,KPQI,46.688999,-68.0448,America/New_York
PGL,KPQL,30.462799072266,-88.529197692871,America/Chicago
KPR,KPR,58.4901008606,-152.582000732,America/Anchorage
PRB,KPRB,35.67290115,-120.6269989,America/Los_Angeles
PRC,KPRC,34.654499,-112.419998,America/Phoenix
PRO,KPRO,41.82799911,-94.15989685,America/Chicago
PRX,KPRX,33.636600494385,-95.450798034668,America/Chicago
PSC,KPSC,46.26470184326172,-119.11900329589844,America/Los_Angeles
PSF,KPSF,42.4268,-73.2929,America/New_York
PSK,KPSK,37.137298583984,-80.678497314453,America/New_York
PSM,KPSM,43.0778999329,-70.8233032227,America/New_York
PSN,KPSN,31.779699325562,-95.706298828125,America/Chicago
PGO,KPSO,37.28630066,-107.0559998,America/Denver
PSP,KPSP,33.8297,-116.507004,America/Los_Angeles
PSX,KPSX,28.727500915527,-96.250999450684,America/Chicago
PTB,KPTB,37.183799743652,-77.507400512695,America/New_York
PTK,KPTK,42.665500640869,-83.420097351074,America/Detroit
PTN,KPTN,29.709499359131,-91.338996887207,America/Chicago
PTT,KPTT,37.70159912,-98.74690247,America/Chicago
PTV,KPTV,36.029598236084,-119.06300354004,America/Los_Angeles
PTW,KPTW,40.239601,-75.556702,America/New_York
PUB,KPUB,38.289101,-104.497002,America/Denver
PUC,KPUC,39.61389923,-110.7509995,America/Denver
PUW,KPUW,46.7439,-117.110001,America/Los_Angeles
PVC,KPVC,42.0718994141,-70.2213973999,America/New_York
PVD,KPVD,41.725038,-71.425668,America/New_York
PVF,KPVF,38.724201202393,-120.75299835205,America/Los_Angeles
PVU,KPVU,40.2192,-111.723,America/Denver
PVW,KPVW,34.168098449707,-101.71700286865,America/Chicago
PVZ,KPVZ,41.73360061649999,-81.21920013430001,America/New_York
PWA,KPWA,35.53419876,-97.64710236,America/Chicago
PWD,KPWD,48.790298461914,-104.53399658203,America/Denver
PWK,KPWK,42.114222,-87.901494,America/Chicago
PWM,KPWM,43.646198,-70.309303,America/New_York
PWT,KPWT,47.490200042725,-122.76499938965,America/Los_Angeles
KPY,KPY,57.930099487300005,-153.041000366,America/Anchorage
PYM,KPYM,41.909,-70.728798,America/New_York
RAC,KRAC,42.7606010437,-87.8152008057,America/Chicago
RAL,KRAL,33.9519,-117.445,America/Los_Angeles
RAP,KRAP,44.0452995300293,-103.05699920654295,America/Denver
RBD,KRBD,32.6809005737,-96.8682022095,America/Chicago
RBG,KRBG,43.2388000488,-123.356002808,America/Los_Angeles
RBL,KRBL,40.1506996155,-122.251998901,America/Los_Angeles
RBW,KRBW,32.921001434299995,-80.6406021118,America/New_York
RCA,KRCA,44.14500046,-103.1039963,America/Denver
RCK,KRCK,30.6315994263,-96.9897003174,America/Chicago
RCR,KRCR,41.0656013489,-86.18170166019999,America/Indiana/Indianapolis
RCT,KRCT,43.9000015259,-85.5167007446,America/Detroit
RDD,KRDD,40.50899887,-122.2929993,America/Los_Angeles
RDG,KRDG,40.378502,-75.965202,America/New_York
RDM,KRDM,44.2541008,-121.1500015,America/Los_Angeles
RDR,KRDR,47.961101532,-97.4011993408,America/Chicago
RDU,KRDU,35.87760162353516,-78.7874984741211,America/New_York
REO,KREO,42.5777015686,-117.885002136,America/Boise
RFD,KRFD,42.1954,-89.097198,America/Chicago
RFG,KRFG,28.2936,-97.322998,America/Chicago
RHI,KRHI,45.63119888305664,-89.46749877929688,America/Chicago
RHV,KRHV,37.332901001,-121.819000244,America/Los_Angeles
RIC,KRIC,37.50519943237305,-77.3197021484375,America/New_York
RIL,KRIL,39.526299,-107.726997,America/Denver
RIV,KRIV,33.880699,-117.259003,America/Los_Angeles
RIW,KRIW,43.064201355,-108.459999084,America/Denver
RKD,KRKD,44.06010056,-69.09919739,America/New_York
RKP,KRKP,28.0867996216,-97.0446014404,America/Chicago
RKS,KRKS,41.5942,-109.065001,America/Denver
RKW,KRKW,35.9222984314,-84.6896972656,America/Chicago
