iata,ident,lat,lon,timezone
CLW,KCLW,27.9766998291,-82.7586975098,America/New_York
CMH,KCMH,39.998001,-82.891899,America/New_York
CMI,KCMI,40.03919983,-88.27809906,America/Chicago
CMX,KCMX,47.168399810791016,-88.48909759521484,America/Detroit
CMY,KCMY,43.958302,-90.7379,America/Chicago
KCN,KCN,53.4028993416,-167.52027154,America/Nome
CNH,KCNH,43.3703994751,-72.36869812009999,America/New_York
CNK,KCNK,39.5493011475,-97.6522979736,America/Chicago
CNM,KCNM,32.337501525878906,-104.26300048828124,America/Denver
CNO,KCNO,33.97470093,-117.637001,America/Los_Angeles
CNU,KCNU,37.668173,-95.486727,America/Chicago
CNW,KCNW,31.641129,-97.073335,America/Chicago
CNY,KCNY,38.75500107,-109.7549973,America/Denver
COD,KCOD,44.520198822,-109.024002075,America/Denver
COE,KCOE,47.77429962,-116.8199997,America/Los_Angeles
COF,KCOF,28.2348995209,-80.6100997925,America/New_York
COI,KCOI,28.3416004181,-80.6855010986,America/New_York
COM,KCOM,31.8411006927,-99.4036026001,America/Chicago
CON,KCON,43.20270157,-71.50229645,America/New_York
COS,KCOS,38.805801,-104.700996,America/Denver
COT,KCOT,28.45669937,-99.22029877,America/Chicago
COU,KCOU,38.8181,-92.219597,America/Chicago
CPF,KCPF,37.386666,-83.261666,America/New_York
CPM,KCPM,33.8899993896,-118.244003296,America/Los_Angeles
CPR,KCPR,42.908001,-106.463997,America/Denver
CPS,KCPS,38.570701599100005,-90.1561965942,America/Chicago
HCW,KCQW,34.71289825,-79.95700073,America/New_York
KCR,KCR,63.5676994324,-155.988998413,America/Anchorage
CRE,KCRE,33.8116989136,-78.72389984130001,America/New_York
CRG,KCRG,30.3362998962,-81.51439666750001,America/New_York
CRO,KCRO,36.102502,-119.595001,America/Los_Angeles
CRP,KCRP,27.770399,-97.501198,America/Chicago
CLD,KCRQ,33.1283,-117.279999,America/Los_Angeles
CRS,KCRS,32.0280990601,-96.4005966187,America/Chicago
CRT,KCRT,33.1782989502,-91.8802032471,America/Chicago
CRW,KCRW,38.3731,-81.593201,America/New_York
CRX,KCRX,34.9150009155,-88.6035003662,America/Chicago
CSG,KCSG,32.516300201416016,-84.93890380859375,America/New_York
CSM,KCSM,35.3398017883,-99.2005004883,America/Chicago
CSQ,KCSQ,41.0214004517,-94.3632965088,America/Chicago
CSV,KCSV,35.9513015747,-85.08499908450001,America/Chicago
CTB,KCTB,48.608657,-112.378183,America/Denver
CTY,KCTY,29.6354999542,-83.10479736330001,America/New_York
CTZ,KCTZ,34.9756011963,-78.3646011353,America/New_York
CUB,KCUB,33.970500946,-80.9952011108,America/New_York
CUH,KCUH,35.950496,-96.772371,America/Chicago
CVG,KCVG,39.048801,-84.667801,America/New_York
CKK,KCVK,36.26490021,-91.56259918,America/Chicago
CVN,KCVN,34.4250984192,-103.07900238,America/Denver
CVO,KCVO,44.49720001,-123.2900009,America/Los_Angeles
CVS,KCVS,34.382801,-103.321999,America/Denver
CWA,KCWA,44.7775993347,-89.6668014526,America/Chicago
KIP,KCWC,33.85779953,-98.49040222,America/Chicago
CWF,KCWF,30.2105998993,-93.1432037354,America/Chicago
CWI,KCWI,41.8311004639,-90.3291015625,America/Chicago
CXL,KCXL,32.6694984436,-115.513000488,America/Los_Angeles
CXO,KCXO,30.351801,-95.414497,America/Chicago
CSN,KCXP,39.192199707,-119.73400116,America/Los_Angeles
HAR,KCXY,40.2170982361,-76.85150146480001,America/New_York
CYS,KCYS,41.15570068,-104.8119965,America/Denver
CZT,KCZT,28.5221996307,-99.823600769,America/Chicago
VEX,KD60,48.38050079,-102.8980026,America/Chicago
DAA,KDAA,38.715000152600005,-77.1809997559,America/New_York
DAB,KDAB,29.179899,-81.058098,America/New_York
DAG,KDAG,34.85369873,-116.7870026,America/Los_Angeles
DAL,KDAL,32.847099,-96.851799,America/Chicago
DAN,KDAN,36.572898864746094,-79.33609771728516,America/New_York
DAY,KDAY,39.902401,-84.219398,America/New_York
DBN,KDBN,32.5644,-82.985298,America/New_York
DBQ,KDBQ,42.402,-90.709503,America/Chicago
DCA,KDCA,38.8521,-77.037697,America/New_York
DCU,KDCU,34.652698516799994,-86.94539642330001,America/Chicago
DDC,KDDC,37.76340103149414,-99.9655990600586,America/Chicago
DEC,KDEC,39.834598541259766,-88.8656997680664,America/Chicago
DEH,KDEH,43.27550125,-91.73940277,America/Chicago
DEN,KDEN,39.861698150635,-104.672996521,America/Denver
DET,KDET,42.40919876,-83.00990295,America/Detroit
DFI,KDFI,41.3375015259,-84.4288024902,America/New_York
DFW,KDFW,32.896801,-97.038002,America/Chicago
DGL,KDGL,31.3425998688,-109.505996704,America/Phoenix
DGW,KDGW,42.79719925,-105.3860016,America/Denver
DHN,KDHN,31.3213005065918,-85.44960021972656,America/Chicago
DHT,KDHT,36.0225982666,-102.54699707,America/Chicago
DIK,KDIK,46.7974014282,-102.802001953,America/Denver
DKK,KDKK,42.49330139,-79.27200317,America/New_York
DLL,KDLC,34.4491004944,-79.368598938,America/New_York
DLF,KDLF,29.359501,-100.778002,America/Chicago
DLH,KDLH,46.842098,-92.193604,America/Chicago
DLN,KDLN,45.2554016113,-112.553001404,America/Denver
DLS,KDLS,45.620979,-121.170777,America/Los_Angeles
DMA,KDMA,32.1665000916,-110.883003235,America/Phoenix
DMN,KDMN,32.262298584,-107.721000671,America/Denver
DMO,KDMO,38.70740127559999,-93.1759033203,America/Chicago
DNL,KDNL,33.4664993286,-82.0393981934,America/New_York
DNN,KDNN,34.72290039,-84.87020111,America/New_York
DNS,KDNS,41.9864006,-95.38069916,America/Chicago
DNV,KDNV,40.19919968,-87.59590149,America/Chicago
DOV,KDOV,39.129501,-75.466003,America/New_York
DPA,KDPA,41.90779877,-88.24859619,America/Chicago
DPG,KDPG,40.19940186,-112.9369965,America/Denver
DRA,KDRA,36.6194,-116.032997,America/Los_Angeles
DRI,KDRI,30.831699,-93.339897,America/Chicago
DRE,KDRM,46.0093002319,-83.74389648440001,America/Detroit
DRO,KDRO,37.1515007019,-107.753997803,America/Denver
DRT,KDRT,29.3742008209,-100.927001953,America/Chicago
DSM,KDSM,41.534,-93.663101,America/Chicago
DSV,KDSV,42.5708999634,-77.7130966187,America/New_York
DTA,KDTA,39.3805999756,-112.508003235,America/Denver
DTL,KDTL,46.82519913,-95.88569641,America/Chicago
DTN,KDTN,32.5401992798,-93.7450027466,America/Chicago
DSI,KDTS,30.40010071,-86.47149658,America/Chicago
DTW,KDTW,42.212398529052734,-83.35340118408203,America/Detroit
DUA,KDUA,33.942299,-96.395057,America/Chicago
DUC,KDUC,34.47090149,-97.9598999,America/Chicago
DUG,KDUG,31.4689998627,-109.603996277,America/Phoenix
DUJ,KDUJ,41.17829895,-78.8986969,America/New_York
DVL,KDVL,48.11420059,-98.90879822,America/Chicago
DVN,KDVN,41.610432,-90.589693,America/Chicago
NOT,KDVO,38.143600463867,-122.55599975586,America/Los_Angeles
NSL,KDVP,43.986801147461,-95.782600402832,America/Chicago
DVT,KDVT,33.6883010864,-112.083000183,America/Phoenix
DWF,KDWF,39.78,-84.10444444439999,America/New_York
DWH,KDWH,30.0618000031,-95.5528030396,America/Chicago
DXR,KDXR,41.3714981079,-73.48220062259999,America/New_York
DYL,KDYL,40.3330001831,-75.1222991943,America/New_York
DYS,KDYS,32.420799,-99.854599,America/Chicago
MIF,KE01,31.582500457764,-102.90899658203,America/Chicago
CCG,KE13,31.4151000977,-102.362998962,America/Chicago
ESO,KE14,36.0299987793,-106.04599762,America/Denver
WTR,KE24,33.810175,-109.986555,America/Phoenix
ALE,KE38,30.3841991425,-103.683998108,America/Chicago
BGT,KE51,34.592796,-113.171993,America/Phoenix
EAN,KEAN,42.0555,-104.929001,America/Denver
EAR,KEAR,40.727001,-99.006798,America/Chicago
EAT,KEAT,47.3988990784,-120.207000732,America/Los_Angeles
EAU,KEAU,44.86579895019531,-91.48429870605467,America/Chicago
KEB,KEB,59.3521003723,-151.925003052,America/Anchorage
EBS,KEBS,42.43659973,-93.86889648,America/Chicago
ECG,KECG,36.260601,-76.174599,America/New_York
ECS,KECS,43.885399,-104.318001,America/Denver
EDE,KEDE,36.027698516799994,-76.56710052490001,America/New_York
ETS,KEDN,31.29969978,-85.89990234,America/Chicago
EDW,KEDW,34.905399,-117.884003,America/Los_Angeles
EED,KEED,34.7663002014,-114.623001099,America/Los_Angeles
EEN,KEEN,42.898399,-72.270798,America/New_York
EFD,KEFD,29.6072998047,-95.1587982178,America/Chicago
EFK,KEFK,44.888802,-72.229202,America/New_York
EFW,KEFW,42.0102005,-94.34259796,America/Chicago
EGE,KEGE,39.64260101,-106.9179993,America/Denver
EGI,KEGI,30.65040016,-86.52290344,America/Chicago
EGV,KEGV,45.9323005676,-89.26830291750001,America/Chicago
KEK,KEK,59.3568000793457,-157.4709930419922,America/Anchorage
EKA,KEKA,40.8033981323,-124.112998962,America/Los_Angeles
EKI,KEKM,41.7193984985,-86.00319671630001,America/Indiana/Indianapolis
EKN,KEKN,38.88940048,-79.85710144,America/New_York
EKO,KEKO,40.82490158081055,-115.79199981689452,America/Los_Angeles
EKX,KEKX,37.686001,-85.925003,America/New_York
ELA,KELA,29.600599288900003,-96.3218994141,America/Chicago
ELD,KELD,33.22100067138672,-92.81330108642578,America/Chicago
ELK,KELK,35.43080139,-99.39430237,America/Chicago
ELM,KELM,42.1599006652832,-76.8916015625,America/New_York
ELN,KELN,47.03300095,-120.5309982,America/Los_Angeles
LYU,KELO,47.82450104,-91.83070374,America/Chicago
ELP,KELP,31.80719948,-106.3779984,America/Denver
ELY,KELY,39.29970169,-114.8420029,America/Los_Angeles
ELZ,KELZ,42.10950089,-77.98999786,America/New_York
EMM,KEMM,41.82410049439999,-110.556999207,America/Denver
EMP,KEMP,38.3320999146,-96.1912002563,America/Chicago
EMT,KEMT,34.086102,-118.035004,America/Los_Angeles
END,KEND,36.339199,-97.916496,America/Chicago
ENL,KENL,38.5150985718,-89.0911026001,America/Chicago
ENV,KENV,40.7187004089,-114.03099823,America/Denver
ENW,KENW,42.59569931,-87.92780304,America/Chicago
EOK,KEOK,40.4598999023,-91.4284973145,America/Chicago
EPH,KEPH,47.307598,-119.515999,America/Los_Angeles
EDK,KEQA,37.7741012573,-96.8175964355,America/Chicago
ERI,KERI,42.083127,-80.173867,America/New_York
ERR,KERR,44.7924995422,-71.1641998291,America/New_York
ERV,KERV,29.9766998291,-99.0857009888,America/Chicago
ESC,KESC,45.7226982117,-87.0936965942,America/Detroit
ESF,KESF,31.394266,-92.294082,America/Chicago
ESN,KESN,38.804199,-76.069,America/New_York
EST,KEST,43.40739822,-94.74639893,America/Chicago
ESW,KESW,47.2541999817,-121.185997009,America/Los_Angeles
ETB,KETB,43.4221992493,-88.1278991699,America/Chicago
ETN,KETN,32.4135017395,-98.8097991943,America/Chicago
EUF,KEUF,31.9512996674,-85.1288986206,America/Chicago
EUG,KEUG,44.12459945678711,-123.21199798583984,America/Los_Angeles
EVM,KEVM,47.42509842,-92.49849701,America/Chicago
EVV,KEVV,38.0369987488,-87.5324020386,America/Chicago
EVW,KEVW,41.27479935,-111.0350037,America/Denver
EWB,KEWB,41.67610168457031,-70.95690155029297,America/New_York
EWK,KEWK,38.0582008362,-97.2744979858,America/Chicago
EWN,KEWN,35.0730018616,-77.04290008539999,America/New_York
EWR,KEWR,40.692501,-74.168701,America/New_York
EYW,KEYW,24.556101,-81.759598,America/New_York
WIB,KF05,34.2257003784,-99.2837982178,America/Chicago
RBK,KF70,33.5742,-117.127998,America/Los_Angeles
FAF,KFAF,37.1324996948,-76.60880279540001,America/New_York
FAM,KFAM,37.76110077,-90.4285965,America/Chicago
FAR,KFAR,46.92070007324219,-96.81580352783205,America/Chicago
FAT,KFAT,36.776199,-119.718002,America/Los_Angeles
FAY,KFAY,34.991199,-78.880302,America/New_York
FBG,KFBG,35.13180161,-78.93669891,America/New_York
FBL,KFBL,44.32844,-93.312534,America/Chicago
FBR,KFBR,41.3918991089,-110.406997681,America/Denver
FBY,KFBY,40.1829986572,-97.1692962646,America/Chicago
FCH,KFCH,36.732399,-119.82,America/Los_Angeles
FCM,KFCM,44.8272018433,-93.4570999146,America/Chicago
FCS,KFCS,38.67839813,-104.7570038,America/Denver
FCY,KFCY,34.942001342800005,-90.7750015259,America/Chicago
FDK,KFDK,39.4175987244,-77.3742980957,America/New_York
FDR,KFDR,34.35200119,-98.98390198,America/Chicago
FDY,KFDY,41.0135002136,-83.66870117190001,America/New_York
FEP,KFEP,42.2462005615,-89.58200073239999,America/Chicago
FET,KFET,41.44910049,-96.52020264,America/Chicago
FFA,KFFA,36.0181999207,-75.67130279540001,America/New_York
FFL,KFFL,41.053024,-91.980114,America/Chicago
FFM,KFFM,46.28440094,-96.15670013,America/Chicago
FFO,KFFO,39.826099,-84.048302,America/New_York
FFT,KFFT,38.18249893,-84.90470123,America/New_York
MSC,KFFZ,33.4608001709,-111.727996826,America/Phoenix
FRD,KFHR,48.5219993591,-123.024002075,America/Los_Angeles
FHU,KFHU,31.587383,-110.348225,America/Phoenix
FKL,KFKL,41.3778991699,-79.8603973389,America/New_York
FKN,KFKN,36.698101,-76.903801,America/New_York
FLD,KFLD,43.7711982727,-88.48840332030001,America/Chicago
FLG,KFLG,35.1385,-111.670998,America/Phoenix
FLL,KFLL,26.072599,-80.152702,America/New_York
FLO,KFLO,34.18539810180664,-79.7238998413086,America/New_York
FLP,KFLP,36.29090118,-92.59030151,America/Chicago
FLU,KFLU,40.77870178222656,-73.83260345458984,America/New_York
FLV,KFLV,39.3683013916,-94.9147033691,America/Chicago
FLX,KFLX,39.4990997314,-118.749000549,America/Los_Angeles
FME,KFME,39.08539962769999,-76.7593994141,America/New_York
FMH,KFMH,41.657899,-70.52163,America/New_York
FMN,KFMN,36.741199,-108.230003,America/Denver
FMY,KFMY,26.58659935,-81.86329650879999,America/New_York
FNL,KFNL,40.448763,-105.011244,America/Denver
FNT,KFNT,42.96540069580078,-83.74359893798828,America/Detroit
FOD,KFOD,42.55149841,-94.19259644,America/Chicago
FOE,KFOE,38.950901,-95.663597,America/Chicago
FOK,KFOK,40.8437004089,-72.6317977905,America/New_York
FIL,KFOM,38.95830154,-112.362999,America/Denver
FPR,KFPR,27.49510002,-80.36830139,America/New_York
FRG,KFRG,40.7288017273,-73.4133987427,America/New_York
FRH,KFRH,38.5061988831,-86.63690185550001,America/Indiana/Indianapolis
FRI,KFRI,39.053021,-96.764202,America/Chicago
FRM,KFRM,43.643901825,-94.4156036377,America/Chicago
FRR,KFRR,38.9174995422,-78.25350189210002,America/New_York
FSD,KFSD,43.585463,-96.741152,America/Chicago
FSI,KFSI,34.64979935,-98.40219879,America/Chicago
FSK,KFSK,37.7984008789,-94.7694015503,America/Chicago
FSM,KFSM,35.336601,-94.367401,America/Chicago
FST,KFST,30.9157009125,-102.916000366,America/Chicago
FSU,KFSU,34.4833984375,-104.217002869,America/Denver
FMS,KFSW,40.659113,-91.327763,America/Chicago
FTK,KFTK,37.9071006775,-85.9720993042,America/New_York
FTW,KFTW,32.819801,-97.362396,America/Chicago
FTY,KFTY,33.7790985107,-84.5214004517,America/New_York
FUL,KFUL,33.8720016479,-117.980003357,America/Los_Angeles
WFK,KFVE,47.2854995728,-68.31279754639999,America/New_York
FWA,KFWA,40.9785,-85.195099,America/Indiana/Indianapolis
FXE,KFXE,26.1972999573,-80.1707000732,America/New_York
FXY,KFXY,43.23469925,-93.62409973,America/Chicago
FYM,KFYM,35.059700012200004,-86.5640029907,America/Chicago
FYV,KFYV,36.00510025024414,-94.17009735107422,America/Chicago
GAD,KGAD,33.972599,-86.088996,America/Chicago
GAG,KGAG,36.295501709,-99.7763977051,America/Chicago
GAI,KGAI,39.168301,-77.166,America/New_York
GBD,KGBD,38.3442993164,-98.8591995239,America/Chicago
GBG,KGBG,40.9379997253,-90.431098938,America/Chicago
GBR,KGBR,42.18420029,-73.40319824,America/New_York
GCC,KGCC,44.3488998413,-105.539001465,America/Denver
JDA,KGCD,44.40420151,-118.9629974,America/Los_Angeles
GCK,KGCK,37.9275016785,-100.723999023,America/Chicago
GCN,KGCN,35.9524,-112.147003,America/Phoenix
GCY,KGCY,36.193001,-82.815102,America/New_York
GDM,KGDM,42.5499992371,-72.0160980225,America/New_York
GDV,KGDV,47.13869858,-104.8069992,America/Denver
GDW,KGDW,43.9706001282,-84.47499847410002,America/Detroit
GED,KGED,38.689201,-75.358902,America/New_York
GEG,KGEG,47.6199,-117.533997,America/Los_Angeles
GEY,KGEY,44.51679993,-108.0830002,America/Denver
GFA,KGFA,47.504699707,-111.18699646,America/Denver
GFK,KGFK,47.949299,-97.176102,America/Chicago
GFL,KGFL,43.3412017822,-73.6102981567,America/New_York
GGE,KGGE,33.3116989136,-79.3196029663,America/New_York
GGG,KGGG,32.38399887084961,-94.71150207519533,America/Chicago
GGW,KGGW,48.212502,-106.614998,America/Denver
GHM,KGHM,35.8373985291,-87.44539642330001,America/Chicago
GIF,KGIF,28.062901,-81.753304,America/New_York
GJT,KGJT,39.126663,-108.529387,America/Denver
MEJ,KGKJ,41.62649918,-80.21469879,America/New_York
GKT,KGKT,35.85779953,-83.52870178219999,America/New_York
GLD,KGLD,39.37060165,-101.6989975,America/Denver
GLE,KGLE,33.651401519800004,-97.1969985962,America/Chicago
GLH,KGLH,33.4828987121582,-90.98560333251952,America/Chicago
GLR,KGLR,45.0135002136,-84.7035980225,America/Detroit
GLS,KGLS,29.265300750732425,-94.8603973388672,America/Chicago
GLW,KGLW,37.03179932,-85.9536972,America/Chicago
GMU,KGMU,34.8479003906,-82.34999847410002,America/New_York
GNG,KGNG,42.91719818,-114.7649994,America/Boise
GNT,KGNT,35.167301178,-107.902000427,America/Denver
GNV,KGNV,29.6900997162,-82.2717971802,America/New_York
GOK,KGOK,35.84980011,-97.41560364,America/Chicago
GON,KGON,41.3301010131836,-72.04509735107422,America/New_York
FCA,KGPI,48.31050109863281,-114.25599670410156,America/Denver
GPT,KGPT,30.407301,-89.070099,America/Chicago
GPZ,KGPZ,47.21110153,-93.50980377,America/Chicago
GQQ,KGQQ,40.7533988953,-82.7238006592,America/New_York
GRB,KGRB,44.4851,-88.129601,America/Chicago
GRD,KGRD,34.2486991882,-82.15910339359999,America/New_York
GRE,KGRE,38.836844,-89.376525,America/Chicago
GRF,KGRF,47.07920074,-122.5810013,America/Los_Angeles
GRI,KGRI,40.96749877929688,-98.30960083007812,America/Chicago
GRK,KGRK,31.0672,-97.828903,America/Chicago
GRN,KGRN,42.8059997559,-102.175003052,America/Denver
GRR,KGRR,42.88079834,-85.52279663,America/Detroit
GSB,KGSB,35.339401,-77.960602,America/New_York
GSH,KGSH,41.5264015198,-85.79290008539999,America/Indiana/Indianapolis
GSO,KGSO,36.097801,-79.937302,America/New_York
GSP,KGSP,34.895699,-82.218903,America/New_York
GSW,KGSW,32.8308104547,-97.0491886139,America/Chicago
GTF,KGTF,47.48199844,-111.3710022,America/Denver
GTG,KGTG,45.7980995178,-92.6643981934,America/Chicago
GTR,KGTR,33.450298309299995,-88.5914001465,America/Chicago
GUC,KGUC,38.53390121,-106.9329987,America/Denver
GUP,KGUP,35.511100769,-108.789001465,America/Denver
GUS,KGUS,40.648102,-86.1521,America/Indiana/Indianapolis
GUY,KGUY,36.6851005554,-101.508003235,America/Chicago
GVL,KGVL,34.27259827,-83.8302002,America/New_York
GVT,KGVT,33.0677986145,-96.0652999878,America/Chicago
GVW,KGVW,38.844200134277344,-94.55999755859376,America/Chicago
GWO,KGWO,33.4943008423,-90.0847015381,America/Chicago
GWS,KGWS,39.5083007812,-107.310997009,America/Denver
KGX,KGX,62.895187,-160.066289,America/Anchorage
GXY,KGXY,40.4374008179,-104.633003235,America/Denver
GDC,KGYH,34.758301,-82.376404,America/New_York
PNX,KGYI,33.714099884,-96.6736984253,America/Chicago
GYR,KGYR,33.4225006104,-112.375999451,America/Phoenix
GYY,KGYY,41.61629867553711,-87.41280364990234,America/Chicago
KGZ,KGZ,61.4551010132,-142.380996704,America/Anchorage
HAB,KHAB,34.11759949,-87.99819946,America/Chicago
HAF,KHAF,37.5134010315,-122.500999451,America/Los_Angeles
HAI,KHAI,41.9598007202,-85.59339904790001,America/Detroit
HAO,KHAO,39.3638000488,-84.5220031738,America/New_York
HAX,KHAX,35.746437,-95.413277,America/Chicago
HBG,KHBG,31.26479912,-89.25279999,America/Chicago
HBR,KHBR,34.991317,-99.051313,America/Chicago
HCA,KHCA,32.30407,-101.43528,America/Chicago
HDE,KHDE,40.452099,-99.336502,America/Chicago
HDN,KHDN,40.48120117,-107.2180023,America/Denver
HEE,KHEE,34.576571,-90.67616,America/Chicago
MNZ,KHEF,38.72140121,-77.51540375,America/New_York
HEZ,KHEZ,31.613738,-91.297313,America/Chicago
HFD,KHFD,41.736698150635,-72.649398803711,America/New_York
HFF,KHFF,35.036087,-79.498615,America/New_York
HGR,KHGR,39.707901,-77.72949982,America/New_York
HHR,KHHR,33.922798,-118.334999,America/Los_Angeles
HUJ,KHHW,34.03480148,-95.54190063,America/Chicago
HIB,KHIB,47.3866,-92.838997,America/Chicago
HIE,KHIE,44.367637,-71.544502,America/New_York
HIF,KHIF,41.12403,-111.973086,America/Denver
HII,KHII,34.571098,-114.358002,America/Phoenix
HIO,KHIO,45.540401,-122.949997,America/Los_Angeles
HKA,KHKA,35.940399169900004,-89.83080291750001,America/Chicago
HKS,KHKS,32.33449936,-90.22219849,America/Chicago
HKY,KHKY,35.74110031,-81.38950348,America/New_York
HLB,KHLB,39.3445014954,-85.25830078119999,America/Indiana/Indianapolis
HLC,KHLC,39.37879944,-99.83149719,America/Chicago
HLG,KHLG,40.1749992371,-80.6463012695,America/New_York
HLM,KHLM,42.795898,-86.162003,America/Detroit
HLN,KHLN,46.6068,-111.983002,America/Denver
HLR,KHLR,31.1387,-97.7145,America/Chicago
HMN,KHMN,32.852501,-106.107002,America/Denver
HMT,KHMT,33.7340011597,-117.023002625,America/Los_Angeles
HNB,KHNB,38.2490005493,-86.95369720459999,America/Indiana/Vincennes
HSH,KHND,35.9728012085,-115.134002686,America/Los_Angeles
HOB,KHOB,32.6875,-103.2170029,America/Denver
HON,KHON,44.38520050048828,-98.22850036621094,America/Chicago
HOP,KHOP,36.668598175,-87.49620056150002,America/Chicago
HOT,KHOT,34.47800064086914,-93.09619903564452,America/Chicago
HOU,KHOU,29.645399,-95.2789,America/Chicago
HPN,KHPN,41.06700134277344,-73.70760345458984,America/New_York
HPT,KHPT,42.7237014771,-93.2263031006,America/Chicago
HPY,KHPY,29.7861003876,-94.9526977539,America/Chicago
HQM,KHQM,46.9711990356,-123.93699646,America/Los_Angeles
HES,KHRI,45.828223,-119.259024,America/Los_Angeles
HRL,KHRL,26.228500366210938,-97.65440368652344,America/Chicago
HRO,KHRO,36.26150131225586,-93.15470123291016,America/Chicago
HSB,KHSB,37.81129837,-88.5503006,America/Chicago
HNC,KHSE,35.232799530029,-75.617797851562,America/New_York
THP,KHSG,43.713602,-108.389687,America/Denver
HSI,KHSI,40.6053009033,-98.4279022217,America/Chicago
HSP,KHSP,37.95140076,-79.83390045,America/New_York
HST,KHST,25.48859978,-80.38359833,America/New_York
HSV,KHSV,34.637199,-86.775101,America/Chicago
HTH,KHTH,38.544399,-118.634002,America/Los_Angeles
HTL,KHTL,44.359798,-84.671095,America/Detroit
HTO,KHTO,40.95959854,-72.25180054,America/New_York
HTS,KHTS,38.366699,-82.557999,America/New_York
HTW,KHTW,38.4193,-82.494301,America/New_York
HUA,KHUA,34.67869949,-86.68479919,America/Chicago
HUF,KHUF,39.4515,-87.307602,America/Indiana/Indianapolis
HUL,KHUL,46.1231002808,-67.792098999,America/New_York
HUM,KHUM,29.5664997101,-90.6604003906,America/Chicago
HUT,KHUT,38.0654983521,-97.86060333250002,America/Chicago
HVE,KHVE,38.4179992676,-110.70400238,America/Denver
HVN,KHVN,41.26369858,-72.88680267,America/New_York
HVR,KHVR,48.542999,-109.762001,America/Denver
HVS,KHVS,34.4030990601,-80.11920166019999,America/New_York
HWD,KHWD,37.659198761,-122.122001648,America/Los_Angeles
HWO,KHWO,26.0012,-80.2407,America/New_York
WSH,KHWV,40.8218994141,-72.86940002440001,America/New_York
HHH,KHXD,32.2243995667,-80.6975021362,America/New_York
HYA,KHYA,41.66930008,-70.28040314,America/New_York
HYR,KHYR,46.025199890100005,-91.44429779050002,America/Chicago
HYS,KHYS,38.84220123,-99.27320099,America/Chicago
HZL,KHZL,40.9868011475,-75.9949035645,America/New_York
JFN,KHZY,41.778,-80.695503,America/New_York
IAB,KIAB,37.62189865,-97.26820374,America/Chicago
IAD,KIAD,38.9445,-77.455803,America/New_York
IAG,KIAG,43.1073,-78.946198,America/New_York
IAH,KIAH,29.984399795532227,-95.34140014648438,America/Chicago
KIB,KIB,55.8974990845,-159.488998413,America/Anchorage
ICL,KICL,40.72180176,-95.02639771,America/Chicago
ICT,KICT,37.649899,-97.433098,America/Chicago
IDA,KIDA,43.514599,-112.070999,America/Boise
IDI,KIDI,40.63219833,-79.10549927,America/New_York
IDP,KIDP,37.1584014893,-95.7783966064,America/Chicago
XPR,KIEN,43.0224990845,-102.511001587,America/Denver
IFA,KIFA,42.4707984924,-93.2699966431,America/Chicago
IFP,KIFP,35.157398,-114.559998,America/Phoenix
IGM,KIGM,35.259499,-113.938004,America/Phoenix
IKK,KIKK,41.07139968869999,-87.8462982178,America/Chicago
ILE,KILE,31.0858001709,-97.6865005493,America/Chicago
ILG,KILG,39.67869949,-75.60649872,America/New_York
ILM,KILM,34.270599365234375,-77.90260314941406,America/New_York
ILN,KILN,39.427898407,-83.792098999,America/New_York
IML,KIML,40.50930023,-101.6210022,America/Denver
IMM,KIMM,26.43320084,-81.40100098,America/New_York
MDN,KIMS,38.75889969,-85.46549988,America/Indiana/Indianapolis
IMT,KIMT,45.8184013367,-88.1145019531,America/Menominee
IND,KIND,39.7173,-86.294403,America/Indiana/Indianapolis
INK,KINK,31.7796001434,-103.200996399,America/Chicago
INL,KINL,48.566200256347656,-93.4030990600586,America/Chicago
INS,KINS,36.5872001648,-115.672996521,America/Los_Angeles
INT,KINT,36.13370132446289,-80.22200012207031,America/New_York
INW,KINW,35.021900177,-110.722999573,America/Phoenix
IOW,KIOW,41.6391983032,-91.5465011597,America/Chicago
IPL,KIPL,32.834201812699995,-115.57900238,America/Los_Angeles
IPT,KIPT,41.241798400878906,-76.92109680175781,America/New_York
IRK,KIRK,40.09349822998047,-92.5448989868164,America/Chicago
IRS,KIRS,41.81330109,-85.43900299,America/Detroit
ISM,KISM,28.2898006439,-81.4371032715,America/New_York
ISN,KISN,48.177898,-103.641998,America/Chicago
ISO,KISO,35.331401825,-77.60880279540001,America/New_York
ISP,KISP,40.79520035,-73.10019684,America/New_York
ISQ,KISQ,45.97460175,-86.17179871,America/Detroit
ISW,KISW,44.3602981567,-89.83899688720001,America/Chicago
ITH,KITH,42.49100112915039,-76.4583969116211,America/New_York
AZA,KIWA,33.3078,-111.654999,America/Phoenix
IWD,KIWD,46.527500152600005,-90.131401062,America/Menominee
ISS,KIWI,43.9613990784,-69.712600708,America/New_York
IWS,KIWS,29.818199,-95.6726,America/Chicago
JCI,KIXD,38.8308982849,-94.890296936,America/Chicago
IYK,KIYK,35.65879822,-117.8300018,America/Los_Angeles
SQA,KIZA,34.60680008,-120.0759964,America/Los_Angeles
FRY,KIZG,43.9911003113,-70.9478988647,America/New_York
JAC,KJAC,43.6072998046875,-110.73799896240234,America/Denver
JAN,KJAN,32.311199,-90.075897,America/Chicago
JAS,KJAS,30.8857,-94.034897,America/Chicago
JAX,KJAX,30.49410057067871,-81.68789672851562,America/New_York
