stage,q,domain,A_reference,A_comparator,value_retained
PRE,0.05,F,1.8152599567930925,1.9998528508707314,1.1016895092005157
PRE,0.05,P,6.130694046177252,5.063731090089791,0.8259637574390525
PRE,0.05,R,0.9253539152909069,0.6919005285715685,0.7477144875472356
PRE,0.05,F_continuity,0.0,0.023970170454545452,
PRE,0.05,F_execution,1.8455936713828978,2.0850511547673576,1.1297455052525376
PRE,0.05,F_propagation,3.60018619899638,3.8905372273902925,1.0806488921253166
PRE,0.05,P_time,4.539852632361,4.084976576782868,0.8998037838638897
PRE,0.05,P_itinerary,4.199418519534485,1.4886604798442882,0.3544920500110833
PRE,0.05,P_service,9.652810986636272,9.617556213642217,0.9963477195354946
PRE,0.05,R_operating,0.9253539152909069,0.6919005285715685,0.7477144875472356
TURN,0.05,F,3.623350507126816,4.589876980522626,1.2667493722991294
TURN,0.05,P,13.445004090157305,9.171197127945717,0.682126763699513
TURN,0.05,R,2.4856388586020333,1.2086865470861083,0.4862679640299375
TURN,0.05,F_continuity,0.0,0.0,
TURN,0.05,F_execution,3.565641515584976,4.876032469638823,1.36750496322367
TURN,0.05,F_propagation,7.304410005795473,8.893598471929055,1.217565616507382
TURN,0.05,P_time,10.26077913805439,7.057534916532241,0.6878166678744498
TURN,0.05,P_itinerary,10.92161874449689,4.16264393467298,0.3811380008820052
TURN,0.05,P_service,19.15261438792064,16.29341253263193,0.8507148007380142
TURN,0.05,R_operating,2.4856388586020333,1.2086865470861083,0.4862679640299375
PRE,0.1,F,2.501892764489928,2.9809207621357388,1.1914662388591513
PRE,0.1,P,8.60729798733515,6.3097339420616185,0.7330679095049124
PRE,0.1,R,1.5050413385033607,0.7967844585888088,0.529410347878647
PRE,0.1,F_continuity,0.0,0.023970170454545452,
PRE,0.1,F_execution,2.50116949045115,3.155703661725284,1.2616912503422837
PRE,0.1,F_propagation,5.004508803018634,5.763088454227387,1.1515792420529245
PRE,0.1,P_time,6.9004804775185855,5.031284795243971,0.7291209375398773
PRE,0.1,P_itinerary,6.448754043822928,2.7222186755728655,0.422130950734646
PRE,0.1,P_service,12.472659440663938,11.17569835536802,0.8960156740055368
PRE,0.1,R_operating,1.5050413385033607,0.7967844585888088,0.529410347878647
TURN,0.1,F,7.207596368207455,8.148729606693324,1.1305751862905624
TURN,0.1,P,23.975706512985703,21.019351581540917,0.8766937303873166
TURN,0.1,R,2.7708030796638923,2.372558989432582,0.8562712402212218
TURN,0.1,F_continuity,0.0,0.0,
TURN,0.1,F_execution,7.495328727700157,8.61478123161618,1.1493533565484475
TURN,0.1,F_propagation,14.127460376922212,15.831407588463794,1.1206124219130744
TURN,0.1,P_time,17.22469681255451,15.894897832417254,0.9227969586571759
TURN,0.1,P_itinerary,18.32625653725601,14.554519073720925,0.7941894212892084
TURN,0.1,P_service,36.37616618914659,32.60863783848457,0.8964286579549958
TURN,0.1,R_operating,2.7708030796638923,2.372558989432582,0.8562712402212218
PRE,0.2,F,4.5190843047934885,5.113124456730666,1.1314514427861118
PRE,0.2,P,14.269900494306107,10.757365138744971,0.7538500456283709
PRE,0.2,R,2.172862863178329,1.9421922702342271,0.8938402432785421
PRE,0.2,F_continuity,0.028764204545454544,0.023970170454545452,0.8333333333333333
PRE,0.2,F_execution,4.6081693623132765,5.312706320229756,1.1528886858365825
PRE,0.2,F_propagation,8.920319347521735,10.002696879507697,1.1213384285716936
PRE,0.2,P_time,10.777428212842871,8.566684640581714,0.7948728093009486
PRE,0.2,P_itinerary,12.38333092467415,6.807751189424038,0.5497512124027465
PRE,0.2,P_service,19.648942345401302,16.89765958622916,0.8599780735874539
PRE,0.2,R_operating,2.172862863178329,1.9421922702342271,0.8938402432785421
TURN,0.2,F,13.390340313212699,14.157245865789715,1.0572730441974119
TURN,0.2,P,39.05474789541627,32.92633407576532,0.8430814651252627
TURN,0.2,R,3.642187538647076,4.465377291388095,1.2260152021295423
TURN,0.2,F_continuity,0.0,0.0,
TURN,0.2,F_execution,14.203676729746135,14.903351463583373,1.0492601139233153
TURN,0.2,F_propagation,25.96734420989197,27.568386133785783,1.0616559749411691
TURN,0.2,P_time,28.800571801575348,26.52905450794939,0.9211294376627026
TURN,0.2,P_itinerary,27.04437764759355,20.400612232808975,0.7543383877655714
TURN,0.2,P_service,61.319294237079916,51.8493354865376,0.8455631482983408
TURN,0.2,R_operating,3.642187538647076,4.465377291388095,1.2260152021295423
