episode_id,component,channel,comparison,absolute_mean_distortion,absolute_tail_distortion,n_nodes
sha256:73d86411ce4c378261aab5edc53d9b472631a7670b7866e1d4ba5422d05430c5,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,9
sha256:73d86411ce4c378261aab5edc53d9b472631a7670b7866e1d4ba5422d05430c5,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:73d86411ce4c378261aab5edc53d9b472631a7670b7866e1d4ba5422d05430c5,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:75a2e2b6ef83fe44f16611fe8c79c7e51553b21c5262571ea1ed1dad3a7fdc73,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,17
sha256:75a2e2b6ef83fe44f16611fe8c79c7e51553b21c5262571ea1ed1dad3a7fdc73,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,17
sha256:75a2e2b6ef83fe44f16611fe8c79c7e51553b21c5262571ea1ed1dad3a7fdc73,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:75a2e2b6ef83fe44f16611fe8c79c7e51553b21c5262571ea1ed1dad3a7fdc73,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:79c2db204a92c4ebb042a7ed764220250a8e99df9315de602a17f5d70a620f5a,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,8
sha256:79c2db204a92c4ebb042a7ed764220250a8e99df9315de602a17f5d70a620f5a,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,8
sha256:79c2db204a92c4ebb042a7ed764220250a8e99df9315de602a17f5d70a620f5a,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:79c2db204a92c4ebb042a7ed764220250a8e99df9315de602a17f5d70a620f5a,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:7a303a13be87a210af44b6e4f8b454f5b3a9106f8f1e1e05d1542b20c7734aff,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,6
sha256:7a303a13be87a210af44b6e4f8b454f5b3a9106f8f1e1e05d1542b20c7734aff,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,6
sha256:7a303a13be87a210af44b6e4f8b454f5b3a9106f8f1e1e05d1542b20c7734aff,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:7a303a13be87a210af44b6e4f8b454f5b3a9106f8f1e1e05d1542b20c7734aff,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,6
sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,6
sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:7ad35ec0017d1bb984fe4321d99f45a61e9ab7c6f2e5020ac21656dd8bbb7c0e,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:7f2fe4ffae7d8e36f9e0c4fab024049858b34c10d7520981d2555d0a310e913c,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,8
sha256:7f2fe4ffae7d8e36f9e0c4fab024049858b34c10d7520981d2555d0a310e913c,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,8
sha256:7f2fe4ffae7d8e36f9e0c4fab024049858b34c10d7520981d2555d0a310e913c,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,3
sha256:7f2fe4ffae7d8e36f9e0c4fab024049858b34c10d7520981d2555d0a310e913c,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,3
sha256:7fd23dce052089e82cfff87c56e5fbd55cba17e65e209fd6ef24c883d7a29f0d,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,9
sha256:7fd23dce052089e82cfff87c56e5fbd55cba17e65e209fd6ef24c883d7a29f0d,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,9
sha256:7fd23dce052089e82cfff87c56e5fbd55cba17e65e209fd6ef24c883d7a29f0d,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:7fd23dce052089e82cfff87c56e5fbd55cba17e65e209fd6ef24c883d7a29f0d,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:802eadf18c516c6866ee9487911e4f6527c31b7675f3138d74361f5b3e1b4da0,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,9
sha256:802eadf18c516c6866ee9487911e4f6527c31b7675f3138d74361f5b3e1b4da0,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,9
sha256:802eadf18c516c6866ee9487911e4f6527c31b7675f3138d74361f5b3e1b4da0,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:802eadf18c516c6866ee9487911e4f6527c31b7675f3138d74361f5b3e1b4da0,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:8103566065b9d055f455fcf60e91908f8e0796d2647d54a1fbc0781654c688fa,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,8
sha256:8103566065b9d055f455fcf60e91908f8e0796d2647d54a1fbc0781654c688fa,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,8
sha256:8103566065b9d055f455fcf60e91908f8e0796d2647d54a1fbc0781654c688fa,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:8103566065b9d055f455fcf60e91908f8e0796d2647d54a1fbc0781654c688fa,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:821d9c064ce0d35c20d67925cf60d653dcff4e42018cc8d874ae780dcd8f4648,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,15
sha256:821d9c064ce0d35c20d67925cf60d653dcff4e42018cc8d874ae780dcd8f4648,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,15
sha256:821d9c064ce0d35c20d67925cf60d653dcff4e42018cc8d874ae780dcd8f4648,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:821d9c064ce0d35c20d67925cf60d653dcff4e42018cc8d874ae780dcd8f4648,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:8529a23662e22b9ffd26a82dc98e03c1415a54bea3ae930cf84f0fe06b37872e,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,24
sha256:8529a23662e22b9ffd26a82dc98e03c1415a54bea3ae930cf84f0fe06b37872e,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,24
sha256:8529a23662e22b9ffd26a82dc98e03c1415a54bea3ae930cf84f0fe06b37872e,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:8529a23662e22b9ffd26a82dc98e03c1415a54bea3ae930cf84f0fe06b37872e,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:8b1cd58281a9dfd745efda44159737fd261f3e5a0394d8bf26bd0858569c4989,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,11
sha256:8b1cd58281a9dfd745efda44159737fd261f3e5a0394d8bf26bd0858569c4989,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,11
sha256:8dede4f142335c2392da8ba546a888102138b6e530d2f14911ac6147a417c717,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,10
sha256:8dede4f142335c2392da8ba546a888102138b6e530d2f14911ac6147a417c717,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,10
sha256:8e0c43eee94d184b24df43d48bccb8f3c04c0c57fab498bfe6bea28485fe30b8,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,13
sha256:8e0c43eee94d184b24df43d48bccb8f3c04c0c57fab498bfe6bea28485fe30b8,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,13
sha256:8ec4cb7b2667f829df62a3748d8aa2fe9fd16c72b8541f202ec4b5fa27c25c2f,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,42
sha256:8ec4cb7b2667f829df62a3748d8aa2fe9fd16c72b8541f202ec4b5fa27c25c2f,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,42
sha256:8ec4cb7b2667f829df62a3748d8aa2fe9fd16c72b8541f202ec4b5fa27c25c2f,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:8ec4cb7b2667f829df62a3748d8aa2fe9fd16c72b8541f202ec4b5fa27c25c2f,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:8f79d882dda34aceda0cc2aedb1ec15fd6de01695e208dfeae83ed7ae3d57bd9,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,7
sha256:8f79d882dda34aceda0cc2aedb1ec15fd6de01695e208dfeae83ed7ae3d57bd9,F_continuity,Flight,POINT_MINUS_JOINT,0.002890365448504983,0.028903654485049838,7
sha256:909c65b08b7c18af875df2b8f11d5cdb914ceb2e71f3833937300b002ef4b5c5,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,9
sha256:909c65b08b7c18af875df2b8f11d5cdb914ceb2e71f3833937300b002ef4b5c5,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,9
sha256:909c65b08b7c18af875df2b8f11d5cdb914ceb2e71f3833937300b002ef4b5c5,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:909c65b08b7c18af875df2b8f11d5cdb914ceb2e71f3833937300b002ef4b5c5,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:9136d802eeeb2edae0bad6b4688d8f82f096a435c4768b05ff3b2ae4e83fc470,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,14
sha256:9136d802eeeb2edae0bad6b4688d8f82f096a435c4768b05ff3b2ae4e83fc470,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,14
sha256:92954cdff5a86c68328d0a8f09ca47398b691ff8412d2cd90e1ef55b72178388,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,6
sha256:92954cdff5a86c68328d0a8f09ca47398b691ff8412d2cd90e1ef55b72178388,F_continuity,Flight,POINT_MINUS_JOINT,0.0007286821705426356,0.007286821705426358,6
sha256:92a29f18646e5814d1fc271bcc58a58302762a6cf73fe4ba740c45e4a0adc937,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,10
sha256:92a29f18646e5814d1fc271bcc58a58302762a6cf73fe4ba740c45e4a0adc937,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,10
sha256:92a29f18646e5814d1fc271bcc58a58302762a6cf73fe4ba740c45e4a0adc937,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:92a29f18646e5814d1fc271bcc58a58302762a6cf73fe4ba740c45e4a0adc937,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:92dfb300eff61238f0ae402e6956257e202a4ed932f4a45abb7631f7a5ae10ff,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,9
sha256:92dfb300eff61238f0ae402e6956257e202a4ed932f4a45abb7631f7a5ae10ff,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,9
sha256:92dfb300eff61238f0ae402e6956257e202a4ed932f4a45abb7631f7a5ae10ff,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:92dfb300eff61238f0ae402e6956257e202a4ed932f4a45abb7631f7a5ae10ff,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:9bc1c4d7908588a21802e6c224ab7595655c93af346cc39b44488108ea0c17e4,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,11
sha256:9bc1c4d7908588a21802e6c224ab7595655c93af346cc39b44488108ea0c17e4,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,11
sha256:9bc1c4d7908588a21802e6c224ab7595655c93af346cc39b44488108ea0c17e4,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:9bc1c4d7908588a21802e6c224ab7595655c93af346cc39b44488108ea0c17e4,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:9ce5cffb874040a620d68f9d91f95b0a279c0687adcb861dbe822ba059a9b3fe,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,13
sha256:9ce5cffb874040a620d68f9d91f95b0a279c0687adcb861dbe822ba059a9b3fe,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,13
sha256:9ce5cffb874040a620d68f9d91f95b0a279c0687adcb861dbe822ba059a9b3fe,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:9ce5cffb874040a620d68f9d91f95b0a279c0687adcb861dbe822ba059a9b3fe,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:9db48b846fa1564a70ddc8d2cd2dae62e8e2b76c470614b4ede20d0f1ebcd0c9,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,15
sha256:9db48b846fa1564a70ddc8d2cd2dae62e8e2b76c470614b4ede20d0f1ebcd0c9,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,15
sha256:a18676c27b5e9bf753b73e24f65c06fba864c7c06c32851b9a4c5af13418f1ac,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,7
sha256:a18676c27b5e9bf753b73e24f65c06fba864c7c06c32851b9a4c5af13418f1ac,F_continuity,Flight,POINT_MINUS_JOINT,0.0004186046511627907,0.004186046511627908,7
sha256:a41457ba655f56cd7192d6646e8ea413e88168eb808e399c0ccd008e8b3bbd74,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,9
sha256:a41457ba655f56cd7192d6646e8ea413e88168eb808e399c0ccd008e8b3bbd74,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,9
sha256:a4272b2dbb59d804c80972be0345e6c68eefe5e5b15435f4eb7524b1083972fb,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,19
sha256:a4272b2dbb59d804c80972be0345e6c68eefe5e5b15435f4eb7524b1083972fb,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,19
sha256:a4272b2dbb59d804c80972be0345e6c68eefe5e5b15435f4eb7524b1083972fb,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:a4272b2dbb59d804c80972be0345e6c68eefe5e5b15435f4eb7524b1083972fb,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:ae88e6a57a9d1596e3f49145f73633957dd15ca16e2a0869ff9b84d580a4b124,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,7
sha256:ae88e6a57a9d1596e3f49145f73633957dd15ca16e2a0869ff9b84d580a4b124,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,7
sha256:aedab96ddd9ea7a740af09f38e3b5ac1a054a44295e3fe2aeb3124eb2b2fab56,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,27
sha256:aedab96ddd9ea7a740af09f38e3b5ac1a054a44295e3fe2aeb3124eb2b2fab56,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,27
sha256:aedab96ddd9ea7a740af09f38e3b5ac1a054a44295e3fe2aeb3124eb2b2fab56,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:aedab96ddd9ea7a740af09f38e3b5ac1a054a44295e3fe2aeb3124eb2b2fab56,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:af73cf46cc7e39445099a80730dce5c7af45a971852a5baf6896d89214397d38,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,11
sha256:af73cf46cc7e39445099a80730dce5c7af45a971852a5baf6896d89214397d38,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,11
sha256:af73cf46cc7e39445099a80730dce5c7af45a971852a5baf6896d89214397d38,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:af73cf46cc7e39445099a80730dce5c7af45a971852a5baf6896d89214397d38,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:b00572d512ad12902cbeb806e1232808ca3d76ad6adcbc6a6247ef685a371753,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,7
sha256:b00572d512ad12902cbeb806e1232808ca3d76ad6adcbc6a6247ef685a371753,F_continuity,Flight,POINT_MINUS_JOINT,0.0029634551495016613,0.02963455149501662,7
sha256:b1b5c499dfcd0d8c24a69167194439317710dc6a47a7c2d3000b45392cae7551,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,16
sha256:b1b5c499dfcd0d8c24a69167194439317710dc6a47a7c2d3000b45392cae7551,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,16
sha256:b1b5c499dfcd0d8c24a69167194439317710dc6a47a7c2d3000b45392cae7551,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:b1b5c499dfcd0d8c24a69167194439317710dc6a47a7c2d3000b45392cae7551,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:b5233980f2c1df7d34acc3f0721fb7ac2a66808c1a837329f9fd3f49926f24dc,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,12
sha256:b5233980f2c1df7d34acc3f0721fb7ac2a66808c1a837329f9fd3f49926f24dc,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,12
sha256:b5233980f2c1df7d34acc3f0721fb7ac2a66808c1a837329f9fd3f49926f24dc,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:b5233980f2c1df7d34acc3f0721fb7ac2a66808c1a837329f9fd3f49926f24dc,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:b9a4fa94dafc0e3ad02143e811d8a97e414acf62bbd5363768564cff85896f70,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,14
sha256:b9a4fa94dafc0e3ad02143e811d8a97e414acf62bbd5363768564cff85896f70,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,14
sha256:baac9bacdfb1e7985e9641fc25996dc5d24e9b89b2b3a6b50fe0aae193d75dc4,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,11
sha256:baac9bacdfb1e7985e9641fc25996dc5d24e9b89b2b3a6b50fe0aae193d75dc4,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,11
sha256:baac9bacdfb1e7985e9641fc25996dc5d24e9b89b2b3a6b50fe0aae193d75dc4,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:baac9bacdfb1e7985e9641fc25996dc5d24e9b89b2b3a6b50fe0aae193d75dc4,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:bb6a3a1dfac623ada2d14aca8d6f5478d2d136818469561e8bfa82604cd6829a,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,90
sha256:bb6a3a1dfac623ada2d14aca8d6f5478d2d136818469561e8bfa82604cd6829a,F_continuity,Flight,POINT_MINUS_JOINT,0.0009302325581395348,0.009302325581395352,90
sha256:bb6a3a1dfac623ada2d14aca8d6f5478d2d136818469561e8bfa82604cd6829a,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:bb6a3a1dfac623ada2d14aca8d6f5478d2d136818469561e8bfa82604cd6829a,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:be3400a5a79081b7ee340d6a04016a28d151eb141eacdd8f262be7b298d1d1aa,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,11
sha256:be3400a5a79081b7ee340d6a04016a28d151eb141eacdd8f262be7b298d1d1aa,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,11
sha256:be79535a3e87c18fe317c3dfd5d7bef438d28fa95d5f89d38b906107bb734d32,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,8
sha256:be79535a3e87c18fe317c3dfd5d7bef438d28fa95d5f89d38b906107bb734d32,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,8
sha256:bef367e1c36ad90a02cc50df1ff122b9afde7e33e57dd98de21cdfaea8e8664e,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,11
sha256:bef367e1c36ad90a02cc50df1ff122b9afde7e33e57dd98de21cdfaea8e8664e,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,11
sha256:c11cc4ac45fa99bf7a0262c199c31bfbadf6372c3a4722db663df8564fcd8c1b,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,10
sha256:c11cc4ac45fa99bf7a0262c199c31bfbadf6372c3a4722db663df8564fcd8c1b,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,10
sha256:c12488e0ec2b62e3f067d190c62f470d81b9308828d5c97a9dbb692d4ddd0fe5,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,24
sha256:c12488e0ec2b62e3f067d190c62f470d81b9308828d5c97a9dbb692d4ddd0fe5,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,24
sha256:c47612951f046a604739c6a61b0c750156217227310a6fa1b301fc1b55f37a73,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,8
sha256:c47612951f046a604739c6a61b0c750156217227310a6fa1b301fc1b55f37a73,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,8
sha256:c47612951f046a604739c6a61b0c750156217227310a6fa1b301fc1b55f37a73,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
sha256:c47612951f046a604739c6a61b0c750156217227310a6fa1b301fc1b55f37a73,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,1
sha256:c5c14d18234ec838169a0ae30e3a0bf979f7c2462ba4d819586b1aebae8dc798,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,12
sha256:c5c14d18234ec838169a0ae30e3a0bf979f7c2462ba4d819586b1aebae8dc798,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,12
sha256:c667775745918d82640a962c0a0af11d2a072a97d7ad14915a963dd62cfba789,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,11
sha256:c667775745918d82640a962c0a0af11d2a072a97d7ad14915a963dd62cfba789,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,11
sha256:c93b7957ac3b84b4db39d22952d2dcc28ed430f32c54f168c33d1e0be55abdb3,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,12
sha256:c93b7957ac3b84b4db39d22952d2dcc28ed430f32c54f168c33d1e0be55abdb3,F_continuity,Flight,POINT_MINUS_JOINT,8.139534883720932e-05,0.0008139534883720933,12
sha256:ca0cf314c6f083b712d1ef57fb973dbd4bf180ce9be0631e86a5324a9552eb1a,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,9
sha256:ca0cf314c6f083b712d1ef57fb973dbd4bf180ce9be0631e86a5324a9552eb1a,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,9
sha256:ca0cf314c6f083b712d1ef57fb973dbd4bf180ce9be0631e86a5324a9552eb1a,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:ca0cf314c6f083b712d1ef57fb973dbd4bf180ce9be0631e86a5324a9552eb1a,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:cbf806907eb00fdf63d3cd8602bc31292b09856da2ebd594f2bcac5055906433,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,14
sha256:cbf806907eb00fdf63d3cd8602bc31292b09856da2ebd594f2bcac5055906433,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,14
sha256:cfdbdcb2ac2450fc35b3eae40cadb5b179c7168cd636fe95cfbce2a932596707,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,11
sha256:cfdbdcb2ac2450fc35b3eae40cadb5b179c7168cd636fe95cfbce2a932596707,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,11
sha256:d0d25f0423a24b24d9c09095a4379dd9dbc4e350b658a4ac88b734ea6c1cd547,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,11
sha256:d0d25f0423a24b24d9c09095a4379dd9dbc4e350b658a4ac88b734ea6c1cd547,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,11
sha256:d0d25f0423a24b24d9c09095a4379dd9dbc4e350b658a4ac88b734ea6c1cd547,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:d0d25f0423a24b24d9c09095a4379dd9dbc4e350b658a4ac88b734ea6c1cd547,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:d2b8703b5ac8902546d685f92f25bdaf8f41d8cd650c90427539d0046d82e377,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,22
sha256:d2b8703b5ac8902546d685f92f25bdaf8f41d8cd650c90427539d0046d82e377,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,22
sha256:d3ed059578f7fd0714346decd46b964c5ea3991a64939cd76ea5330b65a76826,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,21
sha256:d3ed059578f7fd0714346decd46b964c5ea3991a64939cd76ea5330b65a76826,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,21
sha256:d3f910983062abcf15c05c333d3d298cdc3649d11fe49167054cc6d6d1624224,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,6
sha256:d3f910983062abcf15c05c333d3d298cdc3649d11fe49167054cc6d6d1624224,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,6
sha256:d3f910983062abcf15c05c333d3d298cdc3649d11fe49167054cc6d6d1624224,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,2
sha256:d3f910983062abcf15c05c333d3d298cdc3649d11fe49167054cc6d6d1624224,F_execution,Flight,POINT_MINUS_JOINT,0.0,0.0,2
sha256:d53009afcb9cf96770c109906a7244da385246736bc78ca2884cea98769494c2,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,21
sha256:d53009afcb9cf96770c109906a7244da385246736bc78ca2884cea98769494c2,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,21
sha256:d819a0c974552effd49673acbec18d5eda40ee393222fdb1acd448f5092451c9,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,12
sha256:d819a0c974552effd49673acbec18d5eda40ee393222fdb1acd448f5092451c9,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,12
sha256:d970fe6d87b762fec500982351e53ea3a94f15ab03b216349f484718eb171043,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,13
sha256:d970fe6d87b762fec500982351e53ea3a94f15ab03b216349f484718eb171043,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,13
sha256:dc83e29f18c777de0af89dd66b485befe48f223e42a059015f3f8bd2bb005464,F_continuity,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,7
sha256:dc83e29f18c777de0af89dd66b485befe48f223e42a059015f3f8bd2bb005464,F_continuity,Flight,POINT_MINUS_JOINT,0.0,0.0,7
sha256:dc83e29f18c777de0af89dd66b485befe48f223e42a059015f3f8bd2bb005464,F_execution,Flight,MARGINAL_MINUS_JOINT,0.0,0.0,1
