variant,brier,calibration_gap,supported_nodes,abstain_nodes
EXP2A_POINT,0.8503937007874016,0.8644271145770845,1667,102
EXP2A_MARGINAL,0.1285121214263363,0.05244391121775645,1667,102
EXP2A_JOINT,0.12897898995378673,0.04465026994601081,1667,102
