episode_id,decision_node_id,top1_r7,top1_r3,top1_r1,family_r7,family_r3,family_r1,baseline_total_constructed_eur,channel_share_flight,channel_share_passenger,channel_share_resource,exclusion_reason
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:d5cbda6a6cf7109fae86d0d92c0296e6ba7693748fa846071a0c23bff2a64070,A00,A00,A00,null,null,null,24.133679389307478,0.5938051184572812,0.0010600663455746107,0.40513481519714406,
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:e608963e03897fe01312544fd8eb5acbc79a76d0af051bef2d9f21b6f5074f2c,A00,A00,A00,null,null,null,23.113258334063847,0.5843446750402219,0.0010503345219850635,0.4146049904377931,
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:044546a2afbfb5b707aa002db793cb3c96a8410b2318f9514b4fee2c5477c689,A00,A00,A00,null,null,null,21.89941537807756,0.6046139447697275,0.0010734952015091267,0.39431256002876336,
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:95fc3bd5ae9ea14a01b5d7209984c2a36dd749be57eef5c057a85268f906bc4b,A00,A00,A00,null,null,null,21.889851227401472,0.6055568214006074,0.0010744460207906645,0.3933687325786019,
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:716d6d891aa95d8d9a5bf0ba30d8b21aaee7e564ed47f793631b7bf7170ed11c,A00,A00,A00,null,null,null,21.888516663295547,0.6064674463441608,0.00107537332674583,0.39245718032909327,
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:fd502eef60bcec1adfd1eda8bcb0f132dc49e3cf3932de739a5fca5ca0a51dd7,A00,A00,A00,null,null,null,21.89040675259536,0.6074016727673525,0.0010763661569333043,0.39152196107571435,
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:6ddfa1d62541006afbeb207e2b6dce2a62d75d96c7505c68ed504979e5244229,A00,A00,A00,null,null,null,21.901070775529185,0.6082343203455718,0.0010772563048195957,0.3906884233496087,
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:8ad10326be078c0b6bcae27ef08e2175225847498286bb92702bc22ff61b1283,A00,A00,A00,null,null,null,22.642364511798064,0.5895243748048926,0.0010577941027796322,0.4094178310923277,
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:a145e820a94f1027c3bb6a169064824ad62395ba87d2f0170e3deb71ad015169,A00,A00,A00,null,null,null,22.261933905563286,0.5976691748805479,0.0010662730798313262,0.40126455203962075,
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:6c5f9e37365cca9f841b093305d1601a81c9dfe55ae656926e9e5da0b1c01893,A00,A00,A00,null,null,null,22.161667682302323,0.6016080501327311,0.0010703945285005653,0.39732155533876823,
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:2d94fd5bdd729e6fe338c31809102abab0e85f16fecada154ac65f2ad7338ceb,A00,A00,A00,null,null,null,22.090917393279057,0.6035339036527664,0.0010723945763493718,0.3953937017708841,
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:e2bd70d8eda977b29c5ce3737f433efc602129353da75ad29f92616dc270f3d4,A00,A00,A00,null,null,null,12.410105676174561,0.31225746392432185,0.0007761154421699216,0.6869664206335082,
sha256:00e8e773cd283d939ca84156277aff75b1c9ef7a14cb2e3f5e073116f61ab1cf,sha256:62dda7677f2931da08896b4e50b436116d241a3bb4af5a0b3434d69b165ff849,A00,A00,A00,null,null,null,27.365363755576645,0.5708084476919012,0.0029726020687201077,0.4262189502393787,
sha256:00e8e773cd283d939ca84156277aff75b1c9ef7a14cb2e3f5e073116f61ab1cf,sha256:33489d8fabaeaf3f131b62e432eeff27301b906f781b6876e34b7c301cde75cf,A00,A00,A00,null,null,null,28.051681630167117,0.5673036762448747,0.0029628219528906345,0.4297335018022347,
sha256:00e8e773cd283d939ca84156277aff75b1c9ef7a14cb2e3f5e073116f61ab1cf,sha256:52c2c8a22c03db637245608f25c136e97dc5b3a8fd7a13432da46e2f9620f09e,A00,A00,A00,null,null,null,28.912193335130087,0.5635606211927606,0.0029524202104795273,0.43348695859675984,
sha256:00e8e773cd283d939ca84156277aff75b1c9ef7a14cb2e3f5e073116f61ab1cf,sha256:112d68b7b72ba870f1be0e96f34fd062010bacc3f3f1d113f4497197ef8676ba,A00,A00,A00,null,null,null,28.846795397533203,0.5645225055284157,0.002954727593132512,0.4325227668784517,
sha256:00e8e773cd283d939ca84156277aff75b1c9ef7a14cb2e3f5e073116f61ab1cf,sha256:b39a22fa08dc434588326fe9415a2304a24b9a93364af926eda25b876bd3737c,A00,A00,A00,null,null,null,27.416910928775838,0.5636872716659189,0.002946105136606481,0.43336662319747465,
