episode_id,decision_node_id,top1_r7,top1_r3,top1_r1,family_r7,family_r3,family_r1,baseline_total_constructed_eur,channel_share_flight,channel_share_passenger,channel_share_resource,exclusion_reason
sha256:00e8e773cd283d939ca84156277aff75b1c9ef7a14cb2e3f5e073116f61ab1cf,sha256:57dd0462f69844aef5de9289f338484ec9b0b21e827dc6cfbe7e438537ee91f9,A00,A00,A00,null,null,null,27.663573492995976,0.5629322618061036,0.002943730577486197,0.4341240076164102,
sha256:00e8e773cd283d939ca84156277aff75b1c9ef7a14cb2e3f5e073116f61ab1cf,sha256:12d7e6989f584c575bc3fc34ba4e5e16fd90d53b9f8568cc8de7df22052f870e,A00,A00,A00,null,null,null,27.821128971887294,0.5626453343495981,0.0029428005568337746,0.4344118650935682,
sha256:00e8e773cd283d939ca84156277aff75b1c9ef7a14cb2e3f5e073116f61ab1cf,sha256:db5a6191be0b6ceeccbe81bc6c9a8a00e631d09acbf55cf70d949b0bdc21504b,A00,A00,A00,null,null,null,27.925290606697143,0.5625717996482341,0.0029425389335515986,0.43448566141821426,
sha256:00e8e773cd283d939ca84156277aff75b1c9ef7a14cb2e3f5e073116f61ab1cf,sha256:e7d59a803a96f5e1dae0e25c169831e46727c10c61ed2f48d91193b7d3887641,A00,A00,A00,null,null,null,27.997800140650593,0.5625816024415267,0.0029425429872546585,0.43447585457121873,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:898df12f9e9ad5d75063aec2d97737415010831c7b1cd9922adcfebb43162e9c,A00,A00,A00,null,null,null,26.928095447424173,0.5479827630234723,0.0003379354734885536,0.4516793015030393,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:dd15b0e0e4b7410a0aded843d484f6aaeb4f0aeaa81cd21ab039d80c733cdf59,A00,A00,A00,null,null,null,28.03370387914448,0.5454261857055459,0.0003371781115537683,0.4542366361829004,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:6a330f354b4427890f48909dcf9aac06ed5c10c80943e71a5dc3c64c360e93a5,A00,A00,A00,null,null,null,26.493062805800857,0.5492797392669261,0.0003389439132821117,0.4503813168197919,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:5133d55e28411b271d276caefa5fa5992aac3c3f99e10356fa25ea1719bc9394,A00,A00,A00,null,null,null,26.96449432866632,0.5473354704516126,0.00033825162134498466,0.45232627792704244,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:37881ebcc358e6425e2eb083177e00a0169aba26512cdcf22268575308b4fcc8,A00,A00,A00,null,null,null,27.27765537774055,0.546357427069233,0.0003378935969136554,0.4533046793338534,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:61db25ccf6ba6b9cf533e3b9d8302bef5d1d277b9100945c97685bb063691eb4,A00,A00,A00,null,null,null,27.48483586760624,0.5458704018516108,0.00033771359446361365,0.45379188455392555,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:caf4164612b902a5a64500c9730aa04db46be9d444d8951104f5d66b0bbaf5ce,A00,A00,A00,null,null,null,27.624858215233193,0.5456406999850534,0.0003376259784678407,0.4540216740364787,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:1b083cf99e06973d2004d35e1e1cd0bb0c6acdd656f8ac8fe653437c2d5f822c,A00,A00,A00,null,null,null,27.72556683662838,0.5455493405225772,0.00033758824454651666,0.45411307123287636,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:f93a3dfdd336c2ca34c49aef9c7f7d8b48e300f769a1eb5304a2f6d6a13eaf4e,A00,A00,A00,null,null,null,27.80245003676801,0.5455270028480309,0.0003375715981785995,0.45413542555379055,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:f74d6b9c096ee9dd56300d6be1928d40ce472c8d8929a2a47660951455460afa,A00,A00,A00,null,null,null,27.863422003958696,0.5455433350216147,0.0003375681088377066,0.45411909686954766,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:326b1bdc6d2112c25bdc3f105eb3f2a7c256c199794b2e11de1be773fab12514,A00,A00,A00,null,null,null,27.91480569522076,0.5455747186211426,0.00033757062535818774,0.4540877107534992,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:84fd7e0b730f052649d0570a5813440b67cca613afa26b1053ec667021987eb0,A00,A00,A00,null,null,null,27.960057932953692,0.5456130761057634,0.0003375761028017809,0.4540493477914349,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:e620401c127da00255155bba4866442467d42e1dd98b77de8d700e0ad124e60b,A00,A00,A00,null,null,null,28.001375030755536,0.5456606998142575,0.0003375852505054887,0.45400171493523706,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:585da2e16e93a68ad752add7a06e96ebc949f6b4f429c84620510ce27d2421e5,A00,A00,A00,null,null,null,28.039719981754796,0.5457191452539126,0.00033759846159108495,0.4539432562844963,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:ad7df70bedffd77a8bdc4e9d38f42a3c1a24ae09d695ae109bafdbcbacb93a90,A00,A00,A00,null,null,null,28.076255507516223,0.5457801585422078,0.0003376127935409546,0.45388222866425126,
sha256:02b711e90d440bcac9e7f163616a5b76929dfbad5f6bb2c0335c5bf85959ad65,sha256:6c77673e723f7dd14af512ad57bd8acdc2c7c4c27f3f6b5da5e0c03e3d9464b3,A00,A00,A00,null,null,null,18.284242412854784,0.3124187248388407,0.00026008051570974736,0.6873211946454495,
sha256:06175f5b45577085e11e76989574ab452a8bd8302e12d0b474181b63941dc70a,sha256:c5071968e94aa25626dec420e802e3d92ed646e7b1f75b95418fa783dd4a3af5,A00,A00,A00,null,null,null,25.495828102847792,0.5647975042141345,0.0028205365782657896,0.4323819592075996,
sha256:06175f5b45577085e11e76989574ab452a8bd8302e12d0b474181b63941dc70a,sha256:2191243143247922115b15fc15b1e2d4a26d4e3364fac7469f33bd1d1fc788da,A00,A00,A00,null,null,null,26.36191416742304,0.5603187663510482,0.0028075447316529057,0.43687368891729894,
sha256:06175f5b45577085e11e76989574ab452a8bd8302e12d0b474181b63941dc70a,sha256:914db03a304e5f33bae459da56ca466f65db27e937d6bd3a65cc531d2199bb43,A00,A00,A00,null,null,null,26.941151700370416,0.5577958408390395,0.0028003326270755772,0.43940382653388493,
sha256:06175f5b45577085e11e76989574ab452a8bd8302e12d0b474181b63941dc70a,sha256:e64e09ae2e6c0a80698b89eb4bf387b063c1bb1e7646a7242b15a63a6e805a72,A00,A00,A00,null,null,null,27.29864355723299,0.5566616102970149,0.0027971741223649913,0.44054121558062015,
sha256:06175f5b45577085e11e76989574ab452a8bd8302e12d0b474181b63941dc70a,sha256:8e4cdca274db40a875edadf57d190d45a9e53eb497952b6d660556d1c3b1bae0,A00,A00,A00,null,null,null,27.522059893474736,0.5561649278999694,0.002795807707408698,0.441039264392622,
sha256:06175f5b45577085e11e76989574ab452a8bd8302e12d0b474181b63941dc70a,sha256:775ce8df63897d147be878c68f80d0dd0e1c36ec9ebc98568d29b2dafc78d068,A00,A00,A00,null,null,null,27.66807802065754,0.5559502164523193,0.0027952303689409166,0.44125455317873974,
sha256:06175f5b45577085e11e76989574ab452a8bd8302e12d0b474181b63941dc70a,sha256:65b7fafbac85b37cb5cf5fbb935e61d4b914dadc26026855a1eea1bafd814d2d,A00,A00,A00,null,null,null,27.13937066258266,0.5609567703606024,0.0028069898233296217,0.4362362398160679,
sha256:06175f5b45577085e11e76989574ab452a8bd8302e12d0b474181b63941dc70a,sha256:bdb5722dbba0f650866f16dd4eb44c76dcb1a7e112c6d69a654343481b44425e,A00,A00,A00,null,null,null,27.211231157030024,0.5609457411537189,0.0028069168118285345,0.43624734203445265,
sha256:06175f5b45577085e11e76989574ab452a8bd8302e12d0b474181b63941dc70a,sha256:d55e37b15f71b68a4248316975f49cb72eec0017615c709427e57c79540418c8,A00,A00,A00,null,null,null,17.065709937567792,0.311839856883348,0.0021124579732865697,0.6860476851433656,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:159351f7be5b254d302ed70238c9f95c3167ea0c2a9faecfa467cf785d2b9562,A00,A00,A00,null,null,null,28.904218672770636,0.5309165599008195,0.004048570846296025,0.4650348692528844,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:cb91c5fcfa4ffc22b8939e8dee3e876e8117b2c95a0cb0bbacd57d451146571a,A00,A00,A00,null,null,null,28.66973023851455,0.5283333377040547,0.004038837458416166,0.4676278248375291,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:b870182a8acb552b11f79b7c83eebcf523025a2ac7c0ddbb7c2de4f0b91a8fe6,A00,A00,A00,null,null,null,28.59120622795965,0.5288110882738609,0.004041014493727203,0.46714789723241185,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:0d10dcb7cd4927b25b6f8bd57149cf850a04c81a205673686101759ef629d7c3,A00,A00,A00,null,null,null,28.618055816531157,0.5282317443960648,0.0040471475387347565,0.46772110806520045,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:e6bc5b451761fdb560405d8522060eb190aaff71cc2a7c25aee62854383b1c06,A00,A00,A00,null,null,null,28.521057824717072,0.5340445328107781,0.004072003382396992,0.4618834638068249,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:2702c6a8decbb3e08c8e3785704b02a7991c882467fce5248c2ad1515052d723,A00,A00,A00,null,null,null,28.657733963931918,0.5322764479813991,0.00406868377357983,0.4636548682450211,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:939d38eca1aebceb8307dd7241e559f81add41507f6df4bab0670e9c1403193f,A00,A00,A00,null,null,null,28.643614764079455,0.5336159768370766,0.004074408071368196,0.46230961509155516,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:b4251cdc3f082517a5010d5a76de3e022b0298656169f2ad761630ec2e5b0c15,A00,A00,A00,null,null,null,28.63951752815667,0.5343151609803559,0.004077357184018968,0.4616074818356251,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:7b7ec7afde29f6de7dea7e54bd86b57499d1bcd3a5a93ac677956199ee4392da,A00,A00,A00,null,null,null,28.63600004984917,0.5347705726478632,0.004079265213528984,0.4611501621386079,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:dee3804aa77e52c0c59e3771ff2199ffbd907d264949e38fa780719e9c1aeaf8,A00,A00,A00,null,null,null,28.633377364487366,0.5351192866220109,0.0040807249879703635,0.4607999883900187,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:ec308b8c3831777eedf83300fab84c5137f8185c5ccbef73ee05393cf7f116a0,A00,A00,A00,null,null,null,28.62769705182608,0.5354647134006009,0.004082168865682569,0.46045311773371655,
sha256:06eebf6187fae5c4b5cb17b45cf57576dc2853d3944de85276bd6fbecc169ab9,sha256:1e9d9e06ad6639aafde0c881e0df671201f6f96d072a34c4127098decc45e054,A00,A00,A00,null,null,null,19.318408459582592,0.31151256576891656,0.0031597895394667526,0.6853276446916166,
sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:e007b8a8d441f3caaa41ffb074ea8c92bd2fc79f6c9a9ac8fd5cb96993264e27,A00,A00,A00,null,null,null,30.798095006571124,0.6165838877369668,0.002322067138407893,0.38109404512462536,
sha256:0918063938e7c4457d171896b2fc2534f6874f77bf8065cfc20b298899c89e7a,sha256:96599634ca8534bdb2b8ee02e3cb408ecf6379d66946f5cb604569d3005f85d8,A00,A00,A00,null,null,null,31.669061205724816,0.6100786926178319,0.0023073394827140305,0.38761396789945407,
sha256:0a3614eb32c0724b572424173c306ae90f30957ba07dcbfaa924207801aa32fa,sha256:99238122941a364f7ee5498b1d48c00298cbbd6c0781daf54e68041083ff1852,A00,A00,A00,null,null,null,25.225206226295473,0.5923914833472425,0.0006398333877731437,0.40696868326498437,
sha256:0a3614eb32c0724b572424173c306ae90f30957ba07dcbfaa924207801aa32fa,sha256:a8bea007c2a58b264f0a86507b961f6ed48ac487c534bb72186c55f38c927540,A00,A00,A00,null,null,null,25.6884390564444,0.591503712138388,0.0006391579514774704,0.4078571299101345,
sha256:0a3614eb32c0724b572424173c306ae90f30957ba07dcbfaa924207801aa32fa,sha256:12d9594dca4b9458f2e2d93a1945ba52fee4effc18af599681a64ab16a93d8c8,A00,A00,A00,null,null,null,26.2276994616355,0.5888537991710125,0.000637402343590938,0.4105087984853966,
sha256:0a3614eb32c0724b572424173c306ae90f30957ba07dcbfaa924207801aa32fa,sha256:64a818022fd7a63cf0850504216ff8e56fb6d1ec1f26fd9c4c8f20c9ab041624,A00,A00,A00,null,null,null,26.23382498261535,0.5904187777911116,0.0006376308368938061,0.4089435913719945,
sha256:0a3614eb32c0724b572424173c306ae90f30957ba07dcbfaa924207801aa32fa,sha256:9eca680e49797840771835bfae5060cfe2117725d64142ca10fcb65eb7819daa,A00,A00,A00,null,null,null,26.46415872649667,0.5897691043671879,0.0006372056563832083,0.40959368997642887,
sha256:0a3614eb32c0724b572424173c306ae90f30957ba07dcbfaa924207801aa32fa,sha256:dc4358592aa41f27c7c40fbea69b5ff8825a7f5f33eb81dc955006489ffd067c,A00,A00,A00,null,null,null,26.614681891138677,0.5894861669856721,0.0006370210750738797,0.409876811939254,
sha256:0a3614eb32c0724b572424173c306ae90f30957ba07dcbfaa924207801aa32fa,sha256:1942e2e4c810cea388d9ec3dae4cf3ce5f35fac8e92dcfe50f707146e85319e0,A00,A00,A00,null,null,null,26.7178435142471,0.5893678807328853,0.0006369445392580347,0.4099951747278567,
sha256:0a3614eb32c0724b572424173c306ae90f30957ba07dcbfaa924207801aa32fa,sha256:af3061654b35ab27a562b45c827e6645c50a58228c27fa08834279b1f4a54c0e,A00,A00,A00,null,null,null,15.695584794902619,0.31235334735405046,0.0004692884670384107,0.6871773641789112,
sha256:0a3614eb32c0724b572424173c306ae90f30957ba07dcbfaa924207801aa32fa,sha256:53e4f29a633ee924f4aa18e564bab6ec45b2861363d84d1c4e07023db5d89453,A00,A00,A00,null,null,null,15.776206759888055,0.3123533473540506,0.0004692884670384108,0.687177364178911,
sha256:0dcfae5a2f00a7a4f20494ea14c926169491cdcb628fb59e54a304d5013dd671,sha256:0629900506caa8235cc51d563e1013fe09bf22606c7cdd6762bd8fcfc15dc6e6,A00,A00,A00,null,null,null,27.776088559221268,0.5855666842071828,0.000329271407642441,0.41410404438517473,
sha256:0dcfae5a2f00a7a4f20494ea14c926169491cdcb628fb59e54a304d5013dd671,sha256:f249a71cd54bb15deda660875aef60ad456e7060c551a3d741ef81cdc94f474c,A00,A00,A00,null,null,null,27.479544385377242,0.5830669896833696,0.0003283920809173954,0.41660461823571304,
sha256:0dcfae5a2f00a7a4f20494ea14c926169491cdcb628fb59e54a304d5013dd671,sha256:1f16ce6f05b08ac79e7250543294530e23a667cca6b0fa8909fffecdb9fe830c,A00,A00,A00,null,null,null,27.07270418049514,0.5761964629671924,0.0003270300006673349,0.4234765070321402,
sha256:0dcfae5a2f00a7a4f20494ea14c926169491cdcb628fb59e54a304d5013dd671,sha256:65d82425e132fdf0a4e95330b0f4761e44e62670eb991555fc9bd10479b1bf03,A00,A00,A00,null,null,null,27.438409512850697,0.5701563244729833,0.00032406178216424255,0.42951961374485254,
sha256:0dcfae5a2f00a7a4f20494ea14c926169491cdcb628fb59e54a304d5013dd671,sha256:6c4bf1e39ece04ee5738c486c5d5c697524195207fafd246d725f8fdb249b1e3,A00,A00,A00,null,null,null,27.809084647338906,0.5693092996335404,0.0003238354243911672,0.4303668649420685,
sha256:0dcfae5a2f00a7a4f20494ea14c926169491cdcb628fb59e54a304d5013dd671,sha256:d7f01be50befcd64c406270f95360cd4a15ca1ee7d7560d875e86ec1e5873b88,A00,A00,A00,null,null,null,27.84427399527184,0.5707103799376807,0.00032430272839121925,0.428965317333928,
sha256:0dcfae5a2f00a7a4f20494ea14c926169491cdcb628fb59e54a304d5013dd671,sha256:e23d99fefeefe66b41b2199190a05299e0f712d6c6c75d0b970f0818fd625a27,A00,A00,A00,null,null,null,27.867794485701157,0.5718379284649447,0.0003246782306998489,0.4278373933043553,
sha256:0dcfae5a2f00a7a4f20494ea14c926169491cdcb628fb59e54a304d5013dd671,sha256:b4373bf4d037ae547b1e9bc8c67cb5593a1be0ed4bc5a09adbb35cfdd037ddc0,A00,A00,A00,null,null,null,17.06648836423531,0.31242402691547255,0.00024311387048796533,0.6873328592140394,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:394717d5a65e2acaaf533a911cc65070040c8c0c0d9a5e58e82a69bff17e6f1f,A00,A00,A00,null,null,null,23.437222462541236,0.5853229390805181,0.014232701122747795,0.4004443597967341,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:1d27474a3e5f65d1f7e3c4da8c9651384d832e6be0ea1285c5cefb36a932077c,A00,A00,A00,null,null,null,23.396121494095496,0.5705134128094168,0.014022299778301724,0.4154642874122814,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:35c54661fc0fff92b6085b076ae3d3afcbe9bce593b8584d6e02418c87012e22,A00,A00,A00,null,null,null,22.9141337024154,0.5748444250060006,0.014084302214191869,0.4110712727798075,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:e1fd07013a0775433d32fc0b62f0dcfb3b7cc80c3f78cca669db1c277f04189d,A00,A00,A00,null,null,null,22.77395745667524,0.5779080080074589,0.014128301846876091,0.4079636901456649,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:f7051474abfd38aa180f6d0ebadbba3d1e9ea8a83bc31bb2352d43ac92e6e539,A00,A00,A00,null,null,null,23.014127379277234,0.5758265572344492,0.014101079808047421,0.4100723629575034,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:94692d7cf84c20595462ea8373de3679e2a2cad25847071bd7a4440891bcf42c,A00,A00,A00,null,null,null,22.966519410784237,0.5767800879811285,0.014114922823691714,0.4091049891951798,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:4f6ff89b22afdc2d6eaa0591bb837bdba1e9e2980a32e5e3b73a245dbeab5c9a,A00,A00,A00,null,null,null,22.925836437739658,0.5775161902850093,0.014125564671147615,0.40835824504384305,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:728850cead8e13b81bf90f666ce15e579717851d1ca30b9cd4fe2b7639e770b9,A00,A00,A00,null,null,null,22.89033626097807,0.5781490406593639,0.014134680229523565,0.4077162791111125,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:1a713a6a22f186e7cd25eba56f6781f7defa42a341ed4daadd0e80f4b1e2864b,A00,A00,A00,null,null,null,22.860377294149067,0.5787246778905287,0.014142960819739396,0.407132361289732,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:2407a99e156d205d323bcec007a6a5624860440276b49a6f77c7e6f523c06001,A00,A00,A00,null,null,null,22.83416267127292,0.5792956062932033,0.014151161855894705,0.4065532318509019,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:25ef83eb166e81e27738ecfce80a4576e450b2ac6734c545227d2c053df5af3c,A00,A00,A00,null,null,null,22.81064923738003,0.5798873469066134,0.014159650557031642,0.405953002536355,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:e8b634ec31b6a81538ee038afff67cd08d50dddf9e72f1bcf85a5690fa39d9f6,A00,A00,A00,null,null,null,22.786867017412927,0.5805384018950596,0.014168961523493772,0.4052926365814467,
sha256:131687a2a4d1ce3d87839668761d426361e0f6474d5e3c22895ba7ed1fd37e43,sha256:918f9a751a0d0e4e3b741b863ab17a9193fc4dae10177c374ee829ae36a2cde0,A00,A00,A00,null,null,null,13.357448855079404,0.309233106816469,0.010454058187299367,0.6803128349962316,
sha256:17cb9f5c5180ae688b3d4a691216cbb6e153dd26fec2a70ec212f96d4a3e19f6,sha256:4d4ca045a537e8065860446f9a0d1c526a207fef8180a3e30b4b2a526cd118bc,A00,A00,A00,null,null,null,23.969105240597674,0.5443731724993213,0.005017837166043874,0.4506089903346348,
sha256:17cb9f5c5180ae688b3d4a691216cbb6e153dd26fec2a70ec212f96d4a3e19f6,sha256:8ff024854a064e398a7559ecdf15346d4dd07d44abf3c40d09937e6c030d8dfe,A00,A00,A00,null,null,null,21.99695552901998,0.5435631894046152,0.005028663975550351,0.4514081466198344,
sha256:17cb9f5c5180ae688b3d4a691216cbb6e153dd26fec2a70ec212f96d4a3e19f6,sha256:b14b9f1cd647d1dc00c208c9518166894700f8d02ffb66f0eaf6e509947abf8b,A00,A00,A00,null,null,null,22.727158125704854,0.5324686349044396,0.0049740283661349255,0.46255733672942545,
sha256:17cb9f5c5180ae688b3d4a691216cbb6e153dd26fec2a70ec212f96d4a3e19f6,sha256:1c2fa600dbdb3d5a4df1957fbebb2769e361d3d1ff5f74151865a01d56a8076d,A00,A00,A00,null,null,null,22.25904066183023,0.5342552315602231,0.004964511095535474,0.46078025734424133,
